shipment_id,supplier_id,product_id,purchase_order_date,expected_delivery_date,actual_delivery_date,ordered_quantity,received_quantity,rejected_quantity,shipment_status
SHP-0002767,SUP-052,PRD-00090,2020-07-07,2020-07-15,2020-07-17,875,875,0,Delivered
SHP-0002768,SUP-045,PRD-00566,2024-05-18,2024-07-19,2024-07-29,410,410,0,Delivered
SHP-0002769,SUP-012,PRD-00103,2023-04-30,2023-05-23,2023-06-07,1071,1071,0,Delivered
SHP-0002770,SUP-016,PRD-00502,2020-04-18,2020-04-25,2020-05-04,613,613,0,Delivered
SHP-0002771,SUP-059,PRD-00759,2022-06-13,2022-06-19,2022-06-19,1107,1107,0,Delivered
SHP-0002772,SUP-065,PRD-00691,2021-09-24,2021-11-05,2021-11-05,276,254,22,Delivered
SHP-0002773,SUP-015,PRD-00739,2020-03-25,2020-04-18,2020-04-27,600,600,0,Delivered
SHP-0002774,SUP-033,PRD-00873,2020-11-20,2021-02-02,2021-02-13,891,820,71,Delivered
SHP-0002775,SUP-017,PRD-00504,2022-04-23,2022-05-04,,780,639,0,Partial
SHP-0002776,SUP-020,PRD-00765,2025-12-15,2026-02-01,2026-02-01,899,899,0,Delivered
SHP-0002777,SUP-041,PRD-00376,2021-03-15,2021-05-14,2021-05-23,633,627,6,Late
SHP-0002778,SUP-035,PRD-00041,2022-07-06,2022-07-11,2022-07-11,1054,1044,10,Delivered
SHP-0002779,SUP-051,PRD-00734,2021-08-12,2021-09-02,2021-09-02,1029,1029,0,Delivered
SHP-0002780,SUP-029,PRD-00642,2026-04-29,2026-05-10,2026-05-15,1231,1231,0,Delivered
SHP-0002781,SUP-070,PRD-00708,2022-09-02,2022-09-13,2022-09-16,1478,1478,0,Delivered
SHP-0002782,SUP-057,PRD-00870,2026-04-28,2026-05-18,2026-05-21,404,400,4,Delivered
SHP-0002783,SUP-059,PRD-00329,2024-12-03,2024-12-08,2024-12-08,846,715,0,Partial
SHP-0002784,SUP-062,PRD-00778,2024-03-28,2024-04-10,2024-04-13,1264,1264,0,Delivered
SHP-0002785,SUP-033,PRD-00125,2020-08-27,2020-10-16,2020-11-02,666,647,19,Delivered
SHP-0002786,SUP-032,PRD-00357,2025-05-28,2025-07-19,2025-07-19,1020,990,30,Late
SHP-0002787,SUP-047,PRD-00797,2025-01-17,2025-02-27,2025-02-28,280,280,0,Delivered
SHP-0002788,SUP-049,PRD-00651,2024-12-01,2024-12-14,2024-12-23,599,582,17,Delivered
SHP-0002789,SUP-037,PRD-00889,2023-08-10,2023-08-17,2023-08-17,481,467,14,Delivered
SHP-0002790,SUP-050,PRD-00441,2024-08-24,2024-09-27,2024-09-27,872,872,0,Delivered
SHP-0002791,SUP-062,PRD-00805,2026-01-10,2026-01-27,2026-01-27,824,824,0,Delivered
SHP-0002792,SUP-012,PRD-00732,2025-02-10,2025-02-23,2025-02-28,1030,1030,0,Delivered
SHP-0002793,SUP-006,PRD-00206,2020-09-27,2020-10-11,2020-10-18,866,841,25,Delivered
SHP-0002794,SUP-018,PRD-00381,2022-07-26,2022-08-06,2022-08-06,749,742,7,Delivered
SHP-0002795,SUP-019,PRD-00701,2024-07-25,2024-08-05,2024-08-05,1387,1346,41,Late
SHP-0002796,SUP-027,PRD-00784,2023-07-05,2023-07-22,2023-07-22,963,954,9,Delivered
SHP-0002797,SUP-068,PRD-00546,2021-11-02,2021-11-13,2021-11-13,781,781,0,Delivered
SHP-0002798,SUP-068,PRD-00238,2023-01-03,2023-01-15,2023-01-15,722,722,0,Delivered
SHP-0002799,SUP-029,PRD-00080,2025-02-14,2025-03-03,2025-03-21,584,584,0,Delivered
SHP-0002800,SUP-068,PRD-00382,2020-06-01,2020-06-24,2020-07-05,582,582,0,Delivered
SHP-0002801,SUP-060,PRD-00271,2023-07-23,2023-08-05,2023-08-13,419,288,2,Partial
SHP-0002802,SUP-070,PRD-00782,2025-12-13,2025-12-23,2025-12-24,1402,1360,42,Delivered
SHP-0002803,SUP-029,PRD-00801,2026-03-18,2026-03-27,2026-03-30,1363,1363,0,Delivered
SHP-0002804,SUP-063,PRD-00861,2020-03-26,2020-04-11,2020-04-26,261,261,0,Delivered
SHP-0002805,SUP-068,PRD-00031,2022-10-29,2022-11-10,2022-11-10,1401,1387,14,Delivered
SHP-0002806,SUP-065,PRD-00387,2026-08-07,2026-09-27,,1451,1359,40,Partial
SHP-0002807,SUP-038,PRD-00121,2023-03-19,2023-03-30,2023-03-30,567,567,0,Delivered
SHP-0002808,SUP-064,PRD-00795,2020-04-07,2020-04-12,2020-04-12,1338,1325,13,Delivered
SHP-0002809,SUP-046,PRD-00900,2022-10-26,2022-11-06,2022-11-11,911,911,0,Late
SHP-0002810,SUP-049,PRD-00484,2022-08-07,2022-08-14,2022-08-14,114,114,0,Delivered
SHP-0002811,SUP-019,PRD-00701,2020-01-08,2020-01-26,2020-01-27,85,85,0,Delivered
SHP-0002812,SUP-010,PRD-00189,2022-01-29,2022-02-24,2022-02-26,1159,1159,0,Delivered
SHP-0002813,SUP-070,PRD-00265,2023-11-10,2023-11-29,2023-12-05,556,551,5,Delivered
SHP-0002814,SUP-031,PRD-00858,2024-10-19,2024-12-02,2024-12-02,469,469,0,Delivered
SHP-0002815,SUP-026,PRD-00813,2022-05-26,2022-06-19,2022-07-03,303,286,8,Partial
SHP-0002816,SUP-066,PRD-00682,2025-05-07,2025-05-27,2025-05-30,537,537,0,Delivered
SHP-0002817,SUP-040,PRD-00269,2021-06-18,2021-07-07,2021-07-13,640,453,4,Partial
SHP-0002818,SUP-057,PRD-00218,2020-06-16,2020-07-08,2020-07-08,233,233,0,Delivered
SHP-0002819,SUP-030,PRD-00880,2024-12-09,2024-12-24,2025-01-14,639,639,0,Late
SHP-0002820,SUP-054,PRD-00037,2024-01-19,2024-02-01,2024-02-12,400,400,0,Late
SHP-0002821,SUP-063,PRD-00444,2020-09-29,2020-10-07,2020-10-15,104,104,0,Delivered
SHP-0002822,SUP-067,PRD-00656,2026-06-04,2026-06-10,2026-06-10,1144,1144,0,Delivered
SHP-0002823,SUP-009,PRD-00243,2025-10-01,2025-12-05,2025-12-14,1029,945,0,Partial
SHP-0002824,SUP-023,PRD-00513,2020-12-14,2021-02-13,2021-03-01,399,399,0,Delivered
SHP-0002825,SUP-023,PRD-00324,2023-12-27,2024-01-31,2024-02-04,566,561,5,Delivered
SHP-0002826,SUP-015,PRD-00341,2020-03-16,2020-04-02,2020-04-08,353,353,0,Delivered
SHP-0002827,SUP-046,PRD-00428,2024-04-20,2024-04-30,2024-05-05,1470,1470,0,Delivered
SHP-0002828,SUP-034,PRD-00335,2021-07-26,2021-08-03,2021-08-13,1382,1369,13,Delivered
SHP-0002829,SUP-006,PRD-00585,2023-12-07,2023-12-15,2023-12-25,1262,1250,12,Late
SHP-0002830,SUP-002,PRD-00852,2020-05-28,2020-06-04,2020-06-04,517,517,0,Delivered
SHP-0002831,SUP-048,PRD-00202,2022-04-13,2022-04-20,2022-04-20,475,475,0,Delivered
SHP-0002832,SUP-055,PRD-00029,2021-02-04,2021-02-21,2021-02-21,541,541,0,Delivered
SHP-0002833,SUP-031,PRD-00822,2025-12-03,2025-12-14,2025-12-25,335,332,3,Delivered
SHP-0002834,SUP-006,PRD-00091,2021-04-07,2021-04-29,2021-04-29,233,233,0,Delivered
SHP-0002835,SUP-030,PRD-00131,2021-08-02,2021-08-10,2021-08-11,307,307,0,Delivered
SHP-0002836,SUP-054,PRD-00604,2020-06-04,2020-06-20,2020-06-20,596,591,5,Delivered
SHP-0002837,SUP-041,PRD-00229,2026-08-21,2026-08-30,2026-09-10,1205,1205,0,Delivered
SHP-0002838,SUP-069,PRD-00013,2020-12-07,2020-12-16,2020-12-27,1384,1384,0,Delivered
SHP-0002839,SUP-054,PRD-00828,2023-04-02,2023-04-24,2023-04-24,1296,1296,0,Delivered
SHP-0002840,SUP-070,PRD-00396,2026-02-28,2026-03-14,2026-03-23,1011,1011,0,Delivered
SHP-0002841,SUP-008,PRD-00169,2025-06-29,2025-08-09,2025-08-09,229,227,2,Delivered
SHP-0002842,SUP-053,PRD-00633,2025-01-06,2025-01-12,2025-01-12,299,276,23,Delivered
SHP-0002843,SUP-009,PRD-00243,2022-08-13,2022-10-13,2022-10-22,868,842,26,Delivered
SHP-0002844,SUP-066,PRD-00723,2024-09-27,2024-11-09,2024-11-17,1147,813,8,Partial
SHP-0002845,SUP-037,PRD-00295,2023-06-07,2023-06-29,2023-06-29,560,516,44,Late
SHP-0002846,SUP-010,PRD-00676,2023-06-14,2023-08-27,2023-08-27,705,698,7,Delivered
SHP-0002847,SUP-049,PRD-00421,2024-05-25,2024-06-11,2024-06-17,1263,1226,37,Delivered
SHP-0002848,SUP-045,PRD-00314,2023-02-15,2023-03-27,2023-04-04,1322,893,0,Partial
SHP-0002849,SUP-035,PRD-00601,2023-10-21,2023-11-11,2023-11-19,273,273,0,Late
SHP-0002850,SUP-061,PRD-00582,2023-05-20,2023-05-31,2023-06-08,1236,1224,12,Delivered
SHP-0002851,SUP-010,PRD-00126,2022-01-22,2022-02-19,2022-02-19,1472,1458,14,Delivered
SHP-0002852,SUP-050,PRD-00016,2024-05-01,2024-05-21,2024-05-21,134,134,0,Delivered
SHP-0002853,SUP-044,PRD-00277,2023-08-10,2023-09-01,2023-09-01,262,262,0,Delivered
SHP-0002854,SUP-066,PRD-00705,2020-02-02,2020-03-11,2020-03-11,289,196,1,Partial
SHP-0002855,SUP-016,PRD-00337,2023-11-14,2023-12-13,2023-12-17,640,640,0,Delivered
SHP-0002856,SUP-022,PRD-00393,2025-05-22,2025-06-05,2025-06-05,209,209,0,Delivered
SHP-0002857,SUP-027,PRD-00784,2022-02-28,2022-03-24,2022-03-29,463,463,0,Late
SHP-0002858,SUP-042,PRD-00526,2024-07-27,2024-09-01,2024-09-01,343,316,27,Delivered
SHP-0002859,SUP-057,PRD-00133,2022-08-04,2022-08-10,2022-08-10,766,766,0,Delivered
SHP-0002860,SUP-018,PRD-00624,2022-06-02,2022-06-26,2022-06-26,457,457,0,Delivered
SHP-0002861,SUP-053,PRD-00518,2023-03-12,2023-03-30,2023-04-10,1351,1243,108,Delivered
SHP-0002862,SUP-044,PRD-00165,2024-12-12,2024-12-26,2025-01-01,228,226,2,Delivered
SHP-0002863,SUP-062,PRD-00432,2025-09-03,2025-11-14,2025-11-14,1496,1496,0,Delivered
SHP-0002864,SUP-032,PRD-00845,2020-08-10,2020-09-22,2020-09-22,224,224,0,Delivered
SHP-0002865,SUP-020,PRD-00104,2020-12-08,2021-02-03,2021-02-04,1390,1377,13,Delivered
SHP-0002866,SUP-063,PRD-00763,2024-02-26,2024-03-15,2024-03-23,1351,1351,0,Late
SHP-0002867,SUP-054,PRD-00625,2022-04-28,2022-05-03,2022-05-06,1432,1432,0,Delivered
SHP-0002868,SUP-025,PRD-00246,2025-10-19,2025-12-08,2025-12-21,1155,1155,0,Delivered
SHP-0002869,SUP-028,PRD-00370,2020-01-20,2020-02-11,2020-02-19,330,243,7,Partial
SHP-0002870,SUP-022,PRD-00540,2024-09-06,2024-09-18,2024-09-18,1132,940,0,Partial
SHP-0002871,SUP-014,PRD-00406,2023-02-05,2023-02-24,2023-03-05,1098,1066,32,Delivered
SHP-0002872,SUP-053,PRD-00859,2022-06-28,2022-07-22,2022-07-26,1218,1121,97,Late
SHP-0002873,SUP-032,PRD-00151,2023-08-28,2023-09-12,2023-09-13,1381,1340,41,Late
SHP-0002874,SUP-063,PRD-00895,2024-09-30,2024-10-10,2024-10-19,837,837,0,Late
SHP-0002875,SUP-005,PRD-00455,2024-08-04,2024-08-21,2024-09-04,1421,1407,14,Delivered
SHP-0002876,SUP-044,PRD-00673,2024-07-23,2024-08-03,2024-08-09,651,651,0,Delivered
SHP-0002877,SUP-057,PRD-00665,2025-01-23,2025-02-04,2025-02-12,307,298,9,Late
SHP-0002878,SUP-023,PRD-00324,2026-01-29,2026-03-12,2026-03-12,1314,1314,0,Delivered
SHP-0002879,SUP-012,PRD-00150,2023-08-09,2023-08-17,2023-08-27,1251,1239,12,Delivered
SHP-0002880,SUP-044,PRD-00626,2021-02-01,2021-02-18,2021-02-18,1427,1427,0,Delivered
SHP-0002881,SUP-042,PRD-00720,2025-09-16,2025-10-09,2025-10-09,1161,1161,0,Late
SHP-0002882,SUP-010,PRD-00803,2024-04-04,2024-06-14,2024-06-20,604,598,6,Delivered
SHP-0002883,SUP-054,PRD-00694,2024-04-12,2024-04-23,2024-05-07,567,567,0,Delivered
SHP-0002884,SUP-060,PRD-00137,2025-02-12,2025-02-19,2025-02-19,768,768,0,Delivered
SHP-0002885,SUP-036,PRD-00012,2024-04-29,2024-06-30,2024-06-30,987,987,0,Delivered
SHP-0002886,SUP-050,PRD-00588,2021-06-30,2021-07-21,2021-07-21,87,87,0,Delivered
SHP-0002887,SUP-026,PRD-00608,2026-01-21,2026-02-05,2026-02-17,1151,1058,0,Partial
SHP-0002888,SUP-069,PRD-00749,2026-02-17,2026-02-24,2026-02-24,576,576,0,Late
SHP-0002889,SUP-064,PRD-00565,2024-03-04,2024-05-17,2024-05-25,426,426,0,Late
SHP-0002890,SUP-035,PRD-00328,2026-06-02,2026-06-16,2026-06-18,91,91,0,Delivered
SHP-0002891,SUP-039,PRD-00054,2023-01-27,2023-02-04,2023-02-04,292,290,2,Delivered
SHP-0002892,SUP-067,PRD-00261,2023-07-10,2023-07-16,2023-07-21,296,296,0,Delivered
SHP-0002893,SUP-045,PRD-00253,2025-04-15,2025-05-21,2025-05-30,1020,1020,0,Delivered
SHP-0002894,SUP-036,PRD-00153,2024-07-02,2024-07-28,2024-08-08,130,130,0,Delivered
SHP-0002895,SUP-030,PRD-00111,2025-06-26,2025-07-17,2025-07-18,492,478,14,Delivered
SHP-0002896,SUP-019,PRD-00701,2025-09-10,2025-09-25,2025-09-27,315,315,0,Delivered
SHP-0002897,SUP-048,PRD-00268,2021-12-12,2021-12-25,2022-01-08,431,427,4,Delivered
SHP-0002898,SUP-016,PRD-00819,2022-10-28,2022-12-25,2022-12-30,577,577,0,Delivered
SHP-0002899,SUP-049,PRD-00484,2024-09-10,2024-10-01,2024-10-08,949,949,0,Delivered
SHP-0002900,SUP-022,PRD-00412,2020-12-31,2021-01-16,2021-01-16,271,269,2,Delivered
SHP-0002901,SUP-069,PRD-00117,2021-09-02,2021-09-18,2021-09-27,76,76,0,Delivered
SHP-0002902,SUP-029,PRD-00894,2020-05-27,2020-06-15,2020-06-27,495,495,0,Delivered
SHP-0002903,SUP-036,PRD-00414,2025-03-05,2025-03-10,2025-03-14,420,420,0,Delivered
SHP-0002904,SUP-033,PRD-00127,2021-12-13,2022-01-04,2022-01-20,301,301,0,Delivered
SHP-0002905,SUP-049,PRD-00217,2026-07-14,2026-08-05,2026-08-18,1373,1332,41,Delivered
SHP-0002906,SUP-022,PRD-00393,2024-03-26,2024-04-05,2024-04-05,481,481,0,Delivered
SHP-0002907,SUP-027,PRD-00725,2024-03-18,2024-04-10,2024-04-24,70,68,2,Delivered
SHP-0002908,SUP-006,PRD-00713,2021-09-19,2021-10-08,2021-10-13,1428,1428,0,Delivered
SHP-0002909,SUP-067,PRD-00595,2026-08-18,2026-09-06,2026-09-06,354,351,3,Delivered
SHP-0002910,SUP-039,PRD-00398,2023-04-20,2023-05-11,2023-05-11,632,626,6,Delivered
SHP-0002911,SUP-056,PRD-00094,2021-05-07,2021-06-11,2021-07-03,639,639,0,Delivered
SHP-0002912,SUP-018,PRD-00789,2025-08-25,2025-09-05,2025-09-05,1150,1139,11,Delivered
SHP-0002913,SUP-011,PRD-00340,2021-03-20,2021-04-13,2021-04-16,454,441,13,Delivered
SHP-0002914,SUP-060,PRD-00619,2026-02-20,2026-03-05,2026-03-05,1038,1028,10,Delivered
SHP-0002915,SUP-032,PRD-00122,2022-03-18,2022-05-04,2022-05-04,231,231,0,Late
SHP-0002916,SUP-023,PRD-00591,2025-12-16,2025-12-27,2025-12-27,934,934,0,Delivered
SHP-0002917,SUP-042,PRD-00373,2023-01-03,2023-01-24,2023-01-24,1309,1205,104,Delivered
SHP-0002918,SUP-031,PRD-00500,2021-09-18,2021-11-16,2021-11-16,1351,1338,13,Delivered
SHP-0002919,SUP-056,PRD-00192,2025-01-23,2025-02-27,2025-02-27,1136,1136,0,Delivered
SHP-0002920,SUP-068,PRD-00899,2023-08-26,2023-09-16,2023-09-18,520,505,15,Delivered
SHP-0002921,SUP-049,PRD-00651,2023-01-24,2023-02-17,2023-02-23,664,664,0,Delivered
SHP-0002922,SUP-066,PRD-00533,2022-08-09,2022-10-17,2022-10-28,716,716,0,Late
SHP-0002923,SUP-002,PRD-00130,2024-11-03,2025-01-07,2025-01-11,1311,1311,0,Delivered
SHP-0002924,SUP-043,PRD-00209,2024-04-11,2024-06-20,2024-06-27,474,437,37,Delivered
SHP-0002925,SUP-045,PRD-00566,2024-09-07,2024-09-13,2024-09-14,51,42,0,Partial
SHP-0002926,SUP-050,PRD-00106,2022-02-10,2022-04-09,2022-04-13,292,292,0,Delivered
SHP-0002927,SUP-068,PRD-00550,2025-07-19,2025-07-28,2025-08-04,322,319,3,Delivered
SHP-0002928,SUP-063,PRD-00895,2021-02-06,2021-03-02,2021-03-07,790,783,7,Late
SHP-0002929,SUP-002,PRD-00820,2025-07-02,2025-08-13,2025-08-25,545,545,0,Delivered
SHP-0002930,SUP-070,PRD-00396,2023-08-30,2023-09-19,2023-09-19,218,218,0,Late
SHP-0002931,SUP-067,PRD-00656,2023-08-23,2023-09-02,2023-09-11,208,159,1,Partial
SHP-0002932,SUP-059,PRD-00434,2024-01-11,2024-01-28,2024-01-28,975,975,0,Delivered
SHP-0002933,SUP-064,PRD-00249,2024-06-25,2024-08-24,2024-08-31,1205,1205,0,Delivered
SHP-0002934,SUP-039,PRD-00108,2020-05-31,2020-06-09,2020-06-10,778,778,0,Delivered
SHP-0002935,SUP-013,PRD-00394,2026-02-05,2026-02-17,2026-02-17,811,811,0,Late
SHP-0002936,SUP-057,PRD-00307,2022-11-02,2022-11-26,2022-11-30,1104,1104,0,Delivered
SHP-0002937,SUP-069,PRD-00139,2024-01-01,2024-01-20,2024-01-20,760,672,20,Partial
SHP-0002938,SUP-001,PRD-00783,2022-06-13,2022-06-25,2022-06-25,56,52,4,Delivered
SHP-0002939,SUP-010,PRD-00512,2021-11-19,2022-01-29,2022-02-04,392,392,0,Delivered
SHP-0002940,SUP-005,PRD-00085,2025-06-28,2025-07-21,2025-07-21,1282,1282,0,Delivered
SHP-0002941,SUP-045,PRD-00347,2020-02-02,2020-02-12,2020-02-24,942,942,0,Delivered
SHP-0002942,SUP-036,PRD-00545,2026-05-04,2026-06-29,2026-07-07,670,670,0,Delivered
SHP-0002943,SUP-060,PRD-00619,2025-11-27,2025-12-20,2025-12-25,935,935,0,Delivered
SHP-0002944,SUP-062,PRD-00674,2022-05-22,2022-06-14,2022-06-17,205,203,2,Delivered
SHP-0002945,SUP-038,PRD-00020,2020-07-13,2020-08-05,2020-08-05,1182,1182,0,Delivered
SHP-0002946,SUP-038,PRD-00129,2021-08-02,2021-08-11,2021-08-14,302,302,0,Delivered
SHP-0002947,SUP-028,PRD-00062,2020-03-29,2020-04-05,2020-04-18,982,953,29,Delivered
SHP-0002948,SUP-026,PRD-00697,2026-07-22,2026-08-15,2026-08-15,1347,1347,0,Delivered
SHP-0002949,SUP-019,PRD-00466,2021-06-04,2021-06-23,2021-06-23,282,280,2,Delivered
SHP-0002950,SUP-026,PRD-00688,2022-04-19,2022-04-28,2022-04-29,1124,1035,89,Delivered
SHP-0002951,SUP-055,PRD-00505,2024-12-20,2025-02-11,2025-02-11,1226,1226,0,Delivered
SHP-0002952,SUP-068,PRD-00259,2022-11-12,2022-11-19,2022-11-19,1318,1318,0,Delivered
SHP-0002953,SUP-066,PRD-00255,2025-10-21,2025-12-22,2025-12-24,1342,1342,0,Late
SHP-0002954,SUP-009,PRD-00672,2021-08-30,2021-10-02,2021-10-02,85,85,0,Delivered
SHP-0002955,SUP-024,PRD-00635,2026-07-24,2026-08-07,2026-08-13,727,720,7,Delivered
SHP-0002956,SUP-022,PRD-00836,2023-03-27,2023-04-11,2023-04-24,1162,1162,0,Delivered
SHP-0002957,SUP-006,PRD-00005,2026-06-19,2026-07-03,2026-07-03,1046,1046,0,Delivered
SHP-0002958,SUP-024,PRD-00214,2021-12-30,2022-01-10,2022-01-10,897,897,0,Delivered
SHP-0002959,SUP-002,PRD-00384,2024-01-13,2024-02-04,2024-02-04,93,93,0,Delivered
SHP-0002960,SUP-029,PRD-00480,2025-04-01,2025-04-13,2025-04-13,887,887,0,Delivered
SHP-0002961,SUP-017,PRD-00135,2023-07-27,2023-08-11,2023-08-16,932,932,0,Delivered
SHP-0002962,SUP-004,PRD-00409,2020-12-22,2021-01-06,2021-01-06,1182,1182,0,Late
SHP-0002963,SUP-063,PRD-00895,2022-06-05,2022-06-19,2022-07-05,547,436,4,Partial
SHP-0002964,SUP-022,PRD-00450,2022-04-13,2022-05-06,2022-05-10,547,547,0,Delivered
SHP-0002965,SUP-022,PRD-00668,2022-02-24,2022-03-02,2022-03-08,318,318,0,Delivered
SHP-0002966,SUP-040,PRD-00201,2020-03-22,2020-04-13,2020-04-18,147,147,0,Delivered
SHP-0002967,SUP-063,PRD-00402,2023-06-05,2023-06-27,2023-06-28,310,310,0,Late
SHP-0002968,SUP-035,PRD-00059,2021-03-29,2021-04-18,2021-05-04,806,806,0,Delivered
SHP-0002969,SUP-044,PRD-00634,2026-02-17,2026-03-10,2026-03-10,1360,1320,40,Delivered
SHP-0002970,SUP-016,PRD-00814,2023-01-31,2023-04-14,2023-04-20,990,990,0,Delivered
SHP-0002971,SUP-002,PRD-00700,2024-03-02,2024-04-16,,598,546,5,Partial
SHP-0002972,SUP-013,PRD-00082,2023-08-15,2023-08-30,2023-08-31,657,638,19,Delivered
SHP-0002973,SUP-061,PRD-00616,2021-07-20,2021-08-11,2021-08-14,581,411,0,Partial
SHP-0002974,SUP-054,PRD-00716,2026-07-09,2026-07-22,2026-07-22,418,418,0,Delivered
SHP-0002975,SUP-050,PRD-00040,2021-10-21,2021-12-16,2021-12-17,329,326,3,Delivered
SHP-0002976,SUP-005,PRD-00555,2025-05-23,2025-06-09,2025-06-09,1446,1446,0,Delivered
SHP-0002977,SUP-022,PRD-00305,2025-07-24,2025-08-01,2025-08-02,1234,1234,0,Delivered
SHP-0002978,SUP-050,PRD-00794,2025-09-13,2025-10-29,2025-10-29,83,81,2,Delivered
SHP-0002979,SUP-037,PRD-00323,2026-05-20,2026-06-01,2026-06-07,1486,1486,0,Delivered
SHP-0002980,SUP-023,PRD-00093,2024-12-14,2025-01-25,2025-01-25,1420,1420,0,Delivered
SHP-0002981,SUP-057,PRD-00870,2022-10-03,2022-10-16,2022-10-24,397,397,0,Delivered
SHP-0002982,SUP-047,PRD-00257,2021-04-22,2021-06-17,2021-07-10,709,709,0,Delivered
SHP-0002983,SUP-010,PRD-00524,2020-07-04,2020-09-11,2020-09-11,523,523,0,Delivered
SHP-0002984,SUP-047,PRD-00057,2026-03-09,2026-03-19,2026-03-25,1247,1247,0,Delivered
SHP-0002985,SUP-063,PRD-00343,2025-06-04,2025-06-09,,1359,1265,0,Partial
SHP-0002986,SUP-015,PRD-00501,2025-05-08,2025-05-25,2025-05-30,1300,1300,0,Delivered
SHP-0002987,SUP-047,PRD-00851,2025-03-18,2025-05-04,2025-05-04,1199,1199,0,Late
SHP-0002988,SUP-052,PRD-00176,2021-11-26,2021-12-08,2021-12-16,241,177,1,Partial
SHP-0002989,SUP-045,PRD-00354,2023-09-12,2023-10-05,2023-10-05,1483,1483,0,Delivered
SHP-0002990,SUP-039,PRD-00200,2023-12-16,2023-12-31,2024-01-01,1320,1320,0,Delivered
SHP-0002991,SUP-054,PRD-00237,2022-01-15,2022-01-28,2022-01-29,122,84,0,Partial
SHP-0002992,SUP-018,PRD-00185,2023-02-17,2023-03-10,2023-03-10,1386,1276,110,Delivered
SHP-0002993,SUP-010,PRD-00482,2021-10-11,2021-10-23,2021-10-23,981,952,29,Delivered
SHP-0002994,SUP-028,PRD-00370,2023-01-30,2023-02-18,2023-02-23,521,516,5,Delivered
SHP-0002995,SUP-054,PRD-00037,2020-09-23,2020-10-01,2020-10-01,891,865,26,Delivered
SHP-0002996,SUP-058,PRD-00567,2026-04-09,2026-05-28,2026-05-28,833,833,0,Delivered
SHP-0002997,SUP-046,PRD-00900,2021-10-16,2021-11-09,2021-11-23,889,881,8,Delivered
SHP-0002998,SUP-037,PRD-00313,2023-09-01,2023-09-22,2023-09-22,1197,1197,0,Delivered
SHP-0002999,SUP-069,PRD-00318,2023-04-22,2023-04-30,2023-05-13,886,886,0,Delivered
SHP-0003000,SUP-054,PRD-00339,2025-12-05,2025-12-18,2025-12-24,736,736,0,Delivered
SHP-0003001,SUP-006,PRD-00206,2025-06-09,2025-06-29,2025-07-01,883,883,0,Delivered
SHP-0003002,SUP-036,PRD-00012,2024-03-06,2024-04-09,2024-04-17,199,199,0,Delivered
SHP-0003003,SUP-011,PRD-00180,2021-06-07,2021-06-17,2021-06-22,664,664,0,Delivered
SHP-0003004,SUP-057,PRD-00307,2021-12-01,2021-12-19,2021-12-19,212,212,0,Delivered
SHP-0003005,SUP-055,PRD-00505,2023-04-04,2023-06-09,2023-06-12,425,421,4,Delivered
SHP-0003006,SUP-042,PRD-00472,2020-04-03,2020-06-15,2020-06-21,1371,1371,0,Delivered
SHP-0003007,SUP-033,PRD-00136,2025-07-05,2025-07-30,2025-07-30,752,752,0,Delivered
SHP-0003008,SUP-039,PRD-00273,2024-11-15,2024-12-09,2024-12-09,418,418,0,Delivered
SHP-0003009,SUP-045,PRD-00253,2023-09-28,2023-10-07,2023-10-07,1477,1477,0,Delivered
SHP-0003010,SUP-003,PRD-00750,2022-08-15,2022-09-16,2022-09-16,919,919,0,Delivered
SHP-0003011,SUP-026,PRD-00813,2023-12-11,2023-12-20,2023-12-20,770,770,0,Delivered
SHP-0003012,SUP-054,PRD-00037,2025-12-12,2025-12-23,2025-12-23,1373,1373,0,Delivered
SHP-0003013,SUP-047,PRD-00887,2026-05-12,2026-06-26,2026-06-26,1119,1119,0,Delivered
SHP-0003014,SUP-034,PRD-00156,2026-05-25,2026-05-30,2026-06-07,624,624,0,Late
SHP-0003015,SUP-012,PRD-00460,2023-11-16,2023-12-09,2023-12-20,907,898,9,Delivered
SHP-0003016,SUP-053,PRD-00787,2022-11-01,2022-11-16,2022-11-22,1136,1136,0,Late
SHP-0003017,SUP-057,PRD-00133,2020-05-15,2020-05-29,2020-06-04,626,626,0,Delivered
SHP-0003018,SUP-036,PRD-00545,2025-07-04,2025-09-09,2025-09-09,764,757,7,Delivered
SHP-0003019,SUP-032,PRD-00151,2021-08-25,2021-10-04,2021-10-06,239,239,0,Late
SHP-0003020,SUP-041,PRD-00283,2024-11-27,2024-12-26,2025-01-01,1063,1063,0,Delivered
SHP-0003021,SUP-032,PRD-00122,2021-09-01,2021-10-18,2021-10-22,434,434,0,Delivered
SHP-0003022,SUP-060,PRD-00336,2025-05-30,2025-06-16,2025-06-28,978,978,0,Delivered
SHP-0003023,SUP-037,PRD-00889,2025-11-02,2025-11-09,2025-11-09,784,777,7,Delivered
SHP-0003024,SUP-039,PRD-00108,2021-05-06,2021-05-21,2021-05-21,402,398,4,Delivered
SHP-0003025,SUP-065,PRD-00387,2025-04-11,2025-05-23,2025-05-24,1070,1060,10,Delivered
SHP-0003026,SUP-041,PRD-00838,2020-05-12,2020-06-08,2020-06-15,765,765,0,Delivered
SHP-0003027,SUP-039,PRD-00120,2025-06-24,2025-07-17,2025-07-28,568,563,5,Delivered
