ticket_id,customer_id,opened_at,closed_at,issue_type,channel,priority,agent_id,resolution_status,satisfaction_score
TKT-0005066,CUS-008398,2020-05-12 09:00:00,2020-05-15 19:00:00,Promotion,Store,Medium,AGT-062,Resolved,4.0
TKT-0005067,CUS-003040,2025-06-28 07:00:00,2025-07-02 05:00:00,Account,Email,High,AGT-098,Resolved,3.0
TKT-0005068,CUS-007929,2026-01-06 22:00:00,2026-01-06 23:00:00,Delivery,Phone,Low,AGT-064,Resolved,
TKT-0005069,CUS-011428,2023-12-28 23:00:00,2023-12-29 14:00:00,Payment,Phone,Critical,AGT-242,Resolved,
TKT-0005070,CUS-003550,2025-01-23 16:00:00,2025-01-26 20:00:00,Delivery,Email,Low,AGT-342,Closed,
TKT-0005071,CUS-002662,2025-01-13 23:00:00,2025-01-16 00:00:00,Payment,Chat,Low,AGT-237,Resolved,
TKT-0005072,CUS-008872,2022-09-25 06:00:00,2022-09-25 09:00:00,Product Quality,Chat,Low,AGT-165,Resolved,4.0
TKT-0005073,CUS-003913,2023-10-05 20:00:00,2023-10-09 12:00:00,Account,Store,Low,AGT-238,Resolved,3.0
TKT-0005074,CUS-003368,2022-02-26 14:00:00,2022-03-02 16:00:00,Product Quality,Phone,High,AGT-336,Resolved,4.0
TKT-0005075,CUS-000100,2023-09-02 01:00:00,2023-09-06 07:00:00,Delivery,Phone,Low,AGT-109,Resolved,5.0
TKT-0005076,CUS-004170,2020-07-16 14:00:00,2020-07-18 02:00:00,Delivery ,Store,Medium,AGT-206,Resolved,5.0
TKT-0005077,CUS-003480,2025-05-08 17:00:00,2025-05-09 00:00:00,Returns,Chat,High,AGT-229,Resolved,5.0
TKT-0005078,CUS-004021,2022-08-29 04:00:00,2022-09-02 07:00:00,Account,Chat,Low,AGT-263,Resolved,3.0
TKT-0005079,CUS-005307,2022-01-31 15:00:00,2022-02-02 10:00:00,Returns,Email,Medium,AGT-099,Resolved,4.0
TKT-0005080,CUS-010872,2021-07-26 19:00:00,2021-07-26 23:00:00,Account,Chat,Low,AGT-221,Closed,
TKT-0005081,CUS-001921,2023-08-22 07:00:00,2023-08-23 07:00:00,Product Quality,Chat,Low,AGT-337,Resolved,3.0
TKT-0005082,CUS-009649,2023-05-30 18:00:00,,Account,Chat,Medium,AGT-150,Open,
TKT-0005083,CUS-000811,2022-08-09 10:00:00,2022-08-14 08:00:00,Account,Social,Medium,AGT-268,Resolved,
TKT-0005084,CUS-010076,2022-05-17 07:00:00,2022-05-20 12:00:00,Returns,Store,Medium,AGT-315,Closed,
TKT-0005085,CUS-003977,2024-09-03 23:00:00,2024-09-06 12:00:00,Account,Chat,Medium,AGT-092,Resolved,4.0
TKT-0005086,CUS-000487,2020-10-06 09:00:00,2020-10-07 10:00:00,Delivery,Chat,Low,AGT-230,Closed,4.0
TKT-0005087,CUS-003677,2026-06-26 11:00:00,2026-06-30 03:00:00,Promotion,Store,Medium,AGT-273,Resolved,4.0
TKT-0005088,CUS-011247,2024-05-01 09:00:00,2024-05-01 14:00:00,Account,Phone,Low,AGT-146,Resolved,3.0
TKT-0005089,CUS-002827,2022-03-16 16:00:00,2022-03-18 20:00:00,Delivery,Phone,Medium,AGT-133,Closed,4.0
TKT-0005090,CUS-000271,2024-05-28 05:00:00,2024-05-30 07:00:00,Delivery ,Email,High,AGT-299,Resolved,2.0
TKT-0005091,CUS-000773,2026-08-04 11:00:00,,Delivery,Email,High,AGT-266,Open,
TKT-0005092,CUS-008794,2022-12-28 16:00:00,2022-12-29 16:00:00,Payment,Social,Low,AGT-065,Resolved,4.0
TKT-0005093,CUS-000942,2020-12-15 06:00:00,2020-12-17 17:00:00,Account,Email,Medium,AGT-048,Closed,
TKT-0005094,CUS-011476,2021-03-21 19:00:00,2021-03-24 02:00:00,Delivery,Phone,High,AGT-306,Resolved,5.0
TKT-0005095,CUS-007021,2022-10-03 01:00:00,2022-10-06 05:00:00,Account,Social,Low,AGT-243,Closed,4.0
TKT-0005096,CUS-002380,2021-08-10 08:00:00,2021-08-12 16:00:00,Returns,Phone,Medium,AGT-185,Resolved,
TKT-0005097,CUS-011670,2025-07-11 05:00:00,2025-07-14 11:00:00,Delivery,Email,Medium,AGT-234,Resolved,
TKT-0005098,CUS-002044,2024-08-23 06:00:00,2024-08-25 10:00:00,Delivery,Social,Low,AGT-239,Resolved,3.0
TKT-0005099,CUS-011025,2025-08-05 12:00:00,2025-08-09 23:00:00,Returns,Phone,High,AGT-104,Closed,
TKT-0005100,CUS-009184,2026-04-24 10:00:00,2026-04-25 16:00:00,Returns,Chat,Medium,AGT-042,Resolved,2.0
TKT-0005101,CUS-007898,2021-05-21 09:00:00,,Delivery,Email,Low,AGT-300,Open,
TKT-0005102,CUS-007785,2026-08-23 17:00:00,2026-08-25 11:00:00,Delivery,Phone,Low,AGT-004,Resolved,4.0
TKT-0005103,CUS-005618,2024-04-27 20:00:00,2024-04-30 12:00:00,Delivery,Social,High,AGT-212,Resolved,4.0
TKT-0005104,CUS-003579,2022-10-16 16:00:00,2022-10-18 12:00:00,Delivery,Store,Low,AGT-312,Resolved,5.0
TKT-0005105,CUS-010211,2025-11-17 21:00:00,2025-11-22 02:00:00,Returns,Phone,High,AGT-246,Closed,3.0
TKT-0005106,CUS-001694,2023-05-11 01:00:00,2023-05-15 01:00:00,Technical,Email,Medium,AGT-067,Resolved,5.0
TKT-0005107,CUS-010508,2021-03-15 14:00:00,2021-03-17 13:00:00,Returns,Chat,High,AGT-284,Resolved,5.0
TKT-0005108,CUS-003327,2021-03-30 13:00:00,2021-04-04 04:00:00,Returns,Store,Medium,AGT-036,Resolved,4.0
TKT-0005109,CUS-000977,2021-10-02 00:00:00,2021-10-03 00:00:00,Product Quality,Phone,Medium,AGT-131,Resolved,3.0
TKT-0005110,CUS-006880,2022-03-02 00:00:00,2022-03-03 10:00:00,Returns,Chat,Critical,AGT-308,Resolved,2.0
TKT-0005111,CUS-002732,2026-02-10 02:00:00,2026-02-12 15:00:00,Payment,Email,Medium,AGT-035,Closed,3.0
TKT-0005112,CUS-010578,2023-04-19 11:00:00,2023-04-22 18:00:00,Product Quality,Social,High,AGT-020,Resolved,4.0
TKT-0005113,CUS-002532,2023-09-27 10:00:00,2023-09-30 11:00:00,Product Quality,Email,Low,AGT-337,Resolved,4.0
TKT-0005114,CUS-003813,2023-07-17 17:00:00,2023-07-22 05:00:00,Account,Phone,High,AGT-285,Resolved,4.0
TKT-0005115,CUS-004106,2020-07-15 17:00:00,2020-07-17 10:00:00,Payment,Social,Medium,AGT-065,Resolved,5.0
TKT-0005116,CUS-004890,2021-02-07 01:00:00,2021-02-09 04:00:00,Returns,Email,High,AGT-025,Resolved,3.0
TKT-0005117,CUS-002606,2025-09-25 21:00:00,2025-09-28 12:00:00,Account,Social,Medium,AGT-031,Resolved,
TKT-0005118,CUS-001785,2024-02-08 13:00:00,2024-02-12 21:00:00,Account,Phone,Low,AGT-122,Resolved,
TKT-0005119,CUS-008368,2021-03-01 03:00:00,,Returns,Chat,Critical,AGT-348,Open,
TKT-0005120,CUS-008892,2026-08-29 22:00:00,2026-09-02 22:00:00,Delivery,Phone,Medium,AGT-258,Closed,1.0
TKT-0005121,CUS-005959,2021-03-08 01:00:00,2021-03-09 13:00:00,Product Quality,Phone,High,AGT-158,Resolved,
TKT-0005122,CUS-005981,2025-07-17 12:00:00,2025-07-21 06:00:00,Delivery,Social,Medium,AGT-196,Resolved,5.0
TKT-0005123,CUS-004531,2021-08-15 06:00:00,2021-08-20 03:00:00,Account,Email,High,AGT-302,Closed,
TKT-0005124,CUS-003392,2020-10-05 20:00:00,2020-10-10 13:00:00,Delivery,Store,Low,AGT-156,Resolved,
TKT-0005125,CUS-011073,2021-02-23 06:00:00,2021-02-24 12:00:00,account,Phone,High,AGT-243,Closed,5.0
TKT-0005126,CUS-008333,2021-09-21 04:00:00,2021-09-25 17:00:00,Delivery,Store,Medium,AGT-330,Resolved,3.0
TKT-0005127,CUS-005718,2024-02-11 15:00:00,2024-02-15 18:00:00,Payment,Email,Medium,AGT-246,Resolved,2.0
TKT-0005128,CUS-000675,2026-01-03 04:00:00,2026-01-03 05:00:00,Product Quality,Email,Medium,AGT-068,Resolved,4.0
TKT-0005129,CUS-000661,2022-04-26 20:00:00,2022-04-29 06:00:00,Technical,Email,Low,AGT-083,Resolved,
TKT-0005130,CUS-001839,2022-10-06 12:00:00,2022-10-08 12:00:00,Delivery,Email,Medium,AGT-093,Closed,
TKT-0005131,CUS-000354,2021-02-03 20:00:00,2021-02-04 09:00:00,Account,Phone,Medium,AGT-338,Resolved,5.0
TKT-0005132,CUS-003395,2025-10-12 05:00:00,2025-10-12 21:00:00,Delivery,Phone,Medium,AGT-113,Resolved,5.0
TKT-0005133,CUS-005718,2023-01-14 19:00:00,2023-01-17 13:00:00,Product Quality,Store,Low,AGT-317,Resolved,
TKT-0005134,CUS-005222,2025-10-03 20:00:00,2025-10-03 22:00:00,Delivery,Email,Low,AGT-341,Resolved,3.0
TKT-0005135,CUS-002625,2026-02-21 21:00:00,2026-02-24 11:00:00,Payment,Phone,Low,AGT-253,Resolved,5.0
TKT-0005136,CUS-006046,2023-10-25 16:00:00,2023-10-27 17:00:00,Delivery,Email,Low,AGT-206,Resolved,4.0
TKT-0005137,CUS-011647,2020-03-26 06:00:00,2020-03-30 17:00:00,Product Quality,Store,Medium,AGT-007,Resolved,
TKT-0005138,CUS-005725,2023-02-21 13:00:00,2023-02-24 06:00:00,Technical,Chat,Medium,AGT-020,Resolved,
TKT-0005139,CUS-006955,2022-08-19 01:00:00,2022-08-23 20:00:00,Product Quality,Store,Medium,AGT-146,Resolved,5.0
TKT-0005140,CUS-009726,2021-06-23 02:00:00,2021-06-26 08:00:00,Returns,Chat,Medium,AGT-025,Closed,5.0
TKT-0005141,CUS-008364,2025-11-10 09:00:00,2025-11-12 03:00:00,Delivery,Social,Low,AGT-086,Resolved,
TKT-0005142,CUS-007183,2026-06-14 02:00:00,2026-06-14 11:00:00,Account,Store,Medium,AGT-107,Resolved,5.0
TKT-0005143,CUS-003471,2024-11-02 11:00:00,2024-11-07 05:00:00,Payment,Phone,Low,AGT-028,Resolved,
TKT-0005144,CUS-001008,2023-06-09 19:00:00,,Delivery,Store,High,AGT-330,Open,
TKT-0005145,CUS-003971,2023-08-02 08:00:00,2023-08-05 23:00:00,Delivery,Phone,Medium,AGT-342,Resolved,5.0
TKT-0005146,CUS-002579,2022-05-04 05:00:00,2022-05-05 17:00:00,Technical,Email,High,AGT-112,Resolved,
TKT-0005147,CUS-007372,2021-08-23 00:00:00,2021-08-24 13:00:00,Returns,Email,Low,AGT-271,Resolved,4.0
TKT-0005148,CUS-002595,2020-02-16 01:00:00,2020-02-17 23:00:00,Returns,Email,Medium,AGT-210,Resolved,5.0
TKT-0005149,CUS-001549,2024-12-20 13:00:00,2024-12-20 23:00:00,Product Quality,Social,Low,AGT-017,Resolved,
TKT-0005150,CUS-001464,2025-05-24 09:00:00,2025-05-25 06:00:00,Delivery,Email,High,AGT-147,Resolved,
TKT-0005151,CUS-004335,2021-04-10 09:00:00,2021-04-13 22:00:00,Account,Email,Low,AGT-113,Resolved,4.0
TKT-0005152,CUS-000142,2021-08-21 09:00:00,2021-08-24 14:00:00,Delivery,Store,Medium,AGT-001,Closed,5.0
TKT-0005153,CUS-010646,2020-12-02 06:00:00,,Delivery,Social,Medium,AGT-057,Open,
TKT-0005154,CUS-011162,2020-05-26 17:00:00,2020-05-27 09:00:00,Promotion,Chat,Medium,AGT-014,Resolved,3.0
TKT-0005155,CUS-000460,2026-03-20 04:00:00,2026-03-20 20:00:00,Returns,Store,Low,AGT-126,Resolved,5.0
TKT-0005156,CUS-007131,2023-07-14 10:00:00,2023-07-17 18:00:00,Payment,Chat,Medium,AGT-188,Closed,
TKT-0005157,CUS-005268,2022-08-15 10:00:00,2022-08-17 16:00:00,Payment,Phone,Low,AGT-055,Resolved,3.0
TKT-0005158,CUS-010920,2021-10-30 02:00:00,2021-11-03 02:00:00,Returns,Social,Low,AGT-084,Closed,
TKT-0005159,CUS-001340,2021-05-24 07:00:00,2021-05-27 06:00:00,Payment,Phone,Low,AGT-127,Closed,
TKT-0005160,CUS-007654,2020-06-04 07:00:00,2020-06-06 03:00:00,Payment,Chat,Low,AGT-249,Resolved,5.0
TKT-0005161,CUS-004559,2026-04-12 19:00:00,,Account,Social,Medium,AGT-309,Open,
TKT-0005162,CUS-001699,2026-03-05 04:00:00,2026-03-08 02:00:00,Promotion,Phone,Medium,AGT-307,Resolved,
TKT-0005163,CUS-002446,2020-10-18 02:00:00,2020-10-19 12:00:00,Product Quality,Email,Medium,AGT-265,Resolved,4.0
TKT-0005164,CUS-003106,2024-12-01 18:00:00,2024-12-04 21:00:00,Delivery,Social,Medium,AGT-044,Closed,
TKT-0005165,CUS-000918,2024-12-10 23:00:00,2024-12-13 07:00:00,Delivery,Store,Low,AGT-255,Resolved,
TKT-0005166,CUS-009591,2021-12-18 01:00:00,2021-12-19 19:00:00,Product Quality,Email,Medium,AGT-191,Resolved,5.0
TKT-0005167,CUS-009771,2026-05-01 09:00:00,2026-05-05 21:00:00,Technical,Social,Low,AGT-032,Resolved,4.0
TKT-0005168,CUS-007050,2020-10-22 05:00:00,2020-10-24 03:00:00,Delivery,Social,Low,AGT-092,Resolved,5.0
TKT-0005169,CUS-000547,2020-11-01 03:00:00,2020-11-05 12:00:00,Account,Chat,Low,AGT-233,Resolved,4.0
TKT-0005170,CUS-011769,2021-07-08 00:00:00,2021-07-10 16:00:00,Product Quality,Social,Low,AGT-022,Resolved,
TKT-0005171,CUS-008930,2021-01-21 01:00:00,2021-01-24 19:00:00,Returns,Phone,Medium,AGT-035,Resolved,5.0
TKT-0005172,CUS-009221,2020-02-21 18:00:00,2020-02-22 16:00:00,Returns,Email,High,AGT-293,Resolved,3.0
TKT-0005173,CUS-011158,2026-05-15 05:00:00,2026-05-19 12:00:00,Technical,Phone,Medium,AGT-343,Resolved,4.0
TKT-0005174,CUS-000264,2023-03-31 16:00:00,2023-04-03 19:00:00,Returns,Phone,Low,AGT-280,Resolved,
TKT-0005175,CUS-006136,2026-02-20 05:00:00,2026-02-21 03:00:00,Product Quality,Chat,Medium,AGT-052,Resolved,2.0
TKT-0005176,CUS-011551,2021-02-17 16:00:00,2021-02-22 13:00:00,Payment,Store,Medium,AGT-325,Resolved,
TKT-0005177,CUS-009955,2021-07-24 02:00:00,2021-07-25 05:00:00,Delivery,Store,Medium,AGT-051,Resolved,5.0
TKT-0005178,CUS-000854,2021-03-01 20:00:00,2021-03-03 16:00:00,Delivery,Store,High,AGT-094,Resolved,5.0
TKT-0005179,CUS-011345,2021-10-29 08:00:00,,Returns,Email,Low,AGT-345,Open,
TKT-0005180,CUS-008241,2022-01-28 11:00:00,2022-01-30 17:00:00,Returns,Phone,Medium,AGT-007,Resolved,4.0
TKT-0005181,CUS-011033,2024-01-28 00:00:00,2024-02-01 20:00:00,Returns,Social,Low,AGT-091,Resolved,4.0
TKT-0005182,CUS-002622,2020-09-03 20:00:00,2020-09-05 09:00:00,Delivery,Social,Low,AGT-086,Resolved,
TKT-0005183,CUS-006048,2023-12-17 18:00:00,2023-12-22 14:00:00,Delivery,Social,High,AGT-157,Closed,
TKT-0005184,CUS-008654,2022-12-27 03:00:00,2022-12-31 10:00:00,Product Quality,Social,Medium,AGT-233,Resolved,4.0
TKT-0005185,CUS-007692,2023-09-12 16:00:00,2023-09-17 15:00:00,Delivery,Phone,Low,AGT-219,Closed,5.0
TKT-0005186,CUS-007857,2025-12-02 04:00:00,2025-12-06 03:00:00,Delivery,Phone,Medium,AGT-232,Resolved,3.0
TKT-0005187,CUS-001954,2023-12-17 23:00:00,2023-12-22 22:00:00,Returns,Store,High,AGT-305,Resolved,1.0
TKT-0005188,CUS-003867,2023-07-30 17:00:00,2023-08-02 21:00:00,Payment,Chat,High,AGT-279,Resolved,
TKT-0005189,CUS-009770,2023-05-06 08:00:00,2023-05-07 15:00:00,Technical,Store,Medium,AGT-055,Resolved,
TKT-0005190,CUS-004094,2026-07-31 22:00:00,2026-08-05 04:00:00,Delivery,Social,Low,AGT-126,Resolved,
TKT-0005191,CUS-003081,2023-11-13 14:00:00,,Delivery,Email,High,AGT-162,Open,
TKT-0005192,CUS-011670,2025-09-29 19:00:00,2025-10-03 11:00:00,Account,Store,High,AGT-185,Closed,4.0
TKT-0005193,CUS-008582,2021-09-23 22:00:00,,Delivery,Phone,Medium,AGT-262,Open,
TKT-0005194,CUS-010191,2021-09-12 21:00:00,2021-09-17 02:00:00,Delivery,Phone,Medium,AGT-057,Resolved,
TKT-0005195,CUS-009836,2020-05-22 15:00:00,2020-05-26 11:00:00,Product Quality,Store,Medium,AGT-292,Resolved,
TKT-0005196,CUS-003991,2024-01-09 12:00:00,2024-01-13 03:00:00,Promotion,Phone,High,AGT-088,Resolved,4.0
TKT-0005197,CUS-001909,2024-05-01 00:00:00,2024-05-01 22:00:00,Product Quality,Email,Low,AGT-311,Closed,5.0
TKT-0005198,CUS-000138,2025-10-04 15:00:00,2025-10-09 05:00:00,Account,Chat,Low,AGT-305,Resolved,5.0
TKT-0005199,CUS-000234,2026-03-31 13:00:00,2026-04-04 12:00:00,Account,Chat,Low,AGT-252,Closed,3.0
TKT-0005200,CUS-008811,2024-05-24 10:00:00,2024-05-28 02:00:00,Product Quality,Social,Low,AGT-106,Resolved,5.0
TKT-0005201,CUS-003735,2024-12-15 01:00:00,,Product Quality,Store,Medium,AGT-184,Open,
TKT-0005202,CUS-006948,2023-08-10 10:00:00,2023-08-10 19:00:00,Delivery,Store,Medium,AGT-344,Resolved,
TKT-0005203,CUS-005907,2025-10-14 07:00:00,2025-10-17 05:00:00,Payment,Chat,Low,AGT-004,Resolved,4.0
TKT-0005204,CUS-006201,2021-01-26 00:00:00,2021-01-29 20:00:00,Returns,Chat,High,AGT-216,Resolved,1.0
TKT-0005205,CUS-001576,2022-06-26 10:00:00,2022-06-26 15:00:00,Returns,Email,Medium,AGT-056,Resolved,
TKT-0005206,CUS-002888,2021-01-30 20:00:00,2021-02-03 14:00:00,Delivery,Email,Medium,AGT-162,Closed,
TKT-0005207,CUS-006625,2021-03-18 15:00:00,2021-03-20 03:00:00,Delivery,Social,Low,AGT-231,Resolved,3.0
TKT-0005208,CUS-000096,2021-05-11 04:00:00,2021-05-15 06:00:00,Returns,Phone,Low,AGT-187,Resolved,
TKT-0005209,CUS-004487,2026-06-13 00:00:00,2026-06-17 14:00:00,Delivery,Chat,Low,AGT-292,Resolved,
TKT-0005210,CUS-010637,2025-12-09 07:00:00,2025-12-13 09:00:00,Account,Social,Low,AGT-128,Resolved,5.0
TKT-0005211,CUS-003669,2024-08-13 19:00:00,2024-08-15 09:00:00,Product Quality,Phone,Medium,AGT-254,Resolved,
TKT-0005212,CUS-009549,2024-09-21 16:00:00,2024-09-23 13:00:00,Product Quality,Email,Medium,AGT-239,Closed,4.0
TKT-0005213,CUS-007266,2020-08-12 15:00:00,,Returns,Store,Medium,AGT-286,Open,
TKT-0005214,CUS-005856,2020-03-25 09:00:00,2020-03-26 11:00:00,Promotion,Store,Low,AGT-296,Resolved,5.0
TKT-0005215,CUS-009804,2021-04-07 06:00:00,2021-04-11 05:00:00,Product Quality,Phone,High,AGT-105,Resolved,
TKT-0005216,CUS-011997,2025-01-12 15:00:00,2025-01-12 22:00:00,Technical,Chat,Medium,AGT-222,Resolved,3.0
TKT-0005217,CUS-007752,2024-06-22 00:00:00,,Returns,Store,Low,AGT-035,Open,
TKT-0005218,CUS-000213,2020-07-24 06:00:00,2020-07-27 14:00:00,Returns,Email,Low,AGT-158,Resolved,
TKT-0005219,CUS-009274,2024-08-13 04:00:00,2024-08-17 03:00:00,Product Quality,Store,Medium,AGT-092,Resolved,
TKT-0005220,CUS-004294,2023-02-08 13:00:00,2023-02-11 04:00:00,Delivery,Store,High,AGT-002,Resolved,
TKT-0005221,CUS-006802,2023-03-13 08:00:00,2023-03-14 03:00:00,Delivery ,Social,Medium,AGT-245,Resolved,
TKT-0005222,CUS-003087,2021-11-02 00:00:00,2021-11-04 01:00:00,Account,Social,High,AGT-027,Resolved,
TKT-0005223,CUS-007598,2021-11-04 21:00:00,,Account,Social,Medium,AGT-337,Open,
TKT-0005224,CUS-000428,2023-01-01 02:00:00,2023-01-02 07:00:00,Technical,Store,Medium,AGT-227,Resolved,
TKT-0005225,CUS-001434,2024-12-04 23:00:00,2024-12-07 06:00:00,Delivery,Phone,Medium,AGT-048,Resolved,
TKT-0005226,CUS-003482,2022-12-29 02:00:00,2023-01-02 01:00:00,Technical,Chat,Low,AGT-340,Resolved,5.0
TKT-0005227,CUS-007752,2023-05-28 10:00:00,2023-05-31 00:00:00,Account,Phone,Medium,AGT-058,Closed,2.0
TKT-0005228,CUS-002050,2020-04-11 19:00:00,2020-04-16 15:00:00,Returns,Email,Medium,AGT-253,Resolved,
TKT-0005229,CUS-005258,2023-10-16 11:00:00,2023-10-19 13:00:00,Returns,Email,Low,AGT-166,Closed,
TKT-0005230,CUS-004082,2025-09-23 11:00:00,2025-09-27 09:00:00,Delivery,Social,Medium,AGT-011,Resolved,
TKT-0005231,CUS-002318,2020-03-21 14:00:00,2020-03-25 09:00:00,Product Quality,Chat,Low,AGT-181,Closed,5.0
TKT-0005232,CUS-001653,2020-08-16 03:00:00,2020-08-20 01:00:00,Technical,Social,Medium,AGT-346,Resolved,5.0
TKT-0005233,CUS-009668,2026-06-24 22:00:00,2026-06-25 16:00:00,Promotion,Chat,Medium,AGT-250,Resolved,4.0
TKT-0005234,CUS-001986,2024-02-08 21:00:00,,Delivery,Chat,Medium,AGT-270,Open,
TKT-0005235,CUS-000076,2023-04-12 18:00:00,2023-04-17 17:00:00,Account,Store,Medium,AGT-054,Resolved,
TKT-0005236,CUS-011700,2021-10-15 21:00:00,2021-10-20 17:00:00,Payment,Social,High,AGT-104,Closed,3.0
TKT-0005237,CUS-005849,2025-03-23 07:00:00,2025-03-27 01:00:00,Delivery,Store,Low,AGT-300,Closed,4.0
TKT-0005238,CUS-009092,2022-07-27 21:00:00,,Delivery,Phone,High,AGT-091,Open,
TKT-0005239,CUS-002164,2020-05-22 18:00:00,2020-05-23 10:00:00,Product Quality,Phone,Medium,AGT-237,Resolved,5.0
TKT-0005240,CUS-003743,2025-12-15 19:00:00,2025-12-18 03:00:00,Returns,Store,Low,AGT-252,Resolved,
TKT-0005241,CUS-004550,2026-05-04 07:00:00,2026-05-04 09:00:00,Product Quality,Social,Medium,AGT-129,Resolved,2.0
TKT-0005242,CUS-000128,2020-04-18 02:00:00,2020-04-22 01:00:00,Product Quality,Social,High,AGT-037,Resolved,
TKT-0005243,CUS-011548,2025-07-02 16:00:00,2025-07-02 22:00:00,Account,Phone,High,AGT-194,Resolved,
TKT-0005244,CUS-009399,2022-05-07 07:00:00,,Delivery,Chat,Medium,AGT-276,Open,
TKT-0005245,CUS-004523,2025-04-08 09:00:00,2025-04-12 20:00:00,Promotion,Phone,Low,AGT-185,Resolved,
TKT-0005246,CUS-009018,2025-01-23 21:00:00,2025-01-26 11:00:00,Account,Social,Low,AGT-312,Resolved,
TKT-0005247,CUS-006925,2020-02-01 07:00:00,2020-02-03 13:00:00,Payment,Social,Low,AGT-197,Resolved,5.0
TKT-0005248,CUS-009037,2026-07-25 03:00:00,2026-07-28 03:00:00,Account,Store,Low,AGT-109,Resolved,2.0
TKT-0005249,CUS-000857,2024-11-05 20:00:00,2024-11-09 19:00:00,Returns,Chat,Medium,AGT-294,Resolved,
TKT-0005250,CUS-004941,2024-10-04 20:00:00,2024-10-07 18:00:00,Delivery,Phone,Medium,AGT-166,Closed,
TKT-0005251,CUS-006258,2022-02-11 17:00:00,2022-02-12 01:00:00,Delivery,Phone,Low,AGT-144,Resolved,
TKT-0005252,CUS-009199,2026-02-07 21:00:00,,Product Quality,Email,Medium,AGT-315,Open,
TKT-0005253,CUS-011783,2021-04-12 06:00:00,2021-04-13 13:00:00,Delivery,Store,High,AGT-119,Resolved,4.0
TKT-0005254,CUS-002186,2020-03-15 20:00:00,2020-03-18 21:00:00,Returns,Email,Medium,AGT-315,Resolved,2.0
TKT-0005255,CUS-000210,2023-11-26 19:00:00,2023-11-30 11:00:00,Delivery,Store,Low,AGT-248,Resolved,
TKT-0005256,CUS-008586,2023-09-11 14:00:00,,Returns,Email,High,AGT-318,Open,
TKT-0005257,CUS-004224,2020-05-21 14:00:00,2020-05-21 20:00:00,Delivery,Store,Medium,AGT-296,Resolved,4.0
TKT-0005258,CUS-002063,2024-06-13 05:00:00,2024-06-13 08:00:00,Delivery,Phone,High,AGT-009,Resolved,
TKT-0005259,CUS-007542,2020-10-22 21:00:00,2020-10-26 16:00:00,Returns,Store,Medium,AGT-277,Resolved,5.0
TKT-0005260,CUS-006144,2025-05-01 22:00:00,2025-05-02 21:00:00,Delivery,Email,Medium,AGT-114,Resolved,4.0
TKT-0005261,CUS-004973,2025-10-14 10:00:00,,Delivery,Email,Medium,AGT-107,Open,
TKT-0005262,CUS-011678,2023-04-01 05:00:00,2023-04-01 14:00:00,Payment,Chat,Medium,AGT-022,Closed,
TKT-0005263,CUS-000716,2022-02-20 02:00:00,2022-02-23 19:00:00,Product Quality,Store,Medium,AGT-247,Closed,5.0
TKT-0005264,CUS-006282,2022-02-28 05:00:00,2022-03-03 22:00:00,Delivery,Social,Low,AGT-299,Resolved,
TKT-0005265,CUS-009249,2021-09-04 03:00:00,2021-09-06 19:00:00,Delivery,Store,Low,AGT-134,Resolved,
TKT-0005266,CUS-009854,2025-11-04 08:00:00,2025-11-07 05:00:00,Payment,Email,Medium,AGT-272,Resolved,3.0
TKT-0005267,CUS-010607,2021-05-01 23:00:00,,Returns,Social,Medium,AGT-156,Open,
TKT-0005268,CUS-004373,2020-11-16 10:00:00,2020-11-18 05:00:00,Returns,Email,Medium,AGT-269,Resolved,
TKT-0005269,CUS-000120,2022-04-05 08:00:00,2022-04-09 00:00:00,Technical,Phone,Low,AGT-056,Resolved,
TKT-0005270,CUS-004860,2026-06-18 10:00:00,2026-06-23 08:00:00,Payment,Social,Low,AGT-138,Closed,5.0
TKT-0005271,CUS-002202,2020-08-17 18:00:00,2020-08-19 00:00:00,Technical,Chat,Low,AGT-052,Closed,4.0
TKT-0005272,CUS-010733,2025-04-04 00:00:00,,Promotion,Phone,Critical,AGT-025,Open,
TKT-0005273,CUS-005310,2023-10-16 02:00:00,2023-10-17 06:00:00,Product Quality,Social,Medium,AGT-332,Closed,5.0
TKT-0005274,CUS-009976,2025-10-03 11:00:00,2025-10-05 23:00:00,Product Quality,Store,Medium,AGT-327,Resolved,3.0
TKT-0005275,CUS-009031,2022-05-09 13:00:00,2022-05-14 05:00:00,Account,Phone,High,AGT-322,Resolved,4.0
TKT-0005276,CUS-011826,2025-02-25 15:00:00,2025-02-25 22:00:00,Delivery,Social,High,AGT-092,Resolved,
TKT-0005277,CUS-010157,2021-03-07 09:00:00,2021-03-10 18:00:00,Product Quality,Email,Medium,AGT-193,Resolved,
TKT-0005278,CUS-009083,2025-12-13 18:00:00,2025-12-16 16:00:00,Payment,Store,High,AGT-242,Closed,4.0
TKT-0005279,CUS-006496,2020-07-18 05:00:00,2020-07-20 12:00:00,Delivery,Email,Low,AGT-040,Resolved,1.0
TKT-0005280,CUS-009305,2023-11-28 12:00:00,2023-11-29 22:00:00,Delivery,Store,Medium,AGT-264,Resolved,
TKT-0005281,CUS-004063,2024-12-16 10:00:00,2024-12-19 04:00:00,Technical,Chat,Low,AGT-273,Closed,4.0
TKT-0005282,CUS-006126,2022-11-06 22:00:00,2022-11-10 17:00:00,Delivery,Chat,Low,AGT-075,Resolved,3.0
