review_id,customer_id,product_id,order_item_id,review_date,rating,review_title,review_text,verified_purchase
REV-0002173,CUS-005098,PRD-00331,ITM-000060291,2025-06-13,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002174,CUS-010423,PRD-00257,ITM-000026591,2024-06-30,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002175,CUS-003995,PRD-00673,ITM-000069436,2024-06-23,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002176,CUS-009648,PRD-00722,ITM-000010608,2025-07-09,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002177,CUS-004222,PRD-00221,ITM-000060856,2020-03-28,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002178,CUS-008399,PRD-00383,ITM-000016374,2026-06-10,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002179,CUS-005644,PRD-00077,ITM-000065896,2025-09-15,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002180,CUS-011597,PRD-00645,ITM-000075988,2022-01-01,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002181,CUS-002485,PRD-00762,ITM-000017855,2023-05-17,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002182,CUS-007859,PRD-00283,ITM-000001077,2024-02-02,3,,,True
REV-0002183,CUS-000730,PRD-00061,ITM-000014498,2024-05-17,1,Product quality was disap,Product quality was disappointing.,True
REV-0002184,CUS-001356,PRD-00102,ITM-000069094,2023-09-27,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002185,CUS-001488,PRD-00230,ITM-000005927,2025-12-02,1,,,True
REV-0002186,CUS-010499,PRD-00199,ITM-000072050,2021-09-15,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002187,CUS-002196,PRD-00649,ITM-000078988,2025-06-20,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002188,CUS-010584,PRD-00110,ITM-000019691,2020-08-30,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002189,CUS-003258,PRD-00822,ITM-000073666,2022-05-06,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002190,CUS-007518,PRD-00585,ITM-000063074,2024-09-24,5,,,True
REV-0002191,CUS-008642,PRD-00492,ITM-000008424,2020-07-02,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002192,CUS-005799,PRD-00485,ITM-000065980,2025-10-06,3,,,True
REV-0002193,CUS-005850,PRD-00705,ITM-000037991,2023-03-18,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002194,CUS-002959,PRD-00086,ITM-000033263,2022-07-04,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002195,CUS-004501,PRD-00789,ITM-000002812,2020-04-21,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002196,CUS-007768,PRD-00769,ITM-000046592,2023-04-13,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002197,CUS-009880,PRD-00784,ITM-000042964,2020-08-26,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002198,CUS-006807,PRD-00013,ITM-000001289,2024-10-21,1,Product quality was disap,Product quality was disappointing.,True
REV-0002199,CUS-010154,PRD-00346,ITM-000055647,2024-11-04,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002200,CUS-002795,PRD-00470,ITM-000058621,2025-03-06,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002201,CUS-011624,PRD-00512,ITM-000068500,2025-11-10,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002202,CUS-000255,PRD-00473,ITM-000078235,2024-01-30,2,Product quality was disap,Product quality was disappointing.,True
REV-0002203,CUS-000358,PRD-00437,ITM-000003914,2023-07-31,2,Product quality was disap,Product quality was disappointing.,True
REV-0002204,CUS-002083,PRD-00401,ITM-000060138,2023-06-30,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002205,CUS-009647,PRD-00008,ITM-000072984,2025-02-14,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002206,,PRD-00560,ITM-000007237,2022-09-30,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002207,CUS-011623,PRD-00194,ITM-000028389,2023-02-22,1,Product quality was disap,Product quality was disappointing.,True
REV-0002208,CUS-011135,PRD-00174,ITM-000047999,2025-08-26,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002209,,PRD-00213,ITM-000051057,2020-02-25,2,Product quality was disap,Product quality was disappointing.,True
REV-0002210,CUS-007447,PRD-00756,ITM-000006093,2024-12-04,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002211,CUS-007164,PRD-00520,ITM-000054791,2023-12-06,3,,,True
REV-0002212,CUS-002266,PRD-00711,ITM-000037969,2021-08-30,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002213,CUS-000349,PRD-00606,ITM-000028218,2020-09-10,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002214,CUS-005470,PRD-00358,ITM-000054695,2023-03-15,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002215,CUS-009561,PRD-00417,ITM-000035912,2020-04-16,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002216,CUS-011784,PRD-00636,ITM-000016261,2024-11-08,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002217,CUS-008028,PRD-00889,ITM-000077418,2023-01-22,5,,,True
REV-0002218,CUS-002935,PRD-00428,ITM-000028094,2025-08-27,3,,,True
REV-0002219,CUS-004788,PRD-00177,ITM-000079312,2025-08-08,3,,,True
REV-0002220,CUS-005519,PRD-00002,ITM-000003755,2020-10-12,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002221,CUS-011906,PRD-00005,ITM-000069037,2024-10-14,4,,,True
REV-0002222,CUS-002899,PRD-00200,ITM-000003972,2020-12-20,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002223,CUS-001699,PRD-00210,ITM-000075932,2021-09-17,5,,,True
REV-0002224,CUS-001025,PRD-00254,ITM-000044826,2025-09-17,2,Product quality was disap,Product quality was disappointing.,True
REV-0002225,CUS-001796,PRD-00763,ITM-000038954,2025-08-11,4,,,True
REV-0002226,CUS-011295,PRD-00842,ITM-000001426,2024-11-01,2,,,True
REV-0002227,CUS-007276,PRD-00249,ITM-000011968,2020-04-24,5,,,True
REV-0002228,CUS-008582,PRD-00101,ITM-000051553,2026-01-15,5,,,True
REV-0002229,CUS-003404,PRD-00897,ITM-000000514,2026-02-28,5,,,True
REV-0002230,CUS-010579,PRD-00496,ITM-000062910,2025-10-19,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002231,CUS-010906,PRD-00767,ITM-000013986,2026-07-29,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002232,CUS-011484,PRD-00410,ITM-000030607,2020-06-12,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002233,CUS-007353,PRD-00491,ITM-000007896,2022-12-17,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002234,CUS-000134,PRD-00886,ITM-000035191,2024-01-07,2,Product quality was disap,Product quality was disappointing.,True
REV-0002235,CUS-006766,PRD-00532,ITM-000024699,2026-10-10,5,,,True
REV-0002236,CUS-006675,PRD-00543,ITM-000028243,2023-10-30,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002237,CUS-003857,PRD-00283,ITM-000035745,2020-08-12,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002238,CUS-010774,PRD-00035,ITM-000000959,2023-04-18,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002239,CUS-011404,PRD-00359,ITM-000063712,2024-10-14,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002240,CUS-002574,PRD-00508,ITM-000045709,2024-10-27,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002241,CUS-011557,PRD-00217,ITM-000055696,2023-12-07,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002242,CUS-011670,PRD-00008,ITM-000052242,2025-11-12,1,,,True
REV-0002243,CUS-000936,PRD-00052,ITM-000001468,2022-08-04,4,,,True
REV-0002244,CUS-002413,PRD-00409,ITM-000069850,2022-04-27,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002245,CUS-009981,PRD-00770,ITM-000061615,2025-08-01,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002246,CUS-004040,PRD-00828,ITM-000077663,2020-06-11,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002247,CUS-009107,PRD-00433,ITM-000067222,2024-03-27,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002248,CUS-011128,PRD-00320,ITM-000002110,2020-03-23,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002249,CUS-004617,PRD-00551,ITM-000026265,2021-05-22,2,,,True
REV-0002250,CUS-004256,PRD-00710,ITM-000041301,2025-04-15,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002251,CUS-002454,PRD-00616,ITM-000051880,2024-07-25,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002252,CUS-007429,PRD-00313,ITM-000070213,2025-02-12,2,Product quality was disap,Product quality was disappointing.,True
REV-0002253,CUS-010240,PRD-00373,ITM-000065326,2022-11-28,4,,,True
REV-0002254,CUS-005571,PRD-00044,ITM-000041008,2020-11-19,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002255,CUS-009991,PRD-00508,ITM-000054793,2022-11-19,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002256,CUS-008941,PRD-00751,ITM-000060195,2024-01-21,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002257,,PRD-00331,ITM-000043725,2022-05-18,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002258,CUS-011066,PRD-00258,ITM-000048012,2022-04-06,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002259,CUS-003373,PRD-00759,ITM-000034964,2021-09-15,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002260,CUS-008379,PRD-00056,ITM-000035271,2025-12-06,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002261,CUS-007462,PRD-00537,ITM-000059651,2022-10-13,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002262,CUS-009850,PRD-00217,ITM-000073990,2021-02-15,5,,,True
REV-0002263,CUS-003163,PRD-00857,ITM-000041639,2021-05-09,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002264,CUS-008625,PRD-00812,ITM-000068619,2020-11-22,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002265,CUS-000601,PRD-00411,ITM-000001208,2024-05-07,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002266,CUS-006762,PRD-00470,ITM-000019230,2026-07-19,3,,,True
REV-0002267,CUS-001012,PRD-00142,ITM-000078856,2025-02-22,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002268,CUS-001951,PRD-00122,ITM-000063565,2024-09-09,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002269,,PRD-00499,ITM-000068451,2023-02-17,2,Product quality was disap,Product quality was disappointing.,True
REV-0002270,CUS-004963,PRD-00859,ITM-000017862,2026-08-08,3,,,True
REV-0002271,CUS-010407,PRD-00737,ITM-000065956,2023-12-05,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002272,CUS-001199,PRD-00398,ITM-000074413,2020-05-26,1,Product quality was disap,Product quality was disappointing.,True
REV-0002273,CUS-003234,PRD-00387,ITM-000019714,2025-12-11,2,Product quality was disap,Product quality was disappointing.,True
REV-0002274,CUS-004905,PRD-00667,ITM-000071758,2021-05-07,5,,,True
REV-0002275,CUS-002917,PRD-00663,ITM-000037311,2023-09-04,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002276,CUS-007509,PRD-00639,ITM-000012005,2024-04-23,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002277,CUS-008631,PRD-00480,ITM-000029251,2023-09-20,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002278,CUS-006670,PRD-00886,ITM-000015551,2021-11-07,4,,,True
REV-0002279,CUS-011454,PRD-00448,ITM-000079204,2024-06-09,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002280,CUS-000683,PRD-00861,ITM-000020839,2023-01-23,5,,,True
REV-0002281,CUS-007262,PRD-00047,ITM-000017230,2026-04-24,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002282,CUS-008479,PRD-00785,ITM-000044241,2021-06-19,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002283,CUS-001163,PRD-00876,ITM-000054500,2026-08-30,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002284,CUS-011857,PRD-00003,ITM-000018521,2021-11-27,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002285,CUS-003570,PRD-00587,ITM-000055267,2024-02-12,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002286,CUS-006949,PRD-00089,ITM-000079371,2025-04-03,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002287,CUS-007425,PRD-00256,ITM-000078393,2026-07-26,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002288,CUS-007038,PRD-00215,ITM-000047153,2026-01-13,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002289,CUS-011901,PRD-00141,ITM-000044802,2021-05-05,3,,,True
REV-0002290,CUS-003271,PRD-00042,ITM-000072316,2020-11-08,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002291,CUS-006360,PRD-00791,ITM-000029216,2020-04-25,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002292,CUS-002521,PRD-00306,ITM-000016794,2025-04-03,2,,,True
REV-0002293,CUS-007837,PRD-00035,ITM-000002697,2021-01-21,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002294,CUS-004609,PRD-00236,ITM-000042471,2024-10-31,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002295,CUS-009892,PRD-00838,ITM-000038754,2026-05-16,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002296,CUS-000117,PRD-00556,ITM-000023733,2023-03-18,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002297,CUS-005830,PRD-00142,ITM-000024125,2026-03-14,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002298,CUS-008345,PRD-00160,ITM-000023398,2024-07-12,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002299,CUS-009063,PRD-00878,ITM-000009821,2023-02-24,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002300,CUS-005723,PRD-00295,ITM-000015560,2026-04-04,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002301,CUS-011330,PRD-00435,ITM-000055225,2025-04-17,1,,,True
REV-0002302,CUS-002294,PRD-00412,ITM-000046000,2021-04-16,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002303,CUS-004222,PRD-00459,ITM-000068288,2023-12-14,4,,,True
REV-0002304,CUS-007706,PRD-00261,ITM-000000225,2025-07-04,3,,,True
REV-0002305,CUS-001030,PRD-00413,ITM-000022429,2026-01-17,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002306,CUS-006522,PRD-00807,ITM-000073745,2022-08-20,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002307,CUS-006882,PRD-00062,ITM-000021321,2020-07-01,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002308,,PRD-00680,ITM-000031406,2025-02-28,2,Product quality was disap,Product quality was disappointing.,True
REV-0002309,CUS-008005,PRD-00655,ITM-000075305,2022-06-13,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002310,CUS-002494,PRD-00408,ITM-000021920,2024-07-04,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002311,CUS-011621,PRD-00015,ITM-000067466,2022-12-01,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002312,CUS-004817,PRD-00584,ITM-000014177,2021-11-12,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002313,CUS-011178,PRD-00282,ITM-000018098,2021-09-22,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002314,,PRD-00446,ITM-000024388,2023-07-23,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002315,CUS-011880,PRD-00161,ITM-000067394,2023-03-05,4,,,True
REV-0002316,CUS-000420,PRD-00516,ITM-000048361,2025-05-31,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002317,CUS-010519,PRD-00044,ITM-000049599,2022-10-28,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002318,CUS-009185,PRD-00051,ITM-000003323,2023-09-26,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002319,CUS-008268,PRD-00780,ITM-000032489,2020-02-29,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002320,CUS-008361,PRD-00515,ITM-000055431,2021-02-19,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002321,CUS-005425,PRD-00372,ITM-000075484,2023-12-18,2,Product quality was disap,Product quality was disappointing.,True
REV-0002322,CUS-000136,PRD-00476,ITM-000003101,2024-12-21,4,,,True
REV-0002323,CUS-011367,PRD-00064,ITM-000059534,2025-09-23,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002324,CUS-001756,PRD-00436,ITM-000034088,2024-12-29,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002325,CUS-008672,PRD-00662,ITM-000025921,2021-09-01,4,,,True
REV-0002326,CUS-007211,PRD-00834,ITM-000004522,2020-04-15,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002327,CUS-005019,PRD-00796,ITM-000066285,2025-01-29,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002328,CUS-001819,PRD-00051,ITM-000058795,2021-04-18,2,Product quality was disap,Product quality was disappointing.,True
REV-0002329,CUS-006224,PRD-00608,ITM-000059970,2022-08-21,2,Product quality was disap,Product quality was disappointing.,True
REV-0002330,CUS-000803,PRD-00891,ITM-000001645,2025-08-17,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002331,CUS-001057,PRD-00045,ITM-000045904,2026-01-20,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002332,CUS-000298,PRD-00631,ITM-000073169,2021-10-25,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002333,CUS-001548,PRD-00548,ITM-000053305,2024-08-30,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002334,CUS-010634,PRD-00263,ITM-000072650,2026-06-24,2,,,True
REV-0002335,CUS-006563,PRD-00164,ITM-000012778,2023-05-30,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002336,CUS-007163,PRD-00072,ITM-000018271,2020-05-16,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002337,CUS-003670,PRD-00837,ITM-000042187,2025-02-12,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002338,CUS-004660,PRD-00422,ITM-000064102,2020-04-04,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002339,CUS-006177,PRD-00809,ITM-000019171,2024-01-03,4,,,True
REV-0002340,CUS-011317,PRD-00732,ITM-000047841,2020-06-18,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002341,CUS-011321,PRD-00230,ITM-000001003,2025-11-06,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002342,CUS-010249,PRD-00869,ITM-000024565,2026-04-04,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002343,CUS-007768,PRD-00141,ITM-000017595,2025-08-31,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002344,CUS-001538,PRD-00123,ITM-000002455,2023-05-14,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002345,CUS-006465,PRD-00845,ITM-000041498,2024-10-29,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002346,CUS-005379,PRD-00889,ITM-000054733,2022-01-29,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002347,CUS-011460,PRD-00382,ITM-000072005,2025-08-25,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002348,CUS-006573,PRD-00359,ITM-000058205,2021-03-18,2,Product quality was disap,Product quality was disappointing.,True
REV-0002349,CUS-003361,PRD-00559,ITM-000028649,2024-08-26,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002350,CUS-004305,PRD-00135,ITM-000038932,2024-02-20,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002351,CUS-005860,PRD-00664,ITM-000064084,2024-05-25,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002352,CUS-006845,PRD-00234,ITM-000021415,2023-02-18,2,Product quality was disap,Product quality was disappointing.,True
REV-0002353,CUS-010735,PRD-00046,ITM-000043787,2023-07-04,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002354,CUS-010728,PRD-00786,ITM-000035412,2023-02-20,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002355,CUS-001974,PRD-00672,ITM-000071990,2026-03-10,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002356,CUS-010097,PRD-00894,ITM-000040536,2022-02-23,2,Product quality was disap,Product quality was disappointing.,True
REV-0002357,CUS-002453,PRD-00198,ITM-000058211,2020-11-02,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002358,CUS-007718,PRD-00444,ITM-000011472,2022-07-11,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002359,CUS-005188,PRD-00847,ITM-000043561,2020-12-28,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002360,CUS-003021,PRD-00543,ITM-000054449,2020-03-29,4,,,True
REV-0002361,CUS-010035,PRD-00899,ITM-000003089,2021-05-06,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002362,CUS-007868,PRD-00189,ITM-000015987,2023-07-22,5,,,True
REV-0002363,CUS-009456,PRD-00652,ITM-000055263,2025-03-15,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002364,CUS-003303,PRD-00502,ITM-000011287,2020-10-23,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002365,CUS-010047,PRD-00059,ITM-000013812,2023-02-28,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002366,CUS-004359,PRD-00139,ITM-000043424,2021-04-03,4,,,True
REV-0002367,CUS-000038,PRD-00172,ITM-000002845,2021-09-26,3,,,True
REV-0002368,CUS-007168,PRD-00146,ITM-000078367,2024-01-16,3,,,True
REV-0002369,CUS-004789,PRD-00014,ITM-000004845,2021-06-01,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002370,CUS-007243,PRD-00715,ITM-000002536,2026-03-03,2,Product quality was disap,Product quality was disappointing.,True
REV-0002371,CUS-003600,PRD-00482,ITM-000034196,2021-10-21,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002372,CUS-002540,PRD-00192,ITM-000048941,2025-05-01,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002373,CUS-001990,PRD-00066,ITM-000066829,2022-03-08,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002374,CUS-010570,PRD-00835,ITM-000051983,2020-03-02,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002375,CUS-011268,PRD-00787,ITM-000059812,2023-09-29,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002376,CUS-008446,PRD-00042,ITM-000037692,2023-07-30,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002377,CUS-000872,PRD-00122,ITM-000071431,2024-02-26,3,,,True
REV-0002378,CUS-010488,PRD-00075,ITM-000060248,2025-05-09,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002379,CUS-000460,PRD-00821,ITM-000016719,2020-08-30,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002380,CUS-005347,PRD-00263,ITM-000051592,2025-08-07,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002381,CUS-009472,PRD-00312,ITM-000028982,2025-11-04,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002382,CUS-006317,PRD-00528,ITM-000021993,2020-07-22,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002383,CUS-000181,PRD-00181,ITM-000041416,2020-07-05,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002384,CUS-006933,PRD-00444,ITM-000024478,2025-06-13,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002385,CUS-001456,PRD-00052,ITM-000021960,2026-03-05,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002386,CUS-004723,PRD-00634,ITM-000026608,2025-07-31,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002387,CUS-002733,PRD-00690,ITM-000027604,2020-05-07,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002388,CUS-009638,PRD-00226,ITM-000015723,2023-01-07,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002389,CUS-005579,PRD-00561,ITM-000031423,2024-10-10,4,,,True
REV-0002390,CUS-004400,PRD-00326,ITM-000053840,2023-09-07,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002391,CUS-009265,PRD-00189,ITM-000045385,2026-05-25,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002392,CUS-002686,PRD-00248,ITM-000045221,2022-02-03,5,,,True
REV-0002393,CUS-003194,PRD-00444,ITM-000073252,2020-07-30,3,,,True
REV-0002394,CUS-007058,PRD-00373,ITM-000003719,2023-06-21,5,,,True
REV-0002395,CUS-001972,PRD-00533,ITM-000019634,2024-07-28,4,,,True
REV-0002396,CUS-008230,PRD-00427,ITM-000043580,2021-12-21,5,,,True
REV-0002397,CUS-011901,PRD-00109,ITM-000017659,2022-12-12,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002398,CUS-005247,PRD-00862,ITM-000015536,2022-03-17,5,,,True
REV-0002399,CUS-010924,PRD-00831,ITM-000024994,2020-10-30,2,Product quality was disap,Product quality was disappointing.,True
REV-0002400,CUS-008562,PRD-00640,ITM-000012731,2023-03-08,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002401,CUS-005726,PRD-00600,ITM-000063533,2025-05-01,2,Product quality was disap,Product quality was disappointing.,True
REV-0002402,CUS-010316,PRD-00435,ITM-000017155,2021-07-09,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002403,,PRD-00630,ITM-000016140,2020-02-19,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002404,CUS-001191,PRD-00784,ITM-000006167,2022-04-11,5,,,True
REV-0002405,CUS-007304,PRD-00412,ITM-000064725,2020-03-27,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002406,CUS-010444,PRD-00584,ITM-000003569,2024-10-05,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002407,CUS-009125,PRD-00376,ITM-000030525,2021-08-06,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002408,CUS-000549,PRD-00055,ITM-000057880,2026-05-14,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002409,CUS-009143,PRD-00070,ITM-000060371,2025-09-11,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002410,CUS-003233,PRD-00247,ITM-000024129,2021-08-02,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002411,CUS-001892,PRD-00677,ITM-000032283,2025-10-13,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0002412,CUS-007109,PRD-00824,ITM-000034417,2024-11-13,5,,,True
