order_item_id,order_id,product_id,quantity,unit_price,discount_amount,unit_cost,fulfillment_status,returned,customer_id,channel,fulfillment_method,payment_method,department,category,brand
ITM-000047857,ORD-00027123,PRD-00497,1,86.43,8.64,62.33,Fulfilled,0,CUS-000526,Mobile,Click & Collect,Card,Beauty & Personal Care,Fragrance,Pulse
ITM-000047858,ORD-00027124,PRD-00099,1,77.33,0.0,42.62,Fulfilled,0,CUS-005694,Website,Home Delivery,Buy Now Pay Later,Fashion & Accessories,Bags,Mira
ITM-000047859,ORD-00027124,PRD-00084,2,239.95,0.0,139.43,Fulfilled,0,CUS-005694,Website,Home Delivery,Buy Now Pay Later,Home & Living,Home Décor,Luma
ITM-000047860,ORD-00027125,PRD-00057,1,192.23,38.45,93.89,Fulfilled,0,CUS-004676,Store,In Store,Buy Now Pay Later,Beauty & Personal Care,Cosmetics,Pulse
ITM-000047861,ORD-00027125,PRD-00484,1,167.49,33.5,86.59,Fulfilled,0,CUS-004676,Store,In Store,Buy Now Pay Later,Electronics & Accessories,Chargers,Luma
ITM-000047862,ORD-00027126,PRD-00331,1,43.6,0.0,22.89,Fulfilled,0,CUS-009223,Website,Home Delivery,Cash,Sport & Lifestyle,Outdoor,Pulse
ITM-000047863,ORD-00027127,PRD-00553,1,109.63,0.0,77.7,Fulfilled,0,CUS-010067,Store,In Store,Buy Now Pay Later,Electronics & Accessories,Smart Devices,Vela
ITM-000047864,ORD-00027128,PRD-00045,3,47.96,21.58,25.23,Fulfilled,0,CUS-008067,Mobile,Click & Collect,Buy Now Pay Later,Home & Living,Bedding,Aurelia Select
ITM-000047865,ORD-00027128,PRD-00865,1,25.93,0.0,20.07,Fulfilled,0,CUS-008067,Mobile,Click & Collect,Buy Now Pay Later,Fashion & Accessories,Men's Clothing,Mira
ITM-000047866,ORD-00027128,PRD-00687,1,61.6,3.08,27.85,Fulfilled,0,CUS-008067,Mobile,Click & Collect,Buy Now Pay Later,Electronics & Accessories,Audio,Luma
ITM-000047867,ORD-00027129,PRD-00276,1,164.64,0.0,91.72,Cancelled,0,CUS-009424,Store,In Store,Card,Sport & Lifestyle,Sports Accessories,Orion
ITM-000047868,ORD-00027130,PRD-00078,2,108.26,0.0,78.31,Fulfilled,1,CUS-003670,Store,In Store,Buy Now Pay Later,Fashion & Accessories,Women's Clothing,Mira
ITM-000047869,ORD-00027130,PRD-00242,2,119.79,23.96,87.57,Fulfilled,0,CUS-003670,Store,In Store,Buy Now Pay Later,Home & Living,Furniture,Solara
ITM-000047870,ORD-00027131,PRD-00071,1,159.25,0.0,80.21,Fulfilled,0,CUS-007984,Store,In Store,Buy Now Pay Later,Home & Living,Home Décor,Mira
ITM-000047871,ORD-00027132,PRD-00155,1,69.44,0.0,38.38,Fulfilled,1,CUS-010440,Mobile,Courier,Cash,Fashion & Accessories,Men's Clothing,Solara
ITM-000047872,ORD-00027132,PRD-00400,1,125.67,0.0,85.28,Fulfilled,0,CUS-010440,Mobile,Courier,Cash,Home & Living,Furniture,Aurelia Select
ITM-000047873,ORD-00027133,PRD-00803,2,90.56,0.0,46.08,Fulfilled,0,CUS-011971,Store,In Store,Digital Wallet,Electronics & Accessories,Smart Devices,Nova
ITM-000047874,ORD-00027134,PRD-00013,1,124.78,0.0,64.48,Fulfilled,0,CUS-005984,Store,In Store,EFT,Fashion & Accessories,Footwear,Pulse
ITM-000047875,ORD-00027134,PRD-00720,1,35.79,0.0,25.82,Fulfilled,1,CUS-005984,Store,In Store,EFT,Beauty & Personal Care,Haircare,Aurelia Select
ITM-000047876,ORD-00027135,PRD-00237,3,270.9,0.0,138.38,Fulfilled,0,CUS-005348,Store,In Store,Digital Wallet,Beauty & Personal Care,Skincare,Vela
ITM-000047877,ORD-00027136,PRD-00353,1,23.02,0.0,15.29,Fulfilled,0,CUS-002686,Website,Home Delivery,Cash,Fashion & Accessories,Footwear,Pulse
ITM-000047878,ORD-00027137,PRD-00473,1,136.63,0.0,81.72,Fulfilled,0,CUS-006062,Store,In Store,Cash,Electronics & Accessories,Chargers,Mira
ITM-000047879,ORD-00027138,PRD-00381,2,45.32,0.0,30.28,Fulfilled,0,CUS-004354,Store,In Store,Buy Now Pay Later,Beauty & Personal Care,Haircare,Luma
ITM-000047880,ORD-00027138,PRD-00444,1,50.49,0.0,34.03,Fulfilled,0,CUS-004354,Store,In Store,Buy Now Pay Later,Home & Living,Bedding,Orion
ITM-000047881,ORD-00027138,PRD-00619,1,39.94,0.0,28.37,Fulfilled,0,CUS-004354,Store,In Store,Buy Now Pay Later,Electronics & Accessories,Computer Accessories,Vela
ITM-000047882,ORD-00027138,PRD-00899,2,64.27,0.0,40.94,Fulfilled,0,CUS-004354,Store,In Store,Buy Now Pay Later,Home & Living,Bedding,Vela
ITM-000047883,ORD-00027139,PRD-00457,1,113.56,11.36,57.31,Fulfilled,0,CUS-005515,Store,In Store,Buy Now Pay Later,Sport & Lifestyle,Travel,Nova
ITM-000047884,ORD-00027139,PRD-00836,1,91.62,0.0,55.01,Fulfilled,0,CUS-005515,Store,In Store,Buy Now Pay Later,Beauty & Personal Care,Fragrance,Luma
ITM-000047885,ORD-00027140,PRD-00040,1,108.1,0.0,55.01,Cancelled,0,CUS-010937,Store,In Store,Digital Wallet,Beauty & Personal Care,Skincare,Orion
ITM-000047886,ORD-00027141,PRD-00772,1,113.75,0.0,79.2,Fulfilled,0,CUS-000871,Store,In Store,Buy Now Pay Later,Fashion & Accessories,Men's Clothing,Mira
ITM-000047887,ORD-00027141,PRD-00635,1,288.91,0.0,162.55,Fulfilled,0,CUS-000871,Store,In Store,Buy Now Pay Later,Beauty & Personal Care,Cosmetics,Solara
ITM-000047888,ORD-00027141,PRD-00607,1,239.19,23.92,115.54,Fulfilled,0,CUS-000871,Store,In Store,Buy Now Pay Later,Home & Living,Furniture,Pulse
ITM-000047889,ORD-00027142,PRD-00355,2,208.39,0.0,104.39,Fulfilled,0,CUS-001230,Store,In Store,Digital Wallet,Home & Living,Kitchen,Nova
ITM-000047890,ORD-00027142,PRD-00865,1,25.93,3.89,19.84,Fulfilled,0,CUS-001230,Store,In Store,Digital Wallet,Fashion & Accessories,Men's Clothing,Mira
ITM-000047891,ORD-00027143,PRD-00569,2,70.09,0.0,55.91,Fulfilled,0,CUS-002986,Marketplace,Click & Collect,EFT,Electronics & Accessories,Chargers,Aurelia Select
ITM-000047892,ORD-00027144,PRD-00510,1,9.72,2.92,7.12,Fulfilled,1,CUS-007046,Website,Home Delivery,Cash,Fashion & Accessories,Bags,Pulse
ITM-000047893,ORD-00027144,PRD-00632,2,254.24,50.85,156.8,Fulfilled,0,CUS-007046,Website,Home Delivery,Cash,Fashion & Accessories,Bags,Nova
ITM-000047894,ORD-00027145,PRD-00540,1,94.42,18.88,60.9,Fulfilled,0,CUS-005988,Store,In Store,Cash,Fashion & Accessories,Women's Clothing,Aurelia Select
ITM-000047895,ORD-00027145,PRD-00146,2,63.68,0.0,46.27,Fulfilled,0,CUS-005988,Store,In Store,Cash,Sport & Lifestyle,Travel,Pulse
ITM-000047896,ORD-00027145,PRD-00028,1,57.52,0.0,31.07,Fulfilled,0,CUS-005988,Store,In Store,Cash,Beauty & Personal Care,Haircare,Mira
ITM-000047897,ORD-00027145,PRD-00328,2,68.88,0.0,56.96,Fulfilled,0,CUS-005988,Store,In Store,Cash,Sport & Lifestyle,Travel,Mira
ITM-000047898,ORD-00027146,PRD-00734,1,149.81,0.0,69.82,Fulfilled,0,CUS-002594,Website,Home Delivery,Cash,Beauty & Personal Care,Haircare,Luma
ITM-000047899,ORD-00027146,PRD-00285,1,82.94,16.59,51.4,Fulfilled,0,CUS-002594,Website,Home Delivery,Cash,Sport & Lifestyle,Fitness,Vela
ITM-000047900,ORD-00027147,PRD-00606,1,160.85,48.25,109.58,Fulfilled,0,CUS-007313,Mobile,Home Delivery,Buy Now Pay Later,Beauty & Personal Care,Cosmetics,Aurelia Select
ITM-000047901,ORD-00027148,PRD-00328,1,68.88,10.33,56.33,Fulfilled,0,CUS-000098,Website,Home Delivery,Cash,Sport & Lifestyle,Travel,Mira
ITM-000047902,ORD-00027149,PRD-00470,3,305.12,0.0,177.98,Fulfilled,0,CUS-001772,Store,In Store,Digital Wallet,Beauty & Personal Care,Cosmetics,Aurelia Select
ITM-000047903,ORD-00027150,PRD-00529,1,89.46,0.0,59.28,Fulfilled,0,CUS-000818,Store,In Store,Buy Now Pay Later,Home & Living,Bedding,Solara
ITM-000047904,ORD-00027151,PRD-00542,1,85.18,0.0,37.49,Fulfilled,0,CUS-001487,Store,In Store,Digital Wallet,Beauty & Personal Care,Cosmetics,Solara
ITM-000047905,ORD-00027151,PRD-00346,2,622.1,0.0,379.31,Fulfilled,0,CUS-001487,Store,In Store,Digital Wallet,Electronics & Accessories,Audio,Orion
ITM-000047906,ORD-00027151,PRD-00441,3,66.96,0.0,45.69,Fulfilled,0,CUS-001487,Store,In Store,Digital Wallet,Sport & Lifestyle,Outdoor,Pulse
ITM-000047907,ORD-00027151,PRD-00130,1,21.8,4.36,9.93,Fulfilled,0,CUS-001487,Store,In Store,Digital Wallet,Electronics & Accessories,Audio,Orion
ITM-000047908,ORD-00027152,PRD-00191,2,19.22,0.0,15.08,Fulfilled,0,CUS-010646,Website,Courier,Buy Now Pay Later,Fashion & Accessories,Bags,Solara
ITM-000047909,ORD-00027152,PRD-00035,3,134.68,0.0,64.98,Fulfilled,0,CUS-010646,Website,Courier,Buy Now Pay Later,Fashion & Accessories,Footwear,Orion
ITM-000047910,ORD-00027153,PRD-00761,1,54.84,0.0,35.81,Fulfilled,0,CUS-008927,Store,In Store,EFT,Electronics & Accessories,Chargers,Pulse
ITM-000047911,ORD-00027153,PRD-00096,1,29.79,0.0,17.24,Fulfilled,0,CUS-008927,Store,In Store,EFT,Electronics & Accessories,Chargers,Luma
ITM-000047912,ORD-00027153,PRD-00434,1,69.66,0.0,33.46,Fulfilled,0,CUS-008927,Store,In Store,EFT,Home & Living,Kitchen,Solara
ITM-000047913,ORD-00027153,PRD-00063,1,27.09,0.0,13.04,Fulfilled,0,CUS-008927,Store,In Store,EFT,Electronics & Accessories,Chargers,Orion
ITM-000047914,ORD-00027154,PRD-00497,2,86.43,8.64,64.88,Fulfilled,0,CUS-008590,Website,Home Delivery,Cash,Beauty & Personal Care,Fragrance,Pulse
ITM-000047915,ORD-00027155,PRD-00029,1,44.39,0.0,36.51,Fulfilled,0,CUS-010728,Mobile,Home Delivery,EFT,Home & Living,Home Décor,Nova
ITM-000047916,ORD-00027155,PRD-00895,1,50.85,0.0,41.17,Fulfilled,0,CUS-010728,Mobile,Home Delivery,EFT,Sport & Lifestyle,Fitness,Vela
ITM-000047917,ORD-00027156,PRD-00453,1,124.57,6.23,63.52,Fulfilled,0,CUS-011800,Store,In Store,Cash,Home & Living,Home Décor,Mira
ITM-000047918,ORD-00027156,PRD-00024,2,54.9,0.0,39.48,Fulfilled,0,CUS-011800,Store,In Store,Cash,Beauty & Personal Care,Cosmetics,Mira
ITM-000047919,ORD-00027156,PRD-00894,1,82.69,0.0,65.68,Fulfilled,0,CUS-011800,Store,In Store,Cash,Sport & Lifestyle,Sports Accessories,Solara
ITM-000047920,ORD-00027157,PRD-00381,1,45.32,0.0,28.14,Fulfilled,0,CUS-004467,Website,Home Delivery,Buy Now Pay Later,Beauty & Personal Care,Haircare,Luma
ITM-000047921,ORD-00027157,PRD-00752,1,71.93,0.0,35.51,Fulfilled,0,CUS-004467,Website,Home Delivery,Buy Now Pay Later,Sport & Lifestyle,Sports Accessories,Luma
ITM-000047922,ORD-00027157,PRD-00693,1,195.96,0.0,97.79,Fulfilled,0,CUS-004467,Website,Home Delivery,Buy Now Pay Later,Sport & Lifestyle,Travel,Luma
ITM-000047923,ORD-00027157,PRD-00593,1,126.63,0.0,85.66,Fulfilled,0,CUS-004467,Website,Home Delivery,Buy Now Pay Later,Beauty & Personal Care,Skincare,Vela
ITM-000047924,ORD-00027158,PRD-00385,1,507.86,0.0,250.2,Fulfilled,0,CUS-010855,Store,In Store,Cash,Home & Living,Bedding,Aurelia Select
ITM-000047925,ORD-00027159,PRD-00387,1,123.27,0.0,69.37,Fulfilled,0,CUS-006765,Store,In Store,Cash,Fashion & Accessories,Footwear,Aurelia Select
ITM-000047926,ORD-00027160,PRD-00820,1,93.27,0.0,45.69,Fulfilled,0,CUS-003804,Website,Home Delivery,Digital Wallet,Sport & Lifestyle,Travel,Aurelia Select
ITM-000047927,ORD-00027160,PRD-00210,1,119.28,11.93,88.51,Fulfilled,1,CUS-003804,Website,Home Delivery,Digital Wallet,Fashion & Accessories,Bags,Orion
ITM-000047928,ORD-00027161,PRD-00513,1,51.37,0.0,23.09,Fulfilled,0,CUS-006658,Website,Home Delivery,Digital Wallet,Sport & Lifestyle,Sports Accessories,Aurelia Select
ITM-000047929,ORD-00027161,PRD-00579,2,48.5,0.0,35.37,Fulfilled,0,CUS-006658,Website,Home Delivery,Digital Wallet,Fashion & Accessories,Women's Clothing,Mira
ITM-000047930,ORD-00027162,PRD-00195,1,69.36,13.87,44.62,Fulfilled,0,CUS-003294,marketplace,Home Delivery,EFT,Electronics & Accessories,Smart Devices,Nova
ITM-000047931,ORD-00027162,PRD-00040,2,108.1,21.62,57.63,Fulfilled,0,CUS-003294,marketplace,Home Delivery,EFT,Beauty & Personal Care,Skincare,Orion
ITM-000047932,ORD-00027163,PRD-00586,1,32.57,0.0,16.69,Fulfilled,0,CUS-004693,Store,In Store,Card,Electronics & Accessories,Computer Accessories,Orion
ITM-000047933,ORD-00027164,PRD-00664,2,19.17,1.92,15.17,Fulfilled,0,CUS-003055,Store,In Store,Cash,Beauty & Personal Care,Skincare,Aurelia Select
ITM-000047934,ORD-00027165,PRD-00082,1,64.86,0.0,35.52,Fulfilled,0,CUS-009812,Website,Click & Collect,Buy Now Pay Later,Sport & Lifestyle,Travel,Aurelia Select
ITM-000047935,ORD-00027165,PRD-00271,1,37.77,0.0,29.91,Fulfilled,0,CUS-009812,Website,Click & Collect,Buy Now Pay Later,Home & Living,Kitchen,Mira
ITM-000047936,ORD-00027166,PRD-00747,1,163.55,0.0,129.83,Fulfilled,0,CUS-007888,Store,In Store,EFT,Home & Living,Kitchen,Mira
ITM-000047937,ORD-00027166,PRD-00251,1,62.16,0.0,39.97,Fulfilled,0,CUS-007888,Store,In Store,EFT,Beauty & Personal Care,Haircare,Solara
ITM-000047938,ORD-00027166,PRD-00619,1,39.94,0.0,29.34,Fulfilled,0,CUS-007888,Store,In Store,EFT,Electronics & Accessories,Computer Accessories,Vela
ITM-000047939,ORD-00027167,PRD-00115,1,90.77,18.15,59.17,Fulfilled,0,CUS-005415,Store,In Store,Card,Sport & Lifestyle,Travel,Luma
ITM-000047940,ORD-00027167,PRD-00190,1,53.98,0.0,32.54,Fulfilled,0,CUS-005415,Store,In Store,Card,Electronics & Accessories,Computer Accessories,Pulse
ITM-000047941,ORD-00027167,PRD-00377,3,323.29,0.0,164.09,Fulfilled,0,CUS-005415,Store,In Store,Card,Beauty & Personal Care,Skincare,Luma 
ITM-000047942,ORD-00027168,PRD-00657,3,35.84,32.26,25.57,Fulfilled,0,,Marketplace,Home Delivery,EFT,Home & Living,Kitchen,Orion
ITM-000047943,ORD-00027168,PRD-00389,1,45.89,0.0,35.0,Fulfilled,0,,Marketplace,Home Delivery,EFT,Home & Living,Home Décor,Orion
ITM-000047944,ORD-00027169,PRD-00053,1,319.9,0.0,194.07,Fulfilled,0,CUS-011272,Store,In Store,EFT,Fashion & Accessories,Women's Clothing,Pulse
ITM-000047945,ORD-00027169,PRD-00768,1,22.9,3.43,18.82,Fulfilled,0,CUS-011272,Store,In Store,EFT,Beauty & Personal Care,Haircare,Pulse
ITM-000047946,ORD-00027170,PRD-00662,1,87.22,4.36,38.72,Fulfilled,0,CUS-000656,Website,Home Delivery,Buy Now Pay Later,Electronics & Accessories,Chargers,Aurelia Select
ITM-000047947,ORD-00027171,PRD-00565,1,89.22,0.0,72.47,Fulfilled,0,CUS-006141,Website,Home Delivery,Cash,Home & Living,Kitchen,Nova
ITM-000047948,ORD-00027171,PRD-00631,1,38.21,0.0,29.83,Fulfilled,1,CUS-006141,Website,Home Delivery,Cash,Electronics & Accessories,Chargers,Orion
ITM-000047949,ORD-00027171,PRD-00406,2,22.83,4.57,18.3,Fulfilled,0,CUS-006141,Website,Home Delivery,Cash,Home & Living,Bedding,Solara
ITM-000047950,ORD-00027172,PRD-00499,2,141.43,14.14,90.04,Fulfilled,0,CUS-007717,Website,Home Delivery,Buy Now Pay Later,Fashion & Accessories,Men's Clothing,Solara
ITM-000047951,ORD-00027173,PRD-00177,1,116.05,0.0,61.41,Fulfilled,0,CUS-009173,Store,In Store,EFT,Fashion & Accessories,Men's Clothing,Nova
ITM-000047952,ORD-00027173,PRD-00166,1,202.61,0.0,119.99,Fulfilled,0,CUS-009173,Store,In Store,EFT,Beauty & Personal Care,Cosmetics,Nova
ITM-000047953,ORD-00027173,PRD-00048,1,85.64,25.69,60.44,Fulfilled,0,CUS-009173,Store,In Store,EFT,Fashion & Accessories,Bags,Aurelia Select
ITM-000047954,ORD-00027173,PRD-00425,1,23.41,0.0,15.73,Fulfilled,0,CUS-009173,Store,In Store,EFT,Home & Living,Kitchen,Orion
ITM-000047955,ORD-00027174,PRD-00501,1,89.15,0.0,59.51,Fulfilled,0,CUS-008701,Store,In Store,Card,Fashion & Accessories,Men's Clothing,Pulse
ITM-000047956,ORD-00027174,PRD-00201,1,232.46,0.0,129.21,Fulfilled,1,CUS-008701,Store,In Store,Card,Electronics & Accessories,Audio,Nova
ITM-000047957,ORD-00027175,PRD-00599,1,102.18,5.11,67.07,Fulfilled,0,CUS-008099,Website,Home Delivery,Digital Wallet,Beauty & Personal Care,Cosmetics,Luma
ITM-000047958,ORD-00027175,PRD-00124,1,43.58,0.0,29.16,Fulfilled,0,CUS-008099,Website,Home Delivery,Digital Wallet,Fashion & Accessories,Bags,Mira
ITM-000047959,ORD-00027176,PRD-00648,2,137.17,0.0,82.39,Fulfilled,0,CUS-011000,Store,In Store,Cash,Home & Living,Home Décor,Luma
ITM-000047960,ORD-00027176,PRD-00500,1,21.78,4.36,16.26,Fulfilled,0,CUS-011000,Store,In Store,Cash,Sport & Lifestyle,Fitness,Pulse
ITM-000047961,ORD-00027176,PRD-00297,1,547.41,0.0,330.36,Fulfilled,0,CUS-011000,Store,In Store,Cash,Home & Living,Furniture,Solara
ITM-000047962,ORD-00027177,PRD-00734,2,149.81,0.0,75.48,Fulfilled,0,CUS-003311,Store,In Store,Buy Now Pay Later,Beauty & Personal Care,Haircare,Luma
ITM-000047963,ORD-00027177,PRD-00178,3,83.6,37.62,43.1,Fulfilled,0,CUS-003311,Store,In Store,Buy Now Pay Later,Home & Living,Bedding,Mira
ITM-000047964,ORD-00027177,PRD-00162,3,103.1,0.0,66.84,Fulfilled,0,CUS-003311,Store,In Store,Buy Now Pay Later,Electronics & Accessories,Smart Devices,Luma
ITM-000047965,ORD-00027178,PRD-00210,2,119.28,0.0,88.4,Fulfilled,0,CUS-000100,Marketplace,Home Delivery,Digital Wallet,Fashion & Accessories,Bags,Orion
ITM-000047966,ORD-00027179,PRD-00508,1,81.05,0.0,36.7,Fulfilled,0,CUS-006262,Mobile,Home Delivery,EFT,Electronics & Accessories,Smart Devices,Nova
ITM-000047967,ORD-00027179,PRD-00841,3,32.66,9.8,16.18,Fulfilled,0,CUS-006262,Mobile,Home Delivery,EFT,Fashion & Accessories,Men's Clothing,Orion
ITM-000047968,ORD-00027179,PRD-00401,2,212.62,0.0,107.72,Fulfilled,0,CUS-006262,Mobile,Home Delivery,EFT,Beauty & Personal Care,Haircare,Solara
ITM-000047969,ORD-00027180,PRD-00048,2,85.64,0.0,61.1,Fulfilled,0,CUS-009389,Store,In Store,EFT,Fashion & Accessories,Bags,Aurelia Select
ITM-000047970,ORD-00027180,PRD-00336,1,151.42,0.0,94.92,Fulfilled,0,CUS-009389,Store,In Store,EFT,Electronics & Accessories,Smart Devices,Nova
ITM-000047971,ORD-00027181,PRD-00305,1,288.05,43.21,212.25,Fulfilled,0,CUS-005434,Website,Home Delivery,EFT,Sport & Lifestyle,Outdoor,Mira
ITM-000047972,ORD-00027182,PRD-00874,2,26.9,5.38,19.55,Cancelled,0,CUS-004145,Mobile,Home Delivery,Buy Now Pay Later,Beauty & Personal Care,Fragrance,Solara
ITM-000047973,ORD-00027182,PRD-00107,1,28.1,0.0,18.61,Cancelled,0,CUS-004145,Mobile,Home Delivery,Buy Now Pay Later,Home & Living,Home Décor,Orion
ITM-000047974,ORD-00027183,PRD-00533,1,107.54,16.13,53.78,Fulfilled,0,CUS-009585,Website,Click & Collect,Digital Wallet,Fashion & Accessories,Men's Clothing,Pulse
ITM-000047975,ORD-00027184,PRD-00238,1,97.96,14.69,69.44,Fulfilled,0,CUS-001607,Website,Click & Collect,Card,Home & Living,Furniture,Nova
ITM-000047976,ORD-00027184,PRD-00692,1,23.75,0.0,13.82,Fulfilled,0,CUS-001607,Website,Click & Collect,Card,Home & Living,Bedding,Aurelia Select
ITM-000047977,ORD-00027185,PRD-00490,3,29.66,0.0,21.18,Fulfilled,0,CUS-005444,Store,In Store,Cash,Home & Living,Kitchen,Orion
ITM-000047978,ORD-00027185,PRD-00551,3,239.95,0.0,184.93,Fulfilled,0,CUS-005444,Store,In Store,Cash,Electronics & Accessories,Smart Devices,Nova
ITM-000047979,ORD-00027186,PRD-00701,2,221.78,0.0,110.12,Fulfilled,0,CUS-002556,Mobile,Home Delivery,Digital Wallet,Sport & Lifestyle,Fitness,Pulse
ITM-000047980,ORD-00027186,PRD-00754,1,140.46,0.0,81.59,Fulfilled,0,CUS-002556,Mobile,Home Delivery,Digital Wallet,Sport & Lifestyle,Fitness,Solara
ITM-000047981,ORD-00027187,PRD-00452,2,18.32,7.33,11.37,Cancelled,0,CUS-005481,Marketplace,Courier,EFT,Beauty & Personal Care,Skincare,Aurelia Select
ITM-000047982,ORD-00027188,PRD-00601,3,68.7,0.0,49.11,Fulfilled,0,CUS-002731,Marketplace,Home Delivery,Cash,Electronics & Accessories,Smart Devices,Mira
ITM-000047983,ORD-00027189,PRD-00466,1,55.83,0.0,31.57,Fulfilled,0,CUS-000553,Marketplace,Home Delivery,EFT,Electronics & Accessories,Smart Devices,Vela
ITM-000047984,ORD-00027189,PRD-00834,1,110.02,0.0,81.35,Fulfilled,0,CUS-000553,Marketplace,Home Delivery,EFT,Fashion & Accessories,Footwear,Luma
ITM-000047985,ORD-00027190,PRD-00747,2,163.55,65.42,117.03,Fulfilled,0,CUS-004990,Website,Home Delivery,Card,Home & Living,Kitchen,Mira
ITM-000047986,ORD-00027191,PRD-00248,1,350.66,0.0,203.7,Fulfilled,1,CUS-011853,Website,Home Delivery,Buy Now Pay Later,Fashion & Accessories,Footwear,Pulse
ITM-000047987,ORD-00027192,PRD-00588,1,41.63,0.0,31.53,Fulfilled,0,CUS-000718,Store,In Store,Card,Electronics & Accessories,Computer Accessories,Aurelia Select
ITM-000047988,ORD-00027193,PRD-00486,2,127.87,0.0,90.27,Fulfilled,0,CUS-005645,Website,Home Delivery,Card,Beauty & Personal Care,Fragrance,Luma
ITM-000047989,ORD-00027193,PRD-00224,1,34.11,0.0,24.02,Fulfilled,0,CUS-005645,Website,Home Delivery,Card,Electronics & Accessories,Audio,Solara
ITM-000047990,ORD-00027193,PRD-00121,1,171.06,0.0,88.35,Fulfilled,0,CUS-005645,Website,Home Delivery,Card,Fashion & Accessories,Women's Clothing,Aurelia Select
ITM-000047991,ORD-00027193,PRD-00831,1,82.94,4.15,61.51,Fulfilled,0,CUS-005645,Website,Home Delivery,Card,Fashion & Accessories,Men's Clothing,Mira
ITM-000047992,ORD-00027194,PRD-00022,1,56.51,0.0,30.59,Fulfilled,0,CUS-009485,Store,In Store,EFT,Home & Living,Kitchen,Aurelia Select
ITM-000047993,ORD-00027194,PRD-00460,1,57.07,8.56,38.02,Fulfilled,1,CUS-009485,Store,In Store,EFT,Fashion & Accessories,Bags,Solara
ITM-000047994,ORD-00027195,PRD-00030,2,47.06,0.0,35.24,Fulfilled,0,CUS-009402,Website,Home Delivery,Digital Wallet,Home & Living,Home Décor,Aurelia Select
ITM-000047995,ORD-00027196,PRD-00215,1,87.1,17.42,47.2,Fulfilled,0,CUS-004593,Website,Home Delivery,Cash,Home & Living,Kitchen,Vela
ITM-000047996,ORD-00027196,PRD-00277,1,164.15,24.62,130.09,Fulfilled,0,CUS-004593,Website,Home Delivery,Cash,Fashion & Accessories,Men's Clothing,Luma
ITM-000047997,ORD-00027197,PRD-00122,1,133.11,6.66,63.25,Fulfilled,0,CUS-002299,Store,In Store,Card,Electronics & Accessories,Chargers,Luma
ITM-000047998,ORD-00027197,PRD-00287,2,87.86,35.14,43.87,Fulfilled,0,CUS-002299,Store,In Store,Card,Fashion & Accessories,Women's Clothing,Pulse
ITM-000047999,ORD-00027198,PRD-00174,1,81.23,8.12,71.08,Fulfilled,0,CUS-011135,Mobile,Home Delivery,Card,Sport & Lifestyle,Outdoor,Aurelia Select
ITM-000048000,ORD-00027198,PRD-00015,1,135.57,0.0,73.28,Fulfilled,0,CUS-011135,Mobile,Home Delivery,Card,Sport & Lifestyle,Sports Accessories,Nova
ITM-000048001,ORD-00027198,PRD-00687,1,61.6,0.0,29.98,Fulfilled,0,CUS-011135,Mobile,Home Delivery,Card,Electronics & Accessories,Audio,Luma
ITM-000048002,ORD-00027198,PRD-00232,1,63.47,0.0,52.2,Fulfilled,0,CUS-011135,Mobile,Home Delivery,Card,Sport & Lifestyle,Fitness,Aurelia Select
ITM-000048003,ORD-00027199,PRD-00088,2,20.05,0.0,15.18,Fulfilled,0,CUS-010531,Store,In Store,Card,Sport & Lifestyle,Outdoor,Orion
ITM-000048004,ORD-00027200,PRD-00258,2,77.59,0.0,53.65,Fulfilled,0,CUS-011811,Website,Click & Collect,Cash,Beauty & Personal Care,Skincare,Mira
ITM-000048005,ORD-00027200,PRD-00751,1,73.46,0.0,32.53,Fulfilled,0,CUS-011811,Website,Click & Collect,Cash,Sport & Lifestyle,fitness,Vela
ITM-000048006,ORD-00027201,PRD-00050,1,143.03,0.0,106.87,Fulfilled,0,CUS-007604,Mobile,Home Delivery,Card,Home & Living,Furniture,Vela
ITM-000048007,ORD-00027201,PRD-00820,2,93.27,0.0,43.16,Fulfilled,0,CUS-007604,Mobile,Home Delivery,Card,Sport & Lifestyle,Travel,Aurelia Select
ITM-000048008,ORD-00027202,PRD-00066,1,89.36,0.0,66.12,Fulfilled,0,CUS-011805,Store,In Store,EFT,Beauty & Personal Care,Skincare,Orion
ITM-000048009,ORD-00027203,PRD-00269,3,147.35,0.0,76.26,Cancelled,0,CUS-001756,Marketplace,Home Delivery,Digital Wallet,Beauty & Personal Care,Haircare,Nova
ITM-000048010,ORD-00027203,PRD-00759,1,56.84,0.0,40.59,Cancelled,0,CUS-001756,Marketplace,Home Delivery,Digital Wallet,Sport & Lifestyle,Sports Accessories,Mira
ITM-000048011,ORD-00027203,PRD-00818,1,76.85,0.0,54.02,Cancelled,0,CUS-001756,Marketplace,Home Delivery,Digital Wallet,Fashion & Accessories,Bags,Aurelia Select
ITM-000048012,ORD-00027204,PRD-00258,1,77.59,0.0,53.42,Fulfilled,0,CUS-011066,Mobile,Click & Collect,EFT,Beauty & Personal Care,Skincare,Mira
ITM-000048013,ORD-00027204,PRD-00189,2,80.29,0.0,49.19,Fulfilled,1,CUS-011066,Mobile,Click & Collect,EFT,Fashion & Accessories,Bags,Mira
ITM-000048014,ORD-00027205,PRD-00686,1,132.36,0.0,61.54,Fulfilled,0,CUS-000227,Mobile,Courier,Card,Fashion & Accessories,Footwear,Orion
