order_id,customer_id,order_date,channel,store_id,fulfillment_method,order_status,payment_method,gross_order_value,discount_amount,shipping_fee,tax_amount
ORD-00027990,CUS-009464,2020-06-12,Store,STR-004,In Store,Completed,Cash,208.61,12.57,0.0,29.41
ORD-00027991,CUS-002319,2020-01-15,Mobile,,Click & Collect,Completed,Card,22.57,0.0,0.0,3.39
ORD-00027992,CUS-010760,2020-07-29,Website,,Click & Collect,Completed,Cash,466.08,25.39,0.0,66.1
ORD-00027993,CUS-001683,2024-05-04,Website,,Home Delivery,Completed,Card,96.15,0.0,49.0,14.42
ORD-00027994,CUS-008450,2026-04-16,Mobile,,Home Delivery,Completed,Buy Now Pay Later,60.49,3.02,69.0,8.62
ORD-00027995,CUS-011787,2022-09-14,Store,STR-024,In Store,Completed,Buy Now Pay Later,179.92000000000002,35.980000000000004,0.0,21.59
ORD-00027996,CUS-011653,2025-07-16,Store,STR-017,In Store,Completed,Cash,17.02,0.0,0.0,2.55
ORD-00027997,CUS-001284,2021-05-26,Store,STR-004,In Store,Completed,EFT,601.53,0.0,0.0,90.23
ORD-00027998,CUS-003433,2020-01-02,Mobile,,Home Delivery,Completed,Cash,329.53000000000003,0.0,49.0,49.43
ORD-00027999,CUS-001307,2023-03-19,Website,,Home Delivery,Completed,Cash,246.1,42.13,49.0,30.6
ORD-00028000,CUS-010187,2023-01-03,Store,STR-040,In Store,Pending,Cash,125.22,0.0,0.0,18.78
ORD-00028001,CUS-008363,2026-08-22,Website,,Home Delivery,Cancelled,Card,93.74,8.36,49.0,12.81
ORD-00028002,CUS-004079,2022-01-23,Store,STR-024,In Store,Completed,Card,191.64,0.0,0.0,28.75
ORD-00028003,CUS-002666,2022-11-18,Website,,Click & Collect,Completed,EFT,315.86,0.0,0.0,47.38
ORD-00028004,,2021-02-11,Marketplace,,Home Delivery,Completed,Digital Wallet,266.08,0.0,89.0,39.91
ORD-00028005,CUS-010517,2022-09-01,Store,STR-048,In Store,Completed,Digital Wallet,402.52,0.0,0.0,60.38
ORD-00028006,CUS-011967,2020-05-07,Website,,Click & Collect,Completed,Cash,73.0,0.0,0.0,10.95
ORD-00028007,CUS-001694,2022-04-15,Store,STR-048,In Store,Completed,Card,265.35,26.54,0.0,35.82
ORD-00028008,CUS-000822,2021-08-31,Store,STR-029,In Store,Completed,Buy Now Pay Later,332.47,7.02,0.0,48.82
ORD-00028009,CUS-009187,2022-07-09,Store,STR-047,In Store,Cancelled,Buy Now Pay Later,594.5799999999999,0.0,0.0,89.19
ORD-00028010,CUS-009240,2024-05-07,Mobile,,Home Delivery,Pending,Cash,123.99,0.0,49.0,18.6
ORD-00028011,CUS-010423,2025-03-25,Marketplace,,Click & Collect,Completed,Buy Now Pay Later,297.42,0.0,0.0,44.61
ORD-00028012,CUS-009177,2022-01-09,Website,,Home Delivery,Completed,Buy Now Pay Later,144.9,0.0,69.0,21.74
ORD-00028013,CUS-006768,2025-10-29,Store,STR-005,In Store,Completed,Buy Now Pay Later,43.27,0.0,0.0,6.49
ORD-00028014,CUS-010679,2022-01-18,Mobile,,Home Delivery,Completed,Card,299.62,0.0,49.0,44.94
ORD-00028015,CUS-007525,2020-07-09,Website,,Click & Collect,Completed,Buy Now Pay Later,299.41,6.26,0.0,43.97
ORD-00028016,CUS-005060,2021-09-30,Website,,Courier,Completed,Buy Now Pay Later,63.75,0.0,89.0,9.56
ORD-00028017,CUS-003963,2021-08-07,Store,STR-044,In Store,Completed,EFT,33.84,0.0,0.0,5.08
ORD-00028018,CUS-004631,2020-08-24,Mobile,,Home Delivery,Completed,Buy Now Pay Later,93.51,0.0,49.0,14.03
ORD-00028019,CUS-003879,2024-05-23,Store,STR-009,In Store,Completed,EFT,609.78,6.01,0.0,90.57
ORD-00028020,CUS-003814,2023-12-14,Store,STR-028,In Store,Completed,Cash,64.56,0.0,0.0,9.68
ORD-00028021,CUS-009510,2022-01-12,Store,STR-015,In Store,Completed,Cash,245.79,0.0,0.0,36.87
ORD-00028022,CUS-005210,2024-11-15,Website,,Home Delivery,Completed,Card,483.5,1.99,69.0,72.23
ORD-00028023,CUS-000669,2021-06-21,Mobile,,Home Delivery,Completed,EFT,542.04,0.0,0.0,81.31
ORD-00028024,CUS-010455,2026-07-13,Store,STR-007,In Store,Completed,Digital Wallet,213.57,6.17,0.0,31.11
ORD-00028025,CUS-011189,2022-05-01,Website,,Click & Collect,Completed,EFT,85.05,0.0,0.0,12.76
ORD-00028026,CUS-005323,2021-07-05,Mobile,,Home Delivery,Completed,Buy Now Pay Later,878.8,54.74,0.0,123.61
ORD-00028027,CUS-008030,2024-12-23,Store,STR-010,In Store,Completed,Card,111.83,0.0,0.0,16.77
ORD-00028028,CUS-005286,2021-01-31,Mobile,,Home Delivery,Completed,Cash,97.96,0.0,49.0,14.69
ORD-00028029,CUS-001395,2026-05-23,Mobile,,Home Delivery,Completed,EFT,271.57,0.0,49.0,40.74
ORD-00028030,CUS-003195,2024-09-17,Store,STR-024,In Store,Completed,Buy Now Pay Later,570.95,11.42,0.0,83.93
ORD-00028031,CUS-004516,2021-05-14,Store,STR-001,In Store,Completed,Card,102.32,0.0,0.0,15.35
ORD-00028032,CUS-009356,2022-02-25,Store,STR-049,In Store,Completed,Card,33.47,0.0,0.0,5.02
ORD-00028033,CUS-008678,2026-06-11,Website,,Home Delivery,Completed,Buy Now Pay Later,70.9,0.0,49.0,10.64
ORD-00028034,CUS-007190,2023-05-22,Store,STR-024,In Store,Completed,Digital Wallet,89.46,0.0,0.0,13.42
ORD-00028035,CUS-010794,2023-08-28,Store,STR-032,In Store,Pending,Cash,53.7,0.0,0.0,8.06
ORD-00028036,CUS-004484,2024-09-20,Store,STR-043,In Store,Completed,EFT,105.26,0.0,0.0,15.79
ORD-00028037,CUS-011893,2021-09-16,Marketplace,,Home Delivery,Completed,EFT,29.35,0.0,49.0,4.4
ORD-00028038,CUS-000849,2022-10-18,Website,,Home Delivery,Completed,Digital Wallet,398.6,0.0,69.0,59.79
ORD-00028039,CUS-001348,2022-10-18,Mobile,,Home Delivery,Cancelled,Card,125.54,0.0,49.0,18.83
ORD-00028040,CUS-005851,2022-06-22,Store,STR-014,In Store,Completed,Digital Wallet,61.26,3.06,0.0,8.73
ORD-00028041,CUS-004173,2022-02-03,Store,STR-004,In Store,Completed,Card,32.47,3.25,0.0,4.38
ORD-00028042,CUS-008953,2022-12-06,Store,STR-003,In Store,Completed,Digital Wallet,440.48,0.0,0.0,66.07
ORD-00028043,CUS-001494,2025-03-31,Store,STR-021,In Store,Completed,EFT,165.89999999999998,27.880000000000003,0.0,20.7
ORD-00028044,CUS-000613,2023-01-17,Website,,Home Delivery,Completed,Digital Wallet,622.1,0.0,0.0,93.32
ORD-00028045,,2020-08-01,Marketplace,,Home Delivery,Completed,Digital Wallet,933.34,36.34,0.0,134.55
ORD-00028046,CUS-005505,2020-01-02,Website,,Courier,Completed,Card,382.6,18.02,69.0,54.69
ORD-00028047,CUS-008813,2020-02-21,Mobile,,Home Delivery,Completed,Card,119.1,0.0,69.0,17.86
ORD-00028048,CUS-007921,2021-04-04,Marketplace,,Courier,Completed,Digital Wallet,167.49,0.0,89.0,25.12
ORD-00028049,,2025-01-26,Marketplace,,Home Delivery,Completed,EFT,40.62,4.06,49.0,5.48
ORD-00028050,CUS-010442,2024-01-23,Marketplace,,Courier,Completed,EFT,103.02,0.0,69.0,15.45
ORD-00028051,CUS-006455,2022-04-29,Mobile,,Home Delivery,Completed,Card,157.42,0.0,49.0,23.61
ORD-00028052,CUS-010531,2020-02-12,Store,STR-019,In Store,Completed,Digital Wallet,262.12,0.0,0.0,39.32
ORD-00028053,CUS-005257,2022-03-10,Website,,Home Delivery,Completed,Buy Now Pay Later,147.91,6.8,69.0,21.17
ORD-00028054,CUS-000580,2021-11-03,Mobile,,Home Delivery,Completed,Buy Now Pay Later,337.52,40.92,69.0,44.49
ORD-00028055,CUS-005785,2023-04-25,Mobile,,Home Delivery,Completed,Digital Wallet,1006.73,0.0,0.0,151.01
ORD-00028056,CUS-001244,2022-12-08,Store,STR-002,In Store,Completed,EFT,39.26,0.0,0.0,5.89
ORD-00028057,CUS-003789,2021-02-23,Website,,Home Delivery,Completed,Card,22.57,0.0,69.0,3.39
ORD-00028058,CUS-009594,2022-12-11,Store,STR-017,In Store,Completed,Card,175.0,9.57,0.0,24.81
ORD-00028059,CUS-008390,2020-10-20,Website,,Click & Collect,Completed,Cash,34.11,3.41,0.0,4.6
ORD-00028060,CUS-011665,2020-04-26,Store,STR-036,In Store,Completed,Digital Wallet,497.22,0.0,0.0,74.58
ORD-00028061,CUS-001136,2026-02-26,Mobile,,Courier,Completed,EFT,496.19,46.68,49.0,67.43
ORD-00028062,CUS-000017,2025-10-31,Store,STR-019,In Store,Completed,Cash,78.01,0.0,0.0,11.7
ORD-00028063,CUS-006792,2026-08-19,Store,STR-007,In Store,Completed,Digital Wallet,120.03,0.0,0.0,18.0
ORD-00028064,CUS-002303,2020-08-08,Store,STR-045,In Store,Completed,Buy Now Pay Later,568.98,3.81,0.0,84.78
ORD-00028065,CUS-006736,2024-07-07,Store,STR-008,In Store,Pending,Card,355.9,10.99,0.0,51.74
ORD-00028066,CUS-010110,2025-11-01,Store,STR-007,In Store,Completed,Digital Wallet,452.65,0.0,0.0,67.9
ORD-00028067,CUS-011224,2022-09-05,Store,STR-029,In Store,Completed,Cash,96.02,0.0,0.0,14.4
ORD-00028068,CUS-003664,2026-08-08,Store,STR-014,In Store,Completed,Card,129.2,0.0,0.0,19.38
ORD-00028069,CUS-003775,2026-06-10,Website,,Home Delivery,Completed,EFT,306.7,0.0,89.0,46.0
ORD-00028070,CUS-011722,2021-03-10,Mobile,,Home Delivery,Completed,Buy Now Pay Later,142.82999999999998,0.0,69.0,21.42
ORD-00028071,CUS-000065,2025-10-10,Website,,Home Delivery,Completed,Buy Now Pay Later,110.39,6.81,49.0,15.54
ORD-00028072,CUS-002375,2020-06-20,Store,STR-025,In Store,Completed,EFT,146.87,11.4,0.0,20.32
ORD-00028073,CUS-003449,2021-01-13,Store,STR-050,In Store,Completed,Cash,127.5,0.0,0.0,19.12
ORD-00028074,CUS-010204,2020-10-21,Store,STR-003,In Store,Completed,Digital Wallet,109.46,21.89,0.0,13.14
ORD-00028075,CUS-002933,2026-07-16,Store,STR-020,In Store,Completed,Card,140.95999999999998,10.96,0.0,19.5
ORD-00028076,CUS-010896,2025-09-06,Store,STR-048,In Store,Completed,EFT,38.21,0.0,0.0,5.73
ORD-00028077,CUS-004790,2021-11-12,Website,,Click & Collect,Completed,Card,398.63,26.22,0.0,55.86
ORD-00028078,CUS-007017,2026-06-24,Website,,Click & Collect,Completed,Digital Wallet,232.95,0.0,0.0,34.94
ORD-00028079,CUS-002111,2020-11-07,Store,STR-011,In Store,Completed,EFT,203.65,21.03,0.0,27.39
ORD-00028080,CUS-003943,2023-12-10,Website,,Click & Collect,Completed,EFT,85.03,0.0,0.0,12.75
ORD-00028081,CUS-003377,2025-10-04,Website,,Home Delivery,Completed,Digital Wallet,115.16,0.0,89.0,17.27
ORD-00028082,CUS-008289,2026-04-24,Store,STR-040,In Store,Completed,Buy Now Pay Later,475.41,0.0,0.0,71.31
ORD-00028083,CUS-003304,2021-06-22,Website,,Click & Collect,Completed,EFT,221.36,0.0,0.0,33.2
ORD-00028084,CUS-007301,2025-02-16,Store,STR-032,In Store,Completed,Cash,178.18,0.0,0.0,26.73
ORD-00028085,CUS-005317,2024-07-27,Mobile,,Click & Collect,Pending,Digital Wallet,233.66,9.52,0.0,33.62
ORD-00028086,CUS-005390,2023-10-16,Store,STR-040,In Store,Completed,EFT,173.32,20.62,0.0,22.9
ORD-00028087,CUS-000757,2025-05-13,Website,,Courier,Completed,Cash,639.03,25.39,0.0,92.05
ORD-00028088,CUS-001906,2026-02-03,Website,,Courier,Completed,Buy Now Pay Later,19.23,0.0,89.0,2.88
ORD-00028089,CUS-010068,2020-12-24,Store,STR-038,In Store,Completed,Buy Now Pay Later,224.0,0.0,0.0,33.6
ORD-00028090,CUS-001717,2023-02-13,Website,,Click & Collect,Completed,Cash,267.39,16.869999999999997,0.0,37.58
ORD-00028091,CUS-003523,2021-05-27,Store,STR-015,In Store,Completed,Cash,438.02,0.0,0.0,65.7
ORD-00028092,CUS-010519,2022-09-28,Store,STR-005,In Store,Completed,Buy Now Pay Later,544.01,0.0,0.0,81.6
ORD-00028093,CUS-004217,2022-07-09,Website,,Click & Collect,Completed,Digital Wallet,617.1999999999999,3.0,0.0,92.13
ORD-00028094,CUS-009592,2024-10-18,Website,,Home Delivery,Completed,Buy Now Pay Later,70.02,7.0,49.0,9.45
ORD-00028095,CUS-008773,2024-02-09,Marketplace,,Home Delivery,Completed,Cash,210.72,0.0,89.0,31.61
ORD-00028096,,2024-12-27,Marketplace,,Home Delivery,Completed,Cash,82.25999999999999,0.0,89.0,12.34
ORD-00028097,CUS-010724,2024-09-14,website,,Home Delivery,Pending,Buy Now Pay Later,82.7,0.0,89.0,12.4
ORD-00028098,CUS-005868,2022-05-12,Store,STR-026,In Store,Completed,Buy Now Pay Later,42.51,0.0,0.0,6.38
ORD-00028099,CUS-002927,2024-04-15,Store,STR-007,In Store,Completed,Cash,82.94,4.15,0.0,11.82
ORD-00028100,CUS-003813,2023-03-03,Store,STR-048,In Store,Completed,Cash,56.81,0.0,0.0,8.52
ORD-00028101,CUS-001222,2023-07-30,Store,STR-017,In Store,Completed,Card,529.01,101.7,0.0,64.1
ORD-00028102,CUS-010261,2021-06-09,Store,STR-015,In Store,Completed,Digital Wallet,136.24,0.0,0.0,20.44
ORD-00028103,CUS-002392,2021-11-01,Marketplace,,Click & Collect,Completed,Cash,113.4,0.0,0.0,17.01
ORD-00028104,CUS-001087,2020-10-18,Mobile,,Click & Collect,Completed,Digital Wallet,401.26,0.0,0.0,60.19
ORD-00028105,CUS-006025,2021-01-23,Store,STR-008,In Store,Completed,Cash,56.34,5.63,0.0,7.61
ORD-00028106,CUS-003104,2022-05-06,Website,,Courier,Completed,Card,194.58,8.51,89.0,27.91
ORD-00028107,CUS-009280,2021-03-26,Mobile,,Click & Collect,Completed,EFT,36.89,0.0,0.0,5.53
ORD-00028108,CUS-004515,2023-04-14,Website,,Home Delivery,Completed,EFT,239.32,0.0,69.0,35.9
ORD-00028109,CUS-002857,2024-10-11,Website,,Home Delivery,Completed,Cash,121.0,11.51,69.0,16.42
ORD-00028110,CUS-010455,2021-01-17,Mobile,,Home Delivery,Completed,Card,461.27,0.0,89.0,69.19
ORD-00028111,CUS-007282,2021-05-23,Store,STR-034,In Store,Cancelled,Digital Wallet,91.42,0.0,0.0,13.71
ORD-00028112,CUS-006193,2021-01-31,Website,,Click & Collect,Completed,Cash,205.21,2.3,0.0,30.44
ORD-00028113,CUS-007698,2025-05-28,Store,STR-001,In Store,Completed,Buy Now Pay Later,91.38,0.0,0.0,13.71
ORD-00028114,CUS-000038,2020-10-28,Website,,Courier,Completed,Digital Wallet,50.25,0.0,69.0,7.54
ORD-00028115,CUS-011968,2026-02-24,Store,STR-038,In Store,Completed,Buy Now Pay Later,366.92,64.32,0.0,45.39
ORD-00028116,CUS-011188,2025-11-01,Store,STR-027,In Store,Completed,Card,620.17,8.52,0.0,91.75
ORD-00028117,CUS-000440,2022-07-27,Store,STR-002,In Store,Completed,EFT,107.92,0.0,0.0,16.19
ORD-00028118,,2024-08-16,Marketplace,,Click & Collect,Completed,Cash,60.87,0.0,0.0,9.13
ORD-00028119,CUS-002225,2021-03-19,Store,STR-023,In Store,Completed,Digital Wallet,180.22,0.0,0.0,27.03
ORD-00028120,CUS-010816,2020-12-20,Store,STR-044,In Store,Completed,EFT,110.02,3.86,0.0,15.92
ORD-00028121,CUS-001411,2024-05-29,Website,,Courier,Completed,Card,20.91,2.09,49.0,2.82
ORD-00028122,CUS-008042,2024-05-28,Website,,Click & Collect,Completed,Cash,152.54999999999998,12.69,0.0,20.98
ORD-00028123,CUS-007522,2022-01-05,Store,STR-045,In Store,Completed,Digital Wallet,114.37,8.53,0.0,15.88
ORD-00028124,CUS-009545,2023-03-28,Store,STR-034,In Store,Cancelled,Card,114.14,0.0,0.0,17.12
ORD-00028125,CUS-004144,2023-07-01,Mobile,,Home Delivery,Completed,EFT,192.01,0.0,89.0,28.8
ORD-00028126,CUS-004367,2023-10-08,Store,STR-002,In Store,Completed,Cash,54.51,0.0,0.0,8.18
ORD-00028127,CUS-002676,2021-11-22,Website,,Click & Collect,Completed,Digital Wallet,344.2,25.41,0.0,47.82
ORD-00028128,CUS-004919,2025-07-09,Website,,Click & Collect,Cancelled,Cash,530.0699999999999,27.17,0.0,75.43
ORD-00028129,CUS-000286,2024-01-09,Store,STR-026,In Store,Completed,Buy Now Pay Later,170.92,0.0,0.0,25.64
ORD-00028130,CUS-001973,2023-03-04,Website,,Home Delivery,Completed,Buy Now Pay Later,120.44,0.0,69.0,18.07
ORD-00028131,CUS-006066,2023-06-18,Website,,Click & Collect,Completed,Cash,117.24,11.72,0.0,15.83
ORD-00028132,CUS-007896,2021-12-02,Store,STR-009,In Store,Completed,Digital Wallet,87.1,0.0,0.0,13.06
ORD-00028133,CUS-010236,2022-04-11,Store,STR-003,In Store,Completed,Digital Wallet,114.96,0.0,0.0,17.24
ORD-00028134,CUS-005230,2025-03-13,Store,STR-001,In Store,Completed,EFT,71.93,0.0,0.0,10.79
ORD-00028135,CUS-006148,2020-11-13,Mobile,,Click & Collect,Completed,EFT,415.86,0.0,0.0,62.38
ORD-00028136,CUS-004585,2021-01-23,Website,,Home Delivery,Pending,Cash,570.64,0.0,0.0,85.6
ORD-00028137,CUS-002195,2021-02-14,Mobile,,Home Delivery,Completed,Card,125.55,5.43,69.0,18.02
ORD-00028138,CUS-003113,2026-02-28,Store,STR-015,In Store,Cancelled,Card,107.51,0.0,0.0,16.13
ORD-00028139,CUS-001892,2025-05-24,Mobile,,Home Delivery,Completed,EFT,724.4000000000001,9.21,0.0,107.28
ORD-00028140,CUS-009929,2026-04-10,Website,,Home Delivery,Completed,Cash,223.67,0.0,69.0,33.55
ORD-00028141,CUS-003423,2022-02-03,Store,STR-047,In Store,Completed,EFT,237.47,23.75,0.0,32.06
ORD-00028142,CUS-010623,2022-04-19,Website,,Home Delivery,Completed,Buy Now Pay Later,151.57,0.0,69.0,22.74
ORD-00028143,CUS-009557,2021-11-15,Website,,Click & Collect,Completed,EFT,142.72,14.27,0.0,19.27
ORD-00028144,CUS-003387,2025-02-22,Store ,STR-022,In Store,Completed,Buy Now Pay Later,252.89,37.93,0.0,32.24
ORD-00028145,CUS-001292,2025-01-18,Mobile,,Click & Collect,Completed,Cash,312.79,0.0,0.0,46.92
ORD-00028146,CUS-002050,2026-02-22,Store,STR-003,In Store,Completed,Digital Wallet,119.08,0.0,0.0,17.86
ORD-00028147,CUS-004807,2021-11-23,Store,STR-010,In Store,Completed,EFT,195.01,0.0,0.0,29.25
ORD-00028148,,2026-02-15,Marketplace,,Home Delivery,Completed,Digital Wallet,138.55,27.71,89.0,16.63
ORD-00028149,CUS-006564,2026-05-01,Store,STR-004,In Store,Completed,Cash,490.97,8.21,0.0,72.41
ORD-00028150,,2020-10-05,Marketplace,,Courier,Completed,Digital Wallet,120.74,0.0,89.0,18.11
ORD-00028151,CUS-003376,2022-04-25,Store,STR-010,In Store,Completed,Card,413.3,9.4,0.0,60.58
ORD-00028152,CUS-008701,2021-02-12,Store,STR-039,In Store,Completed,Card,407.98,0.0,0.0,61.2
ORD-00028153,CUS-010483,2026-07-13,Mobile,,Home Delivery,Completed,Card,407.41,0.0,69.0,61.11
ORD-00028154,CUS-000249,2023-04-08,Store,STR-020,In Store,Completed,EFT,83.6,8.36,0.0,11.29
ORD-00028155,CUS-002263,2020-01-30,Store,STR-039,In Store,Cancelled,Cash,473.49,0.0,0.0,71.02
ORD-00028156,CUS-011741,2023-09-05,Store,STR-048,In Store,Completed,Digital Wallet,306.28,33.14,0.0,40.97
ORD-00028157,CUS-008642,2021-03-13,Website,,Home Delivery,Completed,Card,112.16,16.82,49.0,14.3
ORD-00028158,CUS-006049,2022-04-17,Store,STR-044,In Store,Completed,EFT,231.77,2.05,0.0,34.46
ORD-00028159,CUS-008260,2023-10-31,Website,,Home Delivery,Completed,Card,174.2,17.42,69.0,23.52
ORD-00028160,CUS-009144,2020-07-05,Store,STR-007,In Store,Completed,Cash,204.88,0.0,0.0,30.73
ORD-00028161,CUS-010484,2026-01-30,Mobile,,Courier,Completed,Card,682.17,32.39,0.0,97.47
ORD-00028162,CUS-011691,2022-11-11,Store,STR-004,In Store,Completed,Card,238.32,8.66,0.0,34.45
ORD-00028163,CUS-006756,2024-04-21,Website,,Home Delivery,Completed,Digital Wallet,191.13,0.0,69.0,28.67
ORD-00028164,CUS-008654,2021-11-15,Store,STR-025,In Store,Completed,Card,728.21,2.66,0.0,108.83
ORD-00028165,CUS-000551,2025-02-12,Website,,Home Delivery,Completed,Card,227.12,0.0,49.0,34.07
ORD-00028166,CUS-002054,2022-12-25,Store,STR-007,In Store,Completed,Digital Wallet,115.34,3.49,0.0,16.78
ORD-00028167,CUS-005063,2023-06-10,Website,,Home Delivery,Completed,Card,192.49,15.52,49.0,26.55
ORD-00028168,CUS-004833,2021-10-27,Marketplace,,Home Delivery,Completed,Card,30.23,1.51,89.0,4.31
ORD-00028169,CUS-007039,2021-03-31,Website,,Click & Collect,Completed,Digital Wallet,52.52,0.0,0.0,7.88
ORD-00028170,CUS-010070,2022-11-27,Website,,Home Delivery,Completed,Card,460.83,0.0,49.0,69.12
ORD-00028171,CUS-004347,2022-02-15,Marketplace,,Home Delivery,Completed,Digital Wallet,229.44,22.94,89.0,30.98
ORD-00028172,CUS-006635,2023-12-02,Store,STR-013,In Store,Cancelled,EFT,126.85,38.05,0.0,13.32
ORD-00028173,CUS-007053,2023-12-06,Website,,Click & Collect,Completed,Card,441.27,0.0,0.0,66.19
ORD-00028174,CUS-002518,2022-05-27,Store,STR-012,In Store,Completed,Card,18.1,0.0,0.0,2.72
ORD-00028175,CUS-011179,2020-11-23,Mobile,,Courier,Completed,Cash,270.85,0.0,89.0,40.63
ORD-00028176,CUS-002606,2021-05-27,Store,STR-035,In Store,Completed,Card,67.09,0.0,0.0,10.06
ORD-00028177,CUS-006856,2021-10-21,Store,STR-047,In Store,Completed,EFT,26.71,1.34,0.0,3.81
ORD-00028178,CUS-004862,2022-08-23,Mobile,,Home Delivery,Completed,Digital Wallet,213.0,5.71,89.0,31.09
ORD-00028179,CUS-002963,2025-01-07,Website,,Home Delivery,Completed,EFT,550.31,58.67,89.0,73.75
ORD-00028180,CUS-011572,2021-09-26,Store,STR-034,In Store,Completed,Cash,463.44,37.13,0.0,63.95
ORD-00028181,CUS-006668,2024-12-01,Website,,Home Delivery,Completed,Cash,82.49,0.0,69.0,12.37
ORD-00028182,CUS-002657,2020-06-05,Website,,Click & Collect,Completed,Card,206.67,14.98,0.0,28.75
ORD-00028183,CUS-005513,2024-05-07,Mobile,,Courier,Pending,Digital Wallet,611.69,20.55,0.0,88.67
ORD-00028184,CUS-002425,2024-03-22,Website,,Home Delivery,Completed,EFT,129.79,3.64,49.0,18.92
ORD-00028185,CUS-001948,2025-04-15,Website,,Home Delivery,Completed,EFT,76.29,0.0,49.0,11.44
ORD-00028186,CUS-007972,2024-03-22,Mobile,,Home Delivery,Cancelled,Buy Now Pay Later,113.02,11.3,69.0,15.26
ORD-00028187,CUS-007085,2022-02-08,Store,STR-035,In Store,Completed,EFT,1626.2199999999998,212.78,0.0,212.02
ORD-00028188,CUS-010471,2022-02-13,Store,STR-004,In Store,Completed,Cash,87.59,0.0,0.0,13.14
ORD-00028189,CUS-001150,2025-05-23,Store,STR-029,In Store,Completed,EFT,73.25,0.0,0.0,10.99
ORD-00028190,CUS-006165,2026-05-23,Store,STR-028,In Store,Completed,Cash,154.1,5.43,0.0,22.3
ORD-00028191,CUS-010670,2023-05-24,Mobile,,Courier,Completed,Buy Now Pay Later,260.12,0.0,49.0,39.02
ORD-00028192,CUS-003878,2025-04-04,Store,STR-038,In Store,Completed,Cash,318.26,0.0,0.0,47.74
ORD-00028193,CUS-007190,2026-07-25,Store,STR-008,In Store,Completed,Buy Now Pay Later,698.29,0.0,0.0,104.74
ORD-00028194,CUS-008704,2026-01-05,Store,STR-026,In Store,Completed,EFT,308.84000000000003,9.48,0.0,44.9
ORD-00028195,CUS-006239,2020-03-24,Marketplace,,Home Delivery,Completed,Buy Now Pay Later,108.1,0.0,49.0,16.22
ORD-00028196,CUS-005208,2023-02-16,Store,STR-007,In Store,Cancelled,Digital Wallet,130.5,0.0,0.0,19.58
ORD-00028197,CUS-011192,2024-01-03,Marketplace,,Home Delivery,Completed,EFT,309.48,27.01,69.0,42.37
ORD-00028198,CUS-011470,2023-06-28,Website,,Home Delivery,Cancelled,Card,1242.52,235.48,0.0,151.06
ORD-00028199,CUS-006126,2023-11-30,Store,STR-027,In Store,Completed,Digital Wallet,107.14,0.0,0.0,16.07
ORD-00028200,CUS-009104,2024-08-09,Mobile,,Click & Collect,Completed,Digital Wallet,1643.2,0.0,0.0,246.48
ORD-00028201,CUS-011231,2021-07-09,Website,,Home Delivery,Completed,EFT,662.65,0.0,0.0,99.4
ORD-00028202,,2023-12-02,Marketplace,,Home Delivery,Completed,Cash,223.66,11.18,69.0,31.87
ORD-00028203,CUS-002528,2024-06-12,Store,STR-044,In Store,Completed,Digital Wallet,202.69,20.27,0.0,27.36
ORD-00028204,CUS-003137,2024-06-14,Store,STR-004,In Store,Completed,Card,14.59,1.46,0.0,1.97
ORD-00028205,CUS-009266,2023-11-25,Store,STR-008,In Store,Completed,Digital Wallet,171.24,3.86,0.0,25.11
ORD-00028206,CUS-007602,2022-11-18,Website,,Click & Collect,Completed,Cash,217.28,0.0,0.0,32.59
ORD-00028207,CUS-010204,2022-05-18,Store,STR-033,In Store,Completed,Digital Wallet,52.68,0.0,0.0,7.9
ORD-00028208,CUS-001021,2020-11-19,Store,STR-047,In Store,Completed,Buy Now Pay Later,892.1100000000001,12.44,0.0,131.95
ORD-00028209,CUS-002033,2025-01-21,Website,,Click & Collect,Completed,Digital Wallet,358.28,35.83,0.0,48.37
ORD-00028210,CUS-006095,2025-05-30,Store,STR-007,In Store,Completed,Card,335.3,24.44,0.0,46.63
ORD-00028211,CUS-011860,2026-07-28,Marketplace,,Click & Collect,Completed,Card,270.05,2.66,0.0,40.11
ORD-00028212,CUS-000404,2022-07-31,Store,STR-010,In Store,Completed,Cash,183.84,27.58,0.0,23.44
ORD-00028213,,2021-05-29,Marketplace,,Home Delivery,Completed,EFT,660.37,0.0,0.0,99.06
ORD-00028214,CUS-011318,2024-01-20,Mobile,,Home Delivery,Completed,Digital Wallet,36.0,0.0,49.0,5.4
ORD-00028215,CUS-005003,2024-01-01,Mobile,,Home Delivery,Completed,Cash,17.02,0.0,49.0,2.55
ORD-00028216,CUS-008786,2022-06-17,Store,STR-048,In Store,Completed,Buy Now Pay Later,86.93,0.0,0.0,13.04
ORD-00028217,CUS-009885,2022-04-13,Mobile,,Click & Collect,Completed,Card,123.82,24.76,0.0,14.86
ORD-00028218,CUS-006435,2023-03-19,Store,STR-008,In Store,Completed,Cash,441.0,0.0,0.0,66.15
ORD-00028219,CUS-002899,2022-10-28,Store,STR-003,In Store,Completed,Cash,195.92,0.0,0.0,29.39
ORD-00028220,CUS-001631,2024-04-04,Store,STR-020,In Store,Completed,Cash,53.09,0.0,0.0,7.96
ORD-00028221,CUS-005052,2024-10-28,Website,,Courier,Completed,Buy Now Pay Later,71.44999999999999,0.0,89.0,10.72
ORD-00028222,CUS-004863,2023-11-09,Mobile,,Home Delivery,Completed,Card,118.17,0.0,49.0,17.73
