event_id,customer_id,campaign_id,event_timestamp,event_type,device_type,channel,session_id
EVT-00019075,CUS-010227,CMP-0023,2020-02-24 14:38:00,Impression,Desktop,Email,SES-355782356
EVT-00019076,CUS-003813,CMP-0024,2022-06-03 23:30:00,Click,Desktop,Paid Search,SES-625427335
EVT-00019077,CUS-009966,CMP-0019,2024-01-26 00:46:00,Impression,Mobile,Social,SES-277104793
EVT-00019078,CUS-004133,CMP-0003,2021-02-22 10:18:00,Product View,Desktop,Social,SES-823825438
EVT-00019079,CUS-000019,CMP-0009,2022-02-14 23:21:00,Product View,Desktop,Push,SES-777116069
EVT-00019080,CUS-002068,CMP-0029,2026-06-28 23:13:00,Conversion,Mobile,Email,SES-626585907
EVT-00019081,CUS-005670,CMP-0033,2021-01-12 03:36:00,Open,Mobile,SMS,SES-886956068
EVT-00019082,CUS-010595,CMP-0034,2025-11-18 22:31:00,Open,Desktop,Social,SES-406734591
EVT-00019083,CUS-006620,CMP-0043,2021-07-26 11:25:00,Open,Mobile,Paid Search,SES-321926076
EVT-00019084,CUS-005159,CMP-0011,2023-10-05 14:28:00,Product View,Tablet,Paid Search,SES-156819417
EVT-00019085,CUS-011016,CMP-0030,2020-10-04 21:44:00,Product View,Mobile,Email,SES-244520524
EVT-00019086,CUS-002585,CMP-0006,2024-07-17 00:33:00,Click,Mobile,Push,SES-836884862
EVT-00019087,CUS-002851,CMP-0015,2024-09-18 08:35:00,Impression,Tablet,SMS,SES-318043018
EVT-00019088,CUS-011511,CMP-0016,2023-05-11 21:49:00,Product View,Desktop,SMS,SES-973077887
EVT-00019089,CUS-007395,CMP-0001,2022-09-21 00:54:00,Impression,Desktop,Social,SES-891380708
EVT-00019090,CUS-007722,CMP-0029,2026-06-27 22:03:00,Impression,Mobile,Email,SES-866995541
EVT-00019091,CUS-007414,CMP-0005,2026-07-15 10:47:00,Impression,Tablet,SMS,SES-839176635
EVT-00019092,CUS-005666,CMP-0042,2022-05-31 15:27:00,Product View,Tablet,Paid Search,SES-843383684
EVT-00019093,CUS-001853,CMP-0007,2022-02-10 23:37:00,Click,Tablet,Social,SES-527950549
EVT-00019094,CUS-002931,CMP-0040,2023-11-09 19:21:00,Impression,Desktop,Email,SES-577392592
EVT-00019095,CUS-002681,CMP-0050,2020-04-30 14:52:00,Conversion,Desktop,Push,SES-503523167
EVT-00019096,CUS-008655,CMP-0014,2025-08-04 19:54:00,Conversion,Tablet,Email,SES-564005203
EVT-00019097,CUS-010505,CMP-0032,2020-01-19 23:41:00,Open,Desktop,SMS,SES-504501048
EVT-00019098,CUS-004540,CMP-0010,2021-05-17 14:49:00,Impression,Mobile,SMS,SES-339796643
EVT-00019099,CUS-000133,CMP-0029,2026-07-06 02:57:00,Add To Cart,Tablet,Email,SES-732953075
EVT-00019100,CUS-007006,CMP-0031,2022-01-08 16:04:00,Impression,Desktop,Paid Search,SES-831461180
EVT-00019101,CUS-003344,CMP-0023,2020-02-03 23:21:00,Impression,Desktop,Email,SES-762709669
EVT-00019102,CUS-009837,CMP-0033,2021-01-07 13:02:00,Impression,Mobile,SMS,SES-802844317
EVT-00019103,CUS-005474,CMP-0034,2025-11-25 20:03:00,Product View,Tablet,Social,SES-728380295
EVT-00019104,CUS-007967,CMP-0047,2023-04-02 04:48:00,Impression,Tablet,Social,SES-989509773
EVT-00019105,CUS-005762,CMP-0002,2020-04-17 14:26:00,Product View,Tablet,Social,SES-159720157
EVT-00019106,CUS-008896,CMP-0036,2023-10-17 05:52:00,Click,Mobile,SMS,SES-360569744
EVT-00019107,CUS-003706,CMP-0015,2024-09-25 18:23:00,Impression,Desktop,SMS,SES-863651582
EVT-00019108,CUS-009576,CMP-0022,2024-10-24 21:57:00,Product View,Tablet,SMS,SES-433537109
EVT-00019109,CUS-004053,CMP-0013,2026-01-31 06:02:00,Add To Cart,Tablet,Push,SES-121505165
EVT-00019110,CUS-003423,CMP-0013,2026-02-03 07:49:00,Impression,Mobile,Push,SES-632744067
EVT-00019111,CUS-009865,CMP-0011,2023-09-26 08:20:00,Product View,Tablet,Paid Search,SES-417227842
EVT-00019112,CUS-010787,CMP-0031,2022-01-01 17:48:00,Impression,Desktop,Paid Search,SES-586666386
EVT-00019113,CUS-005001,CMP-0040,2023-11-04 14:41:00,Impression,Mobile,Email,SES-275365482
EVT-00019114,CUS-007894,CMP-0023,2020-02-21 16:33:00,Add To Cart,Desktop,Email,SES-113627443
EVT-00019115,CUS-004190,CMP-0033,2020-12-11 08:35:00,Click,Desktop,SMS,SES-414940541
EVT-00019116,CUS-007115,CMP-0046,2022-09-13 19:15:00,Product View,Desktop,Email,SES-251136341
EVT-00019117,CUS-010559,CMP-0021,2024-10-10 01:11:00,Impression,Tablet,SMS,SES-834969427
EVT-00019118,CUS-003706,CMP-0015,2024-09-08 05:53:00,Impression,Desktop,SMS,SES-453505810
EVT-00019119,CUS-003797,CMP-0004,2024-04-07 11:03:00,Product View,Mobile,Paid Search,SES-942802648
EVT-00019120,CUS-010520,CMP-0024,2022-06-12 14:51:00,Impression,Desktop,Paid Search,SES-730633780
EVT-00019121,CUS-010953,CMP-0019,2024-02-01 18:32:00,Impression,Tablet,Social,SES-853379906
EVT-00019122,CUS-005438,CMP-0031,2021-12-30 23:21:00,Impression,Desktop,Paid Search,SES-617184335
EVT-00019123,CUS-007940,CMP-0038,2022-11-11 04:43:00,Impression,Desktop,Paid Search,SES-129118453
EVT-00019124,CUS-008731,CMP-0035,2021-03-08 06:17:00,Add To Cart,Mobile,Email,SES-417877768
EVT-00019125,CUS-005581,CMP-0018,2026-05-30 18:23:00,Impression,Mobile,Push,SES-661802787
EVT-00019126,CUS-011791,CMP-0030,2020-10-25 01:14:00,Conversion,Desktop,Email,SES-601536952
EVT-00019127,CUS-007517,CMP-0047,2023-03-27 19:54:00,Impression,Desktop,Social,SES-928084732
EVT-00019128,CUS-004342,CMP-0032,2020-01-21 02:27:00,Add To Cart,Mobile,SMS,SES-209804944
EVT-00019129,CUS-008581,CMP-0042,2022-06-02 15:15:00,Add To Cart,Tablet,Paid Search,SES-474829239
EVT-00019130,CUS-009457,CMP-0038,2022-11-05 17:53:00,Product View,Mobile,Paid Search,SES-637391363
EVT-00019131,CUS-008073,CMP-0040,2023-11-01 17:11:00,Impression,Tablet,Email,SES-815068500
EVT-00019132,CUS-009093,CMP-0038,2022-10-18 10:33:00,Impression,Mobile,Paid Search,SES-452340208
EVT-00019133,CUS-008379,CMP-0025,2024-04-02 12:27:00,Add To Cart,Tablet,Paid Search,SES-211678515
EVT-00019134,CUS-001311,CMP-0020,2024-02-04 04:54:00,Add To Cart,Desktop,Social,SES-737559363
EVT-00019135,CUS-011522,CMP-0022,2024-10-06 22:53:00,Product View,Tablet,SMS,SES-273470573
EVT-00019136,CUS-009836,CMP-0050,2020-04-26 03:26:00,Product View,Desktop,Push,SES-991228495
EVT-00019137,CUS-009847,CMP-0013,2026-02-11 17:06:00,Add To Cart,Mobile,Push,SES-980733750
EVT-00019138,CUS-005297,CMP-0036,2023-11-01 20:20:00,Impression,Desktop,SMS,SES-675933755
EVT-00019139,CUS-002356,CMP-0036,2023-11-11 09:11:00,Click,Tablet,SMS,SES-188673585
EVT-00019140,CUS-009931,CMP-0024,2022-07-04 23:27:00,Impression,Mobile,Paid Search,SES-446486396
EVT-00019141,CUS-005526,CMP-0019,2024-01-30 22:19:00,Product View,Tablet,Social,SES-811881873
EVT-00019142,CUS-003044,CMP-0010,2021-05-26 12:25:00,Product View,Desktop,SMS,SES-691482450
EVT-00019143,CUS-004349,CMP-0010,2021-05-18 21:08:00,Product View,Desktop,SMS,SES-186327398
EVT-00019144,CUS-009779,CMP-0030,2020-10-08 18:31:00,Open,Mobile,Email,SES-107963474
EVT-00019145,CUS-011269,CMP-0025,2024-04-03 02:22:00,Impression,Mobile,Paid Search,SES-611745994
EVT-00019146,CUS-006125,CMP-0043,2021-07-29 17:35:00,Product View,Desktop,Paid Search,SES-437954501
EVT-00019147,CUS-009967,CMP-0020,2024-01-30 19:03:00,Open,Tablet,Social,SES-109430651
EVT-00019148,CUS-002945,CMP-0014,2025-09-01 16:23:00,Add To Cart,Desktop,Email,SES-365416174
EVT-00019149,CUS-009673,CMP-0026,2024-12-17 20:09:00,Conversion,Desktop,SMS,SES-268310027
EVT-00019150,CUS-006814,CMP-0004,2024-04-12 10:11:00,Open,Mobile,Paid Search,SES-359655902
EVT-00019151,CUS-005808,CMP-0043,2021-07-29 08:39:00,Impression,Desktop,Paid Search,SES-284082084
EVT-00019152,CUS-004127,CMP-0035,2021-04-10 11:45:00,Impression,Desktop,Email,SES-220951583
EVT-00019153,CUS-006102,CMP-0049,2024-07-07 07:32:00,Product View,Tablet,SMS,SES-298294361
EVT-00019154,CUS-000274,CMP-0045,2022-03-02 04:32:00,Product View,Mobile,Social,SES-135344602
EVT-00019155,CUS-001288,CMP-0045,2022-03-06 14:32:00,Impression,Mobile,Social,SES-413265385
EVT-00019156,CUS-010817,CMP-0006,2024-07-24 22:57:00,Impression,Desktop,Push,SES-973483057
EVT-00019157,CUS-001026,CMP-0027,2023-05-06 15:58:00,Impression,Tablet,SMS,SES-937683198
EVT-00019158,CUS-009320,CMP-0045,2022-02-11 06:55:00,Product View,Desktop,Social,SES-164728129
EVT-00019159,CUS-005329,CMP-0001,2022-09-16 10:31:00,Impression,Tablet,Social,SES-213682124
EVT-00019160,CUS-011661,CMP-0001,2022-10-03 21:26:00,Product View,Tablet,Social,SES-309046336
EVT-00019161,CUS-008833,CMP-0010,2021-06-04 19:11:00,Product View,Mobile,SMS,SES-605863202
EVT-00019162,CUS-006141,CMP-0010,2021-06-06 21:22:00,Impression,Tablet,SMS,SES-980634608
EVT-00019163,CUS-002331,CMP-0017,2023-10-27 22:34:00,Open,Desktop,Paid Search,SES-376580196
EVT-00019164,CUS-004633,CMP-0036,2023-11-12 11:08:00,Product View,Tablet,SMS,SES-935922374
EVT-00019165,CUS-002649,CMP-0032,2020-01-04 10:50:00,Impression,Desktop,SMS,SES-303662077
EVT-00019166,CUS-003086,CMP-0046,2022-08-23 14:12:00,Open,Mobile,Email,SES-175103983
EVT-00019167,CUS-011036,CMP-0012,2021-08-30 18:52:00,Open,Tablet,Paid Search,SES-826409518
EVT-00019168,CUS-010156,CMP-0003,2021-01-29 12:18:00,Impression,Mobile,Social,SES-819717202
EVT-00019169,CUS-007655,CMP-0041,2024-01-05 16:28:00,Product View,Desktop,Push,SES-323489333
EVT-00019170,CUS-010581,CMP-0007,2022-02-18 21:00:00,Product View,Mobile,Social,SES-578358597
EVT-00019171,CUS-003953,CMP-0017,2023-11-27 02:58:00,Add To Cart,Mobile,Paid Search,SES-837407544
EVT-00019172,CUS-008933,CMP-0002,2020-04-22 14:05:00,Impression,Desktop,Social,SES-594692858
EVT-00019173,CUS-005682,CMP-0048,2023-03-15 04:55:00,Product View,Tablet,Social,SES-775641067
EVT-00019174,CUS-008381,CMP-0025,2024-03-20 14:10:00,Click,Tablet,Paid Search,SES-329317371
EVT-00019175,CUS-003735,CMP-0022,2024-10-06 13:11:00,Impression,Desktop,SMS,SES-914914924
EVT-00019176,CUS-004172,CMP-0040,2023-11-15 05:30:00,Open,Tablet,Email,SES-394893388
EVT-00019177,CUS-011355,CMP-0035,2021-03-04 17:10:00,Impression,Mobile,Email,SES-555210577
EVT-00019178,CUS-007293,CMP-0050,2020-04-10 19:17:00,Product View,Desktop,Push,SES-650256175
EVT-00019179,CUS-006664,CMP-0011,2023-09-25 10:45:00,Impression,Mobile,Paid Search,SES-643536434
EVT-00019180,CUS-004872,CMP-0014,2025-08-27 01:05:00,Open,Mobile,Email,SES-965726475
EVT-00019181,CUS-009199,CMP-0042,2022-06-03 05:31:00,Impression,Mobile,Paid Search,SES-347897433
EVT-00019182,CUS-007370,CMP-0034,2025-11-16 07:25:00,Open,Mobile,Social,SES-689381161
EVT-00019183,CUS-000284,CMP-0043,2021-07-21 18:30:00,Open,Tablet,Paid Search,SES-324781305
EVT-00019184,CUS-009126,CMP-0025,2024-03-25 00:42:00,Impression,Tablet,Paid Search,SES-524078389
EVT-00019185,CUS-002532,CMP-0006,2024-07-11 21:19:00,Open,Desktop,Push,SES-787551515
EVT-00019186,CUS-007955,CMP-0017,2023-10-28 20:54:00,Open,Tablet,Paid Search,SES-335034961
EVT-00019187,CUS-006194,CMP-0034,2025-11-18 14:03:00,Product View,Tablet,Social,SES-563549599
EVT-00019188,CUS-002880,CMP-0039,2024-12-25 03:55:00,Impression,Desktop,Push,SES-292435993
EVT-00019189,CUS-006161,CMP-0004,2024-04-14 13:46:00,Product View,Tablet,Paid Search,SES-416541117
EVT-00019190,CUS-000329,CMP-0050,2020-04-05 07:29:00,Open,Desktop,Push,SES-573251781
EVT-00019191,CUS-002167,CMP-0010,2021-05-26 05:04:00,Impression,Tablet,SMS,SES-756914597
EVT-00019192,CUS-006864,CMP-0002,2020-04-10 20:32:00,Product View,Mobile,Social,SES-113742561
EVT-00019193,CUS-009301,CMP-0019,2024-01-20 18:12:00,Impression,Desktop,Social,SES-724355353
EVT-00019194,CUS-009919,CMP-0025,2024-04-13 14:35:00,Add To Cart,Tablet,Paid Search,SES-134289997
EVT-00019195,CUS-009472,CMP-0020,2024-01-27 05:51:00,Impression,Mobile,Social,SES-366511130
EVT-00019196,CUS-005063,CMP-0049,2024-07-11 19:59:00,Product View,Mobile,SMS,SES-868542696
EVT-00019197,CUS-006360,CMP-0044,2025-05-27 17:04:00,Impression,Mobile,Email,SES-584855570
EVT-00019198,CUS-001831,CMP-0045,2022-02-25 16:37:00,Impression,Mobile,Social,SES-346616081
EVT-00019199,CUS-001760,CMP-0020,2024-02-12 00:43:00,Impression,Mobile,Social,SES-650314877
EVT-00019200,CUS-010115,CMP-0025,2024-03-23 23:27:00,Product View,Mobile,Paid Search,SES-695467718
EVT-00019201,CUS-006948,CMP-0006,2024-08-02 18:15:00,Product View,Desktop,Push,SES-697184962
EVT-00019202,CUS-004057,CMP-0048,2023-02-21 12:00:00,Add To Cart,Tablet,Social,SES-113500461
EVT-00019203,CUS-003440,CMP-0018,2026-05-25 23:21:00,Impression,Desktop,Push,SES-873243922
EVT-00019204,CUS-003276,CMP-0016,2023-05-24 06:40:00,Conversion,Mobile,SMS,SES-739190258
EVT-00019205,CUS-010391,CMP-0024,2022-07-02 12:04:00,Product View,Tablet,Paid Search,SES-647234237
EVT-00019206,CUS-003146,CMP-0032,2020-01-05 17:50:00,Product View,Tablet,SMS,SES-279970078
EVT-00019207,CUS-007384,CMP-0008,2023-06-03 05:17:00,Product View,Mobile,Email,SES-470236097
EVT-00019208,CUS-004266,CMP-0033,2020-12-31 16:29:00,Impression,Tablet,SMS,SES-628095312
EVT-00019209,CUS-005642,CMP-0045,2022-02-13 14:14:00,Open,Desktop,Social,SES-249563858
EVT-00019210,CUS-001282,CMP-0021,2024-10-20 16:20:00,Click,Desktop,SMS,SES-426761926
EVT-00019211,CUS-006864,CMP-0042,2022-06-03 07:21:00,Product View,Desktop,Paid Search,SES-237339723
EVT-00019212,CUS-000117,CMP-0010,2021-05-18 02:39:00,Impression,Desktop,SMS,SES-508730916
EVT-00019213,CUS-001381,CMP-0001,2022-09-18 12:40:00,Impression,Desktop,Social,SES-206744098
EVT-00019214,CUS-007651,CMP-0020,2024-01-20 03:49:00,Impression,Tablet,Social,SES-753418850
EVT-00019215,CUS-011092,CMP-0022,2024-11-05 14:34:00,Click,Tablet,SMS,SES-914321417
EVT-00019216,CUS-004563,CMP-0011,2023-10-02 02:50:00,Product View,Tablet,Paid Search,SES-106646891
EVT-00019217,CUS-003365,CMP-0026,2024-12-10 11:40:00,Impression,Desktop,SMS,SES-526567592
EVT-00019218,CUS-007079,CMP-0015,2024-09-17 20:54:00,Product View,Mobile,SMS,SES-602468083
EVT-00019219,CUS-009908,CMP-0012,2021-09-01 14:20:00,Conversion,Tablet,Paid Search,SES-879776317
EVT-00019220,CUS-004836,CMP-0024,2022-05-24 03:00:00,Impression,Desktop,Paid Search,SES-382284113
EVT-00019221,CUS-010913,CMP-0004,2024-04-06 04:46:00,Impression,Tablet,Paid Search,SES-967725997
EVT-00019222,CUS-010560,CMP-0040,2023-11-04 17:37:00,Add To Cart,Desktop,Email,SES-969935720
EVT-00019223,CUS-004454,CMP-0009,2022-02-03 02:30:00,Product View,Tablet,Push,SES-311415492
EVT-00019224,CUS-002376,CMP-0046,2022-08-31 15:18:00,Impression,Desktop,Email,SES-967508679
EVT-00019225,CUS-004874,CMP-0024,2022-06-13 19:08:00,Open,Tablet,Paid Search,SES-964665937
EVT-00019226,CUS-001365,CMP-0048,2023-03-11 18:20:00,Product View,Tablet,Social,SES-584277218
EVT-00019227,CUS-001063,CMP-0029,2026-06-20 09:09:00,Click,Mobile,Email,SES-437911761
EVT-00019228,CUS-010816,CMP-0011,2023-09-28 20:52:00,Impression,Mobile,Paid Search,SES-569516229
EVT-00019229,CUS-006395,CMP-0038,2022-10-21 12:01:00,Impression,Desktop,Paid Search,SES-786395669
EVT-00019230,CUS-001585,CMP-0047,2023-04-15 09:03:00,Product View,Desktop,Social,SES-550417432
EVT-00019231,CUS-008361,CMP-0045,2022-02-07 23:43:00,Impression,Mobile,Social,SES-518448548
EVT-00019232,CUS-010637,CMP-0043,2021-07-29 23:53:00,Click,Mobile,Paid Search,SES-814948358
EVT-00019233,CUS-001233,CMP-0009,2022-01-30 23:02:00,Impression,Tablet,Push,SES-153168619
EVT-00019234,CUS-011002,CMP-0036,2023-10-26 23:44:00,Impression,Desktop,SMS,SES-522759414
EVT-00019235,CUS-008659,CMP-0047,2023-04-06 02:53:00,Click,Desktop,Social,SES-765979127
EVT-00019236,CUS-001159,CMP-0034,2025-11-26 21:51:00,Open,Mobile,Social,SES-310022043
EVT-00019237,CUS-001795,CMP-0036,2023-10-20 10:33:00,Impression,Tablet,SMS,SES-657823148
EVT-00019238,CUS-008172,CMP-0044,2025-05-01 04:49:00,Product View,Tablet,Email,SES-339426100
EVT-00019239,CUS-010699,CMP-0046,2022-09-07 04:55:00,Product View,Mobile,Email,SES-562787599
EVT-00019240,CUS-005317,CMP-0020,2024-02-11 11:23:00,Impression,Tablet,Social,SES-705908089
EVT-00019241,CUS-002533,CMP-0019,2024-02-02 01:55:00,Product View,Desktop,Social,SES-209457620
EVT-00019242,CUS-011067,CMP-0042,2022-05-29 17:13:00,Impression,Desktop,Paid Search,SES-396891668
EVT-00019243,CUS-010568,CMP-0033,2021-01-04 12:16:00,Impression,Tablet,SMS,SES-970786810
EVT-00019244,CUS-005423,CMP-0034,2025-11-26 14:04:00,Open,Tablet,Social,SES-137518757
EVT-00019245,CUS-002734,CMP-0008,2023-05-23 18:23:00,Product View,Tablet,Email,SES-435755531
EVT-00019246,CUS-006616,CMP-0047,2023-04-10 08:27:00,Add To Cart,Tablet,Social,SES-774639076
EVT-00019247,CUS-006656,CMP-0009,2022-02-09 14:51:00,Click,Tablet,Push,SES-789094474
EVT-00019248,CUS-000989,CMP-0050,2020-04-16 05:21:00,Impression,Mobile,Push,SES-957984646
EVT-00019249,CUS-004802,CMP-0010,2021-05-17 04:20:00,Product View,Mobile,SMS,SES-506336149
EVT-00019250,CUS-002445,CMP-0044,2025-05-04 14:36:00,Impression,Desktop,Email,SES-417692311
EVT-00019251,CUS-008304,CMP-0029,2026-06-25 09:41:00,Product View,Mobile,Email,SES-197474007
EVT-00019252,CUS-004412,CMP-0015,2024-09-15 20:50:00,Product View,Mobile,SMS,SES-783881913
EVT-00019253,CUS-004511,CMP-0040,2023-10-26 22:03:00,Impression,Tablet,Email,SES-355930167
EVT-00019254,CUS-002271,CMP-0047,2023-03-31 04:01:00,Open,Mobile,Social,SES-483005077
EVT-00019255,CUS-006391,CMP-0044,2025-04-27 19:53:00,Impression,Mobile,Email,SES-519965706
EVT-00019256,CUS-011342,CMP-0018,2026-05-20 19:03:00,Product View,Mobile,Push,SES-615522029
EVT-00019257,CUS-002814,CMP-0029,2026-06-20 11:05:00,Click,Desktop,Email,SES-828300691
EVT-00019258,CUS-001358,CMP-0022,2024-10-19 14:54:00,Impression,Tablet,SMS,SES-954318650
EVT-00019259,CUS-003938,CMP-0021,2024-10-16 22:27:00,Open,Tablet,SMS,SES-147791936
EVT-00019260,CUS-002302,CMP-0027,2023-05-02 08:53:00,Conversion,Mobile,SMS,SES-292521727
EVT-00019261,CUS-011989,CMP-0023,2020-02-07 03:56:00,Conversion,Tablet,Email,SES-157577890
EVT-00019262,CUS-008661,CMP-0001,2022-09-19 04:16:00,Impression,Tablet,Social,SES-624198134
EVT-00019263,CUS-002441,CMP-0021,2024-09-30 00:19:00,Add To Cart,Tablet,SMS,SES-917710392
EVT-00019264,CUS-010433,CMP-0022,2024-11-08 20:05:00,Add To Cart,Desktop,SMS,SES-150947067
EVT-00019265,CUS-005837,CMP-0033,2021-01-07 19:21:00,Add To Cart,Tablet,SMS,SES-908816576
EVT-00019266,CUS-006217,CMP-0036,2023-11-05 07:08:00,Impression,Desktop,SMS,SES-372083614
EVT-00019267,CUS-005012,CMP-0013,2026-02-01 15:14:00,Click,Desktop,Push,SES-835834050
EVT-00019268,CUS-003165,CMP-0001,2022-10-07 05:11:00,Open,Desktop,Social,SES-685990486
EVT-00019269,CUS-010211,CMP-0006,2024-07-18 11:25:00,Impression,Desktop,Push,SES-109841732
EVT-00019270,CUS-009896,CMP-0019,2024-01-28 15:47:00,Impression,Desktop,Social,SES-225211704
EVT-00019271,CUS-005877,CMP-0028,2021-11-25 12:52:00,Impression,Desktop,Social,SES-192364221
EVT-00019272,CUS-004664,CMP-0003,2021-02-26 06:25:00,Click,Desktop,Social,SES-670144308
EVT-00019273,CUS-011206,CMP-0037,2024-11-04 04:20:00,Impression,Desktop,Push,SES-743478408
EVT-00019274,CUS-008666,CMP-0042,2022-06-01 22:51:00,Impression,Mobile,Paid Search,SES-967004493
EVT-00019275,CUS-001046,CMP-0011,2023-10-13 08:52:00,Impression,Mobile,Paid Search,SES-238217261
EVT-00019276,CUS-007861,CMP-0021,2024-10-08 11:26:00,Open,Desktop,SMS,SES-399630204
EVT-00019277,CUS-002556,CMP-0001,2022-09-18 21:22:00,Impression,Mobile,Social,SES-913078878
EVT-00019278,CUS-002064,CMP-0017,2023-11-21 00:53:00,Impression,Mobile,Paid Search,SES-873111444
EVT-00019279,CUS-000726,CMP-0047,2023-04-10 05:39:00,Impression,Tablet,Social,SES-258528957
EVT-00019280,CUS-007632,CMP-0005,2026-07-07 20:27:00,Click,Desktop,SMS,SES-448667659
EVT-00019281,CUS-004211,CMP-0018,2026-05-22 18:30:00,Impression,Tablet,Push,SES-139331260
EVT-00019282,CUS-007107,CMP-0014,2025-08-03 00:20:00,Impression,Desktop,Email,SES-169090914
EVT-00019283,CUS-010193,CMP-0026,2024-12-08 08:05:00,Impression,Mobile,SMS,SES-301608304
EVT-00019284,CUS-011558,CMP-0023,2020-02-21 12:37:00,Click,Tablet,Email,SES-450765808
EVT-00019285,CUS-004511,CMP-0007,2022-02-12 01:30:00,Conversion,Mobile,Social,SES-205672576
EVT-00019286,CUS-004296,CMP-0018,2026-05-23 06:17:00,Add To Cart,Desktop,Push,SES-683584505
EVT-00019287,CUS-006538,CMP-0019,2024-02-02 16:16:00,Click,Desktop,Social,SES-944359995
EVT-00019288,CUS-000275,CMP-0045,2022-02-04 17:09:00,Click,Mobile,Social,SES-964948933
EVT-00019289,CUS-010080,CMP-0019,2024-01-16 05:54:00,Impression,Mobile,Social,SES-194262515
EVT-00019290,CUS-010422,CMP-0020,2024-02-18 23:39:00,Click,Tablet,Social,SES-475675513
EVT-00019291,CUS-006363,CMP-0001,2022-09-27 16:38:00,Impression,Tablet,Social,SES-362891898
EVT-00019292,CUS-004658,CMP-0023,2020-02-25 17:57:00,Product View,Desktop,Email,SES-312983143
EVT-00019293,CUS-010218,CMP-0009,2022-01-28 04:47:00,Impression,Mobile,Push,SES-849826591
EVT-00019294,CUS-001650,CMP-0035,2021-03-28 02:23:00,Conversion,Mobile,Email,SES-117002167
EVT-00019295,CUS-002561,CMP-0003,2021-02-24 19:50:00,Conversion,Desktop,Social,SES-285001136
EVT-00019296,CUS-008623,CMP-0036,2023-10-25 15:03:00,Open,Tablet,SMS,SES-824553175
EVT-00019297,CUS-007212,CMP-0028,2021-11-25 14:02:00,Conversion,Desktop,Social,SES-276497855
EVT-00019298,CUS-007552,CMP-0022,2024-10-28 16:35:00,Product View,Desktop,SMS,SES-183435819
EVT-00019299,CUS-009681,CMP-0029,2026-07-01 14:07:00,Product View,Mobile,Email,SES-561169729
EVT-00019300,CUS-010937,CMP-0033,2021-01-10 19:22:00,Open,Mobile,SMS,SES-352188913
EVT-00019301,CUS-008126,CMP-0044,2025-05-27 22:43:00,Click,Tablet,Email,SES-780617904
EVT-00019302,CUS-001735,CMP-0005,2026-07-07 16:13:00,Impression,Tablet,SMS,SES-677870501
EVT-00019303,CUS-007907,CMP-0041,2024-01-29 17:33:00,Impression,Tablet,Push,SES-240962383
EVT-00019304,CUS-008324,CMP-0043,2021-07-28 01:18:00,Product View,Tablet,Paid Search,SES-906757917
EVT-00019305,CUS-000745,CMP-0047,2023-04-11 05:57:00,Click,Tablet,Social,SES-377839510
EVT-00019306,CUS-007473,CMP-0010,2021-05-16 02:31:00,Product View,Desktop,SMS,SES-429330671
EVT-00019307,CUS-008976,CMP-0016,2023-05-22 00:59:00,Conversion,Desktop,SMS,SES-658780101
EVT-00019308,CUS-001689,CMP-0027,2023-05-16 03:49:00,Product View,Tablet,SMS,SES-356115730
EVT-00019309,CUS-004554,CMP-0030,2020-10-09 14:20:00,Impression,Desktop,Email,SES-108679164
EVT-00019310,CUS-008954,CMP-0047,2023-04-03 23:18:00,Product View,Mobile,Social,SES-118535601
EVT-00019311,CUS-008541,CMP-0040,2023-10-28 05:25:00,Impression,Tablet,Email,SES-898334375
EVT-00019312,CUS-000569,CMP-0016,2023-05-21 20:16:00,Impression,Mobile,SMS,SES-722170034
EVT-00019313,CUS-010264,CMP-0024,2022-07-01 07:04:00,Impression,Tablet,Paid Search,SES-978777052
EVT-00019314,CUS-001258,CMP-0015,2024-09-18 20:56:00,Add To Cart,Desktop,SMS,SES-541936961
EVT-00019315,CUS-004830,CMP-0029,2026-07-05 09:38:00,Add To Cart,Mobile,Email,SES-314236819
EVT-00019316,CUS-002645,CMP-0027,2023-05-06 09:08:00,Open,Desktop,SMS,SES-392784402
EVT-00019317,CUS-004766,CMP-0001,2022-10-03 13:31:00,Impression,Mobile,Social,SES-931330100
EVT-00019318,CUS-003830,CMP-0047,2023-04-14 17:14:00,Impression,Tablet,Social,SES-260261420
EVT-00019319,CUS-007632,CMP-0031,2022-01-11 00:07:00,Impression,Mobile,Paid Search,SES-849531542
EVT-00019320,CUS-000423,CMP-0015,2024-09-12 14:19:00,Open,Mobile,SMS,SES-488102489
EVT-00019321,CUS-000684,CMP-0041,2024-01-06 02:25:00,Product View,Mobile,Push,SES-494115585
EVT-00019322,CUS-002483,CMP-0049,2024-07-08 01:43:00,Impression,Tablet,SMS,SES-636053930
EVT-00019323,CUS-009220,CMP-0033,2020-12-15 21:05:00,Click,Desktop,SMS,SES-528223038
EVT-00019324,CUS-007983,CMP-0049,2024-06-30 22:01:00,Conversion,Mobile,SMS,SES-723522568
EVT-00019325,CUS-007649,CMP-0034,2025-11-23 19:23:00,Product View,Desktop,Social,SES-707571136
EVT-00019326,CUS-004552,CMP-0021,2024-10-09 15:55:00,Product View,Mobile,SMS,SES-246378275
EVT-00019327,CUS-008497,CMP-0032,2020-01-18 00:58:00,Product View,Desktop,SMS,SES-253293966
EVT-00019328,CUS-010961,CMP-0010,2021-05-17 20:11:00,Impression,Mobile,SMS,SES-891953710
