payment_id,order_id,customer_id,payment_date,payment_method,payment_provider,payment_status,transaction_reference,amount,refund_amount,failed
PAY-00027407,ORD-00027407,CUS-004864,2021-02-23,Buy Now Pay Later,FlexPay,Successful,TXN-58814702915,354.49,0.0,0
PAY-00027408,ORD-00027408,CUS-011606,2021-08-28,Cash,Store POS,Successful,TXN-73782382592,342.64,0.0,0
PAY-00027409,ORD-00027409,CUS-011874,2025-02-09,Buy Now Pay Later,FlexPay,Successful,TXN-18356164550,479.02,0.0,0
PAY-00027410,ORD-00027410,CUS-009077,2021-05-01,Digital Wallet,WalletPay,Successful,TXN-56020425072,34.31,0.0,0
PAY-00027411,ORD-00027411,CUS-000889,2026-02-14,Buy Now Pay Later,FlexPay,Successful,TXN-93049417690,586.66,0.0,0
PAY-00027412,ORD-00027412,CUS-001508,2026-06-29,Card,Bank Gateway,Successful,TXN-46534420749,174.0,0.0,0
PAY-00027413,ORD-00027413,CUS-003235,2022-03-31,Buy Now Pay Later,FlexPay,Successful,TXN-65187666839,205.11,0.0,0
PAY-00027414,ORD-00027414,CUS-002133,2020-02-23,Card,Bank Gateway,Successful,TXN-96767562173,192.48,0.0,0
PAY-00027415,ORD-00027415,CUS-011913,2021-12-04,Digital Wallet,WalletPay,Successful,TXN-64851171226,520.48,0.0,0
PAY-00027416,ORD-00027416,CUS-005263,2020-11-11,Card,Bank Gateway,Successful,TXN-10540230933,1149.47,0.0,0
PAY-00027417,ORD-00027417,CUS-002180,2020-03-18,Card,Bank Gateway,Successful,TXN-99084044342,454.91,0.0,0
PAY-00027418,ORD-00027418,CUS-006678,2025-05-18,Buy Now Pay Later,FlexPay,Successful,TXN-46111312973,66.73,0.0,0
PAY-00027419,ORD-00027419,CUS-011005,2020-09-22,Card,Bank Gateway,Successful,TXN-70466737047,490.6,0.0,0
PAY-00027420,ORD-00027420,CUS-005966,2025-01-29,Digital Wallet,WalletPay,Successful,TXN-37924733696,255.75,0.0,0
PAY-00027421,ORD-00027421,CUS-002019,2024-06-12,Card,Bank Gateway,Successful,TXN-73596264801,225.52,0.0,0
PAY-00027422,ORD-00027422,CUS-006284,2023-02-13,EFT,Bank Transfer,Successful,TXN-20842360312,53.95,0.0,0
PAY-00027423,ORD-00027423,CUS-001746,2022-02-15,Cash,Store POS,Successful,TXN-78452530223,329.14,0.0,0
PAY-00027424,ORD-00027424,CUS-010179,2022-07-26,Card,Bank Gateway,Successful,TXN-31511176214,360.02,0.0,0
PAY-00027425,ORD-00027425,CUS-001814,2022-01-24,Cash,Store POS,Successful,TXN-67666611733,199.63,0.0,0
PAY-00027426,ORD-00027426,CUS-001181,2022-04-23,Buy Now Pay Later,FlexPay,Successful,TXN-48333067903,88.06,0.0,0
PAY-00027427,ORD-00027427,CUS-011919,2021-10-16,Buy Now Pay Later,FlexPay,Successful,TXN-22011642210,142.82,0.0,0
PAY-00027428,ORD-00027428,,2026-06-27,Digital Wallet,WalletPay,Successful,TXN-37791524484,1016.98,0.0,0
PAY-00027429,ORD-00027429,CUS-009248,2026-02-13,EFT,Bank Transfer,Successful,TXN-12518782216,136.59,0.0,0
PAY-00027430,ORD-00027430,CUS-000944,2025-10-11,Cash,Store POS,Pending,TXN-18324214144,157.42,0.0,1
PAY-00027431,ORD-00027431,CUS-008391,2025-08-05,EFT,Bank Transfer,Successful,TXN-16264802150,321.55,0.0,0
PAY-00027432,ORD-00027432,CUS-007482,2021-09-29,Buy Now Pay Later,FlexPay,Successful,TXN-35848880906,376.18,0.0,0
PAY-00027433,ORD-00027433,CUS-010034,2025-10-11,Card,Bank Gateway,Successful,TXN-53766649935,31.24,0.0,0
PAY-00027434,ORD-00027434,CUS-005970,2023-01-27,EFT,Bank Transfer,Successful,TXN-17855592525,975.62,0.0,0
PAY-00027435,ORD-00027435,CUS-005664,2021-02-02,Buy Now Pay Later,FlexPay,Successful,TXN-94782543076,29.44,0.0,0
PAY-00027436,ORD-00027436,CUS-010583,2024-12-20,EFT,Bank Transfer,Successful,TXN-39265765452,91.62,0.0,0
PAY-00027437,ORD-00027437,CUS-006359,2026-06-05,Card,Bank Gateway,Successful,TXN-47437265656,418.01,0.0,0
PAY-00027438,ORD-00027438,CUS-007705,2025-06-30,EFT,Bank Transfer,Successful,TXN-18365925861,507.52,0.0,0
PAY-00027439,ORD-00027439,CUS-011523,2020-02-15,Cash,Store POS,Successful,TXN-76985591782,258.57,0.0,0
PAY-00027440,ORD-00027440,CUS-010637,2020-10-23,EFT,Bank Transfer,Successful,TXN-96802368898,51.14,0.0,0
PAY-00027441,ORD-00027441,CUS-010309,2020-11-16,Card,Bank Gateway,Successful,TXN-40822168332,354.24,0.0,0
PAY-00027442,ORD-00027442,CUS-011696,2026-05-15,Cash,Store POS,Successful,TXN-44583566280,341.89,0.0,0
PAY-00027443,ORD-00027443,CUS-001209,2023-07-15,Buy Now Pay Later,FlexPay,Successful,TXN-80279635478,394.47,0.0,0
PAY-00027444,ORD-00027444,CUS-008784,2025-06-17,Card,Bank Gateway,Successful,TXN-84006853028,468.0,0.0,0
PAY-00027445,ORD-00027445,CUS-001849,2020-11-28,Card,Bank Gateway,Successful,TXN-68884358239,48.87,0.0,0
PAY-00027446,ORD-00027446,CUS-001864,2023-05-10,EFT,Bank Transfer,Successful,TXN-98957132284,281.76,0.0,0
PAY-00027447,ORD-00027447,CUS-002511,2022-06-25,Buy Now Pay Later,FlexPay,Pending,TXN-21852744513,420.4,0.0,1
PAY-00027448,ORD-00027448,CUS-002450,2023-05-03,EFT,Bank Transfer,Successful,TXN-76114687377,18.04,0.0,0
PAY-00027449,ORD-00027449,CUS-005564,2024-06-18,Buy Now Pay Later,FlexPay,Successful,TXN-45133331228,395.98,0.0,0
PAY-00027450,ORD-00027450,CUS-005847,2023-05-19,Buy Now Pay Later,FlexPay,Pending,TXN-63335314715,323.54,0.0,1
PAY-00027451,ORD-00027451,CUS-001526,2020-06-27,Cash,Store POS,Successful,TXN-62007910521,470.58,0.0,0
PAY-00027452,ORD-00027452,CUS-005095,2025-06-08,Digital Wallet,WalletPay,Successful,TXN-82075638948,91.62,0.0,0
PAY-00027453,ORD-00027453,CUS-001891,2026-01-19,Card,Bank Gateway,Successful,TXN-49625500878,135.7,0.0,0
PAY-00027454,ORD-00027454,CUS-000686,2023-08-23,Cash,Store POS,Successful,TXN-60626917743,98.91,0.0,0
PAY-00027455,ORD-00027455,CUS-007847,2021-03-20,Digital Wallet,WalletPay,Successful,TXN-15303881107,347.58,0.0,0
PAY-00027456,ORD-00027456,CUS-010202,2025-05-31,Card,Bank Gateway,Successful,TXN-66035478279,159.56,0.0,0
PAY-00027457,ORD-00027457,CUS-000301,2023-12-29,Cash,Store POS,Successful,TXN-83916154476,237.35,0.0,0
PAY-00027458,ORD-00027458,CUS-011694,2025-10-02,Buy Now Pay Later,FlexPay,Pending,TXN-71239837224,168.35,0.0,1
PAY-00027459,ORD-00027459,CUS-008454,2024-02-07,Cash,Store POS,Successful,TXN-22490515440,115.55,0.0,0
PAY-00027460,ORD-00027460,CUS-005284,2024-09-05,Buy Now Pay Later,FlexPay,Successful,TXN-15256212300,467.89,0.0,0
PAY-00027461,ORD-00027461,CUS-004905,2025-03-24,Buy Now Pay Later,FlexPay,Successful,TXN-67753967519,425.42,0.0,0
PAY-00027462,ORD-00027462,CUS-004787,2020-04-24,EFT,Bank Transfer,Successful,TXN-67603421960,340.79,0.0,0
PAY-00027463,ORD-00027463,CUS-003742,2021-08-17,EFT,Bank Transfer,Successful,TXN-24408188913,290.14,0.0,0
PAY-00027464,ORD-00027464,CUS-005892,2022-12-26,Cash,Store POS,Successful,TXN-98540811332,151.42,0.0,0
PAY-00027465,ORD-00027465,CUS-006476,2024-09-18,Buy Now Pay Later,FlexPay,Successful,TXN-79338876812,147.0,0.0,0
PAY-00027466,ORD-00027466,CUS-005028,2021-09-14,Buy Now Pay Later,FlexPay,Reversed,TXN-12787325132,176.06,176.06,1
PAY-00027467,ORD-00027467,CUS-004550,2022-12-29,EFT,Bank Transfer,Successful,TXN-81507858980,667.29,0.0,0
PAY-00027468,ORD-00027468,CUS-004974,2020-04-15,Digital Wallet,WalletPay,Successful,TXN-25311984817,254.32,0.0,0
PAY-00027469,ORD-00027469,CUS-003170,2024-03-19,Card,Bank Gateway,Successful,TXN-69271443740,391.83,0.0,0
PAY-00027470,ORD-00027470,CUS-003137,2024-04-27,Digital Wallet,WalletPay,Successful,TXN-10194495444,278.34,0.0,0
PAY-00027471,ORD-00027471,CUS-011889,2023-08-25,Digital Wallet,WalletPay,Reversed,TXN-40235158803,320.23,320.23,1
PAY-00027472,ORD-00027472,CUS-010149,2023-06-02,Card,Bank Gateway,Successful,TXN-10286227716,278.17,0.0,0
PAY-00027473,ORD-00027473,CUS-009661,2026-08-27,Card,Bank Gateway,Successful,TXN-95941581061,160.74,0.0,0
PAY-00027474,ORD-00027474,CUS-002786,2020-05-28,Card,Bank Gateway,Successful,TXN-24378118219,540.53,0.0,0
PAY-00027475,ORD-00027475,CUS-003042,2024-09-22,Buy Now Pay Later,FlexPay,Successful,TXN-16663664596,511.24,0.0,0
PAY-00027476,ORD-00027476,CUS-001436,2024-02-22,Buy Now Pay Later,FlexPay,Successful,TXN-75056548026,123.84,0.0,0
PAY-00027477,ORD-00027477,,2023-01-02,Card,Bank Gateway,Successful,TXN-12439783954,185.25,0.0,0
PAY-00027478,ORD-00027478,CUS-010701,2021-04-07,Digital Wallet,WalletPay,Successful,TXN-35781465181,149.9,0.0,0
PAY-00027479,ORD-00027479,CUS-005406,2026-03-25,EFT,Bank Transfer,Successful,TXN-42489037858,880.53,0.0,0
PAY-00027480,ORD-00027480,CUS-011823,2026-03-31,Buy Now Pay Later,FlexPay,Successful,TXN-36284570034,236.26,0.0,0
PAY-00027481,ORD-00027481,CUS-011037,2022-04-07,Card,Bank Gateway,Successful,TXN-31043484317,230.84,0.0,0
PAY-00027482,ORD-00027482,CUS-009965,2024-08-23,Buy Now Pay Later,FlexPay,Successful,TXN-72868823213,79.89,0.0,0
PAY-00027483,ORD-00027483,CUS-002317,2020-09-20,EFT,Bank Transfer,Successful,TXN-86974786584,329.98,0.0,0
PAY-00027484,ORD-00027484,CUS-008203,2020-01-10,Buy Now Pay Later,FlexPay,Successful,TXN-10354984314,217.24,0.0,0
PAY-00027485,ORD-00027485,CUS-000709,2026-06-09,Digital Wallet,WalletPay,Successful,TXN-31935517609,121.69,0.0,0
PAY-00027486,ORD-00027486,CUS-006671,2025-10-22,Cash,Store POS,Successful,TXN-76311921202,267.32,0.0,0
PAY-00027487,ORD-00027487,CUS-000806,2020-01-22,Cash,Store POS,Successful,TXN-89294354754,86.43,0.0,0
PAY-00027488,ORD-00027488,CUS-001750,2020-06-07,Digital Wallet,WalletPay,Successful,TXN-91934582647,39.7,0.0,0
PAY-00027489,ORD-00027489,CUS-011058,2021-01-03,Cash,Store POS,Successful,TXN-35869318235,134.72,0.0,0
PAY-00027490,ORD-00027490,CUS-008295,2020-01-29,EFT,Bank Transfer,Reversed,TXN-19157526699,123.46,123.46,1
PAY-00027491,ORD-00027491,CUS-006949,2022-06-26,Buy Now Pay Later,FlexPay,Successful,TXN-25173953046,83.26,0.0,0
PAY-00027492,ORD-00027492,CUS-001553,2022-08-19,EFT,Bank Transfer,Successful,TXN-94281784301,183.47,0.0,0
PAY-00027493,ORD-00027493,CUS-005354,2024-05-31,Digital Wallet,WalletPay,Successful,TXN-40090347062,492.97,0.0,0
PAY-00027494,ORD-00027494,CUS-005079,2021-01-13,Card,Bank Gateway,Successful,TXN-46753211732,98.53,0.0,0
PAY-00027495,ORD-00027495,CUS-009228,2025-11-06,Card,Bank Gateway,Successful,TXN-78003780625,92.32,0.0,0
PAY-00027496,ORD-00027496,CUS-001173,2025-06-13,Digital Wallet,WalletPay,Successful,TXN-46474871279,154.9,0.0,0
PAY-00027497,ORD-00027497,CUS-004492,2024-08-31,Digital Wallet,WalletPay,Successful,TXN-13368907453,220.96,0.0,0
PAY-00027498,ORD-00027498,CUS-011287,2026-04-18,Cash,Store POS,Reversed,TXN-66037902750,98.56,98.56,1
PAY-00027499,ORD-00027499,CUS-003182,2021-04-12,EFT,Bank Transfer,Successful,TXN-91644051841,418.67,0.0,0
PAY-00027500,ORD-00027500,CUS-009232,2025-03-21,Digital Wallet,WalletPay,Successful,TXN-35792006770,224.26,0.0,0
PAY-00027501,ORD-00027501,CUS-004415,2022-11-27,Cash,Store POS,Successful,TXN-31325125081,188.42,0.0,0
PAY-00027502,ORD-00027502,CUS-001401,2022-06-15,Buy Now Pay Later,FlexPay,Pending,TXN-66974979909,191.43,0.0,1
PAY-00027503,ORD-00027503,CUS-008811,2024-07-13,Cash,Store POS,Successful,TXN-38036699253,264.14,0.0,0
PAY-00027504,ORD-00027504,CUS-004668,2021-12-12,Digital Wallet,WalletPay,Successful,TXN-22585242716,96.94,0.0,0
PAY-00027505,ORD-00027505,CUS-006457,2020-02-15,Digital Wallet,WalletPay,Successful,TXN-51036011836,48.98,0.0,0
PAY-00027506,ORD-00027506,CUS-006695,2022-04-13,Digital Wallet,WalletPay,Successful,TXN-41747601477,698.31,0.0,0
PAY-00027507,ORD-00027507,CUS-003631,2025-03-12,EFT,Bank Transfer,Successful,TXN-11741707074,223.57,0.0,0
PAY-00027508,ORD-00027508,CUS-010285,2020-07-29,Digital Wallet,WalletPay,Successful,TXN-89879537204,231.72,0.0,0
PAY-00027509,ORD-00027509,CUS-008499,2025-09-09,Cash,Store POS,Successful,TXN-82720901171,555.07,0.0,0
PAY-00027510,ORD-00027510,CUS-006306,2026-01-08,Cash,Store POS,Pending,TXN-82302420728,334.77,0.0,1
PAY-00027511,ORD-00027511,CUS-006425,2023-02-25,Digital Wallet,WalletPay,Successful,TXN-92450158682,204.26,0.0,0
PAY-00027512,ORD-00027512,CUS-004439,2021-08-17,Cash,Store POS,Successful,TXN-54934377895,79.49,0.0,0
PAY-00027513,ORD-00027513,CUS-007954,2025-05-31,Cash,Store POS,Successful,TXN-66997101567,130.45,0.0,0
PAY-00027514,ORD-00027514,CUS-011137,2021-08-31,Card,Bank Gateway,Successful,TXN-92888935871,307.71,0.0,0
PAY-00027515,ORD-00027515,CUS-002885,2021-05-21,Card,Bank Gateway,Successful,TXN-33656026980,315.22,0.0,0
PAY-00027516,ORD-00027516,CUS-000092,2024-10-08,Card,Bank Gateway,Reversed,TXN-42830834527,484.33,484.33,1
PAY-00027517,ORD-00027517,CUS-002787,2022-02-14,Cash,Store POS,Successful,TXN-30769091952,117.95,0.0,0
PAY-00027518,ORD-00027518,CUS-004679,2024-02-12,Buy Now Pay Later,FlexPay,Successful,TXN-63908266974,460.01,0.0,0
PAY-00027519,ORD-00027519,CUS-006864,2021-07-10,Digital Wallet,WalletPay,Successful,TXN-20057503704,350.09,0.0,0
PAY-00027520,ORD-00027520,CUS-000510,2026-05-22,Digital Wallet,WalletPay,Successful,TXN-33163445544,160.97,0.0,0
PAY-00027521,ORD-00027521,CUS-008014,2021-06-22,Cash,Store POS,Successful,TXN-65858750632,315.0,0.0,0
PAY-00027522,ORD-00027522,CUS-001767,2026-07-16,Buy Now Pay Later,FlexPay,Successful,TXN-10503741905,116.05,0.0,0
PAY-00027523,ORD-00027523,CUS-007412,2025-01-19,Buy Now Pay Later,FlexPay,Successful,TXN-52105795569,85.63,0.0,0
PAY-00027524,ORD-00027524,CUS-003751,2022-10-12,Digital Wallet,WalletPay,Successful,TXN-44111597011,332.28,0.0,0
PAY-00027525,ORD-00027525,CUS-003633,2024-07-23,Cash,Store POS,Successful,TXN-49447791158,121.28,0.0,0
PAY-00027526,ORD-00027526,CUS-007778,2026-02-19,Buy Now Pay Later,FlexPay,Successful,TXN-25806752946,264.14,0.0,0
PAY-00027527,ORD-00027527,CUS-004806,2024-03-05,Buy Now Pay Later,FlexPay,Successful,TXN-92857236427,151.9,0.0,0
PAY-00027528,ORD-00027528,CUS-011548,2026-05-13,Cash,Store POS,Successful,TXN-89023458440,15.13,0.0,0
PAY-00027529,ORD-00027529,CUS-003331,2026-02-12,Buy Now Pay Later,FlexPay,Successful,TXN-28352357222,177.59,0.0,0
PAY-00027530,ORD-00027530,CUS-002254,2025-09-14,Digital Wallet,WalletPay,Successful,TXN-99565901155,429.44,0.0,0
PAY-00027531,ORD-00027531,CUS-009816,2026-02-14,Buy Now Pay Later,FlexPay,Successful,TXN-80113163010,353.51,0.0,0
PAY-00027532,ORD-00027532,CUS-000914,2026-03-19,Cash,Store POS,Pending,TXN-82676692850,415.28,0.0,1
PAY-00027533,ORD-00027533,CUS-003866,2020-02-27,Buy Now Pay Later,FlexPay,Successful,TXN-29394077409,181.84,0.0,0
PAY-00027534,ORD-00027534,CUS-010915,2023-12-31,EFT,Bank Transfer,Successful,TXN-66695411811,67.7,0.0,0
PAY-00027535,ORD-00027535,CUS-009537,2024-06-12,Buy Now Pay Later,FlexPay,Successful,TXN-14842481793,241.22,0.0,0
PAY-00027536,ORD-00027536,CUS-009262,2020-10-05,Cash,Store POS,Successful,TXN-28358213103,238.45,0.0,0
PAY-00027537,ORD-00027537,CUS-004646,2024-06-03,Cash,Store POS,Successful,TXN-66931368576,166.59,0.0,0
PAY-00027538,ORD-00027538,CUS-001512,2025-09-23,Cash,Store POS,Successful,TXN-49417059576,175.05,0.0,0
PAY-00027539,ORD-00027539,CUS-010375,2024-12-08,Digital Wallet,WalletPay,Successful,TXN-32671228784,110.3,0.0,0
PAY-00027540,ORD-00027540,CUS-006359,2022-01-18,EFT,Bank Transfer,Successful,TXN-85545941149,169.11,0.0,0
PAY-00027541,ORD-00027541,CUS-005054,2023-04-07,EFT,Bank Transfer,Reversed,TXN-84436188972,135.14,135.14,1
PAY-00027542,ORD-00027542,CUS-001876,2026-03-01,Digital Wallet,WalletPay,Successful,TXN-57614239477,185.63,0.0,0
PAY-00027543,ORD-00027543,CUS-000650,2021-10-19,EFT,Bank Transfer,Successful,TXN-75760179177,313.68,0.0,0
PAY-00027544,ORD-00027544,CUS-001109,2023-06-17,EFT,Bank Transfer,Successful,TXN-36808391899,469.04,0.0,0
PAY-00027545,ORD-00027545,CUS-009647,2025-08-01,Cash,Store POS,Successful,TXN-52792741343,112.24,0.0,0
PAY-00027546,ORD-00027546,CUS-000105,2023-04-06,Digital Wallet,WalletPay,Successful,TXN-34630916076,135.57,0.0,0
PAY-00027547,ORD-00027547,CUS-003658,2020-09-21,Card,Bank Gateway,Successful,TXN-14032627127,601.15,0.0,0
PAY-00027548,ORD-00027548,CUS-006013,2025-07-16,Card,Bank Gateway,Successful,TXN-87204522388,169.23,0.0,0
PAY-00027549,ORD-00027549,CUS-008831,2022-04-10,Card,Bank Gateway,Successful,TXN-55973569439,210.02,0.0,0
PAY-00027550,ORD-00027550,CUS-003622,2022-08-03,EFT,Bank Transfer,Successful,TXN-82829132862,358.67,0.0,0
PAY-00027551,ORD-00027551,CUS-000296,2025-08-12,Card,Bank Gateway,Successful,TXN-42689013563,328.88,0.0,0
PAY-00027552,ORD-00027552,CUS-009942,2020-09-15,Cash,Store POS,Successful,TXN-89376451309,171.64,0.0,0
PAY-00027553,ORD-00027553,CUS-011666,2024-12-21,Cash,Store POS,Pending,TXN-29524451431,50.13,0.0,1
PAY-00027554,ORD-00027554,CUS-001119,2025-03-22,EFT,Bank Transfer,Pending,TXN-83902180503,46.62,0.0,1
PAY-00027555,ORD-00027555,CUS-007598,2025-12-16,EFT,Bank Transfer,Successful,TXN-42613048905,177.43,0.0,0
PAY-00027556,ORD-00027556,CUS-008874,2021-12-08,Card,Bank Gateway,Successful,TXN-60480769340,324.44,0.0,0
PAY-00027557,ORD-00027557,CUS-004422,2020-02-27,Cash,Store POS,Pending,TXN-90821341816,621.38,0.0,1
PAY-00027558,ORD-00027558,CUS-007578,2025-08-20,Cash,Store POS,Successful,TXN-69833034831,227.12,0.0,0
PAY-00027559,ORD-00027559,CUS-008051,2021-01-11,EFT,Bank Transfer,Successful,TXN-24658401357,227.89,0.0,0
PAY-00027560,ORD-00027560,CUS-008637,2026-02-07,Card,Bank Gateway,Reversed,TXN-97838597629,426.23,426.23,1
PAY-00027561,ORD-00027561,CUS-005433,2024-09-28,Digital Wallet,WalletPay ,Successful,TXN-32261221896,90.6,0.0,0
PAY-00027562,ORD-00027562,CUS-011255,2022-08-11,EFT,Bank Transfer,Successful,TXN-20774410667,226.22,0.0,0
PAY-00027563,ORD-00027563,CUS-010501,2022-06-22,EFT,Bank Transfer,Successful,TXN-92054471172,116.22,0.0,0
PAY-00027564,ORD-00027564,CUS-009561,2024-06-19,Buy Now Pay Later,FlexPay,Successful,TXN-78763566681,427.21,0.0,0
PAY-00027565,ORD-00027565,CUS-009582,2025-09-06,Card,Bank Gateway,Successful,TXN-90032724527,358.38,0.0,0
PAY-00027566,ORD-00027566,,2020-02-12,EFT,Bank Transfer,Successful,TXN-99342334598,314.69,0.0,0
PAY-00027567,ORD-00027567,CUS-000800,2020-02-21,Digital Wallet,WalletPay,Reversed,TXN-19086016407,394.14,394.14,1
PAY-00027568,ORD-00027568,CUS-006519,2025-04-16,Card,Bank Gateway,Successful,TXN-76754264035,201.69,0.0,0
PAY-00027569,ORD-00027569,CUS-006042,2022-09-22,EFT,Bank Transfer,Pending,TXN-41448743111,352.61,0.0,1
PAY-00027570,ORD-00027570,CUS-008307,2023-01-23,Digital Wallet,WalletPay,Successful,TXN-75372228429,248.66,0.0,0
PAY-00027571,ORD-00027571,CUS-008468,2020-01-24,Cash,Store POS,Successful,TXN-14588360031,344.17,0.0,0
PAY-00027572,ORD-00027572,CUS-010480,2021-10-05,Digital Wallet,WalletPay,Successful,TXN-79896606706,569.19,0.0,0
PAY-00027573,ORD-00027573,CUS-002620,2024-01-03,Buy Now Pay Later,FlexPay,Successful,TXN-55260824066,25.51,0.0,0
PAY-00027574,ORD-00027574,CUS-011413,2025-10-31,EFT,Bank Transfer,Pending,TXN-48178156852,232.95,0.0,1
PAY-00027575,ORD-00027575,CUS-007198,2020-11-04,Buy Now Pay Later,FlexPay,Successful,TXN-59715849974,381.03,0.0,0
PAY-00027576,ORD-00027576,CUS-001842,2022-09-23,EFT,Bank Transfer,Successful,TXN-52425233272,142.95,0.0,0
PAY-00027577,ORD-00027577,CUS-007556,2024-11-29,EFT,Bank Transfer,Successful,TXN-98634153117,30.23,0.0,0
PAY-00027578,ORD-00027578,CUS-005012,2025-06-27,Card,Bank Gateway,Successful,TXN-36181019540,174.94,0.0,0
PAY-00027579,ORD-00027579,CUS-004501,2023-04-06,Cash,Store POS,Successful,TXN-11155902259,540.02,0.0,0
PAY-00027580,ORD-00027580,CUS-003806,2022-10-20,Cash,Store POS,Successful,TXN-47722561503,199.21,0.0,0
PAY-00027581,ORD-00027581,CUS-007777,2025-07-22,Digital Wallet,WalletPay,Successful,TXN-77293869565,117.22,0.0,0
PAY-00027582,ORD-00027582,CUS-009497,2026-04-30,Card,Bank Gateway,Successful,TXN-15803134912,64.2,0.0,0
PAY-00027583,ORD-00027583,CUS-009247,2025-02-11,Cash,Store POS,Successful,TXN-85678802208,235.08,0.0,0
PAY-00027584,ORD-00027584,CUS-009439,2024-06-19,Card,Bank Gateway,Successful,TXN-24742513250,212.09,0.0,0
PAY-00027585,ORD-00027585,CUS-003432,2024-08-11,Cash,Store POS,Successful,TXN-78215808834,109.96,0.0,0
PAY-00027586,ORD-00027586,CUS-005711,2024-06-11,Card,Bank Gateway,Successful,TXN-81527748102,45.32,0.0,0
PAY-00027587,ORD-00027587,CUS-007077,2023-06-11,Digital Wallet,WalletPay,Successful,TXN-31723429919,33.14,0.0,0
PAY-00027588,ORD-00027588,CUS-001609,2020-10-28,Digital Wallet,WalletPay,Successful,TXN-96855879576,260.63,0.0,0
PAY-00027589,ORD-00027589,CUS-009874,2025-12-18,Buy Now Pay Later,FlexPay,Successful,TXN-59582381386,516.95,0.0,0
PAY-00027590,ORD-00027590,CUS-006082,2024-12-24,Buy Now Pay Later,FlexPay,Successful,TXN-14575140002,559.65,0.0,0
PAY-00027591,ORD-00027591,CUS-007917,2022-04-21,Card,Bank Gateway,Successful,TXN-20355144448,281.82,0.0,0
PAY-00027592,ORD-00027592,CUS-011018,2023-06-20,Cash,Store POS,Successful,TXN-50893131278,627.45,0.0,0
PAY-00027593,ORD-00027593,CUS-006529,2020-07-01,Card,Bank Gateway,Pending,TXN-19178517376,118.5,0.0,1
PAY-00027594,ORD-00027594,CUS-000876,2024-10-14,Cash,Store POS,Successful,TXN-23438721768,231.11,0.0,0
PAY-00027595,ORD-00027595,CUS-004042,2022-09-27,Cash,Store POS,Successful,TXN-39813360195,104.04,0.0,0
PAY-00027596,ORD-00027596,CUS-000997,2025-10-12,EFT,Bank Transfer,Successful,TXN-71329045672,358.36,0.0,0
PAY-00027597,ORD-00027597,CUS-007595,2021-06-30,Digital Wallet,WalletPay,Successful,TXN-67215915831,100.62,0.0,0
PAY-00027598,ORD-00027598,,2024-09-07,Buy Now Pay Later,FlexPay,Successful,TXN-81299180982,483.06,0.0,0
PAY-00027599,ORD-00027599,,2022-04-03,Cash,Store POS,Successful,TXN-69245369189,211.9,0.0,0
PAY-00027600,ORD-00027600,CUS-006176,2023-04-29,Digital Wallet,WalletPay,Successful,TXN-74430270563,129.83,0.0,0
PAY-00027601,ORD-00027601,CUS-003382,2022-02-19,Cash,Store POS,Successful,TXN-68377602975,467.82,0.0,0
PAY-00027602,ORD-00027602,CUS-008916,2025-09-04,Card,Bank Gateway,Successful,TXN-36112507103,412.73,0.0,0
PAY-00027603,ORD-00027603,CUS-002398,2021-05-19,Digital Wallet,WalletPay,Successful,TXN-75283615756,178.76,0.0,0
PAY-00027604,ORD-00027604,CUS-000345,2024-12-01,Buy Now Pay Later,FlexPay,Successful,TXN-97219849209,153.76,0.0,0
PAY-00027605,ORD-00027605,CUS-006173,2020-03-04,EFT,Bank Transfer,Successful,TXN-92508833213,120.91,0.0,0
PAY-00027606,ORD-00027606,CUS-011342,2025-02-04,Card,Bank Gateway,Successful,TXN-60267237864,505.6,0.0,0
PAY-00027607,ORD-00027607,CUS-000425,2023-02-23,Card,Bank Gateway,Successful,TXN-21016313948,142.75,0.0,0
PAY-00027608,ORD-00027608,CUS-008286,2026-01-27,Buy Now Pay Later,FlexPay,Successful,TXN-45175148617,406.37,0.0,0
PAY-00027609,ORD-00027609,CUS-001946,2022-09-22,Cash,Store POS,Successful,TXN-34320031865,251.05,0.0,0
PAY-00027610,ORD-00027610,CUS-011905,2020-12-02,Card,Bank Gateway,Pending,TXN-79860339863,270.41,0.0,1
PAY-00027611,ORD-00027611,CUS-002350,2024-07-09,EFT,Bank Transfer,Successful,TXN-50648873717,38.14,0.0,0
PAY-00027612,ORD-00027612,CUS-007918,2023-04-29,Cash,Store POS,Successful,TXN-46365141348,300.22,0.0,0
PAY-00027613,ORD-00027613,CUS-008967,2020-04-15,EFT,Bank Transfer,Successful,TXN-20078264603,182.31,0.0,0
PAY-00027614,ORD-00027614,CUS-005836,2020-10-28,Buy Now Pay Later,FlexPay,Successful,TXN-74041568022,446.94,0.0,0
PAY-00027615,ORD-00027615,CUS-002629,2023-04-12,Cash,Store POS,Pending,TXN-26481523510,129.1,0.0,1
PAY-00027616,ORD-00027616,CUS-007152,2024-12-29,Card,Bank Gateway,Successful,TXN-25157410707,395.52,0.0,0
PAY-00027617,ORD-00027617,CUS-002336,2026-07-22,Buy Now Pay Later,FlexPay,Successful,TXN-21325012593,137.06,0.0,0
PAY-00027618,ORD-00027618,CUS-005288,2022-11-17,Card,Bank Gateway,Successful,TXN-79509916576,337.45,0.0,0
PAY-00027619,ORD-00027619,CUS-010085,2026-05-03,Card,Bank Gateway,Successful,TXN-42816764345,223.54,0.0,0
