customer_id,campaign_id,event_timestamp,event_type,device_type,channel,order_date,converted
CUS-008364,CMP-0027,2023-05-03 21:02:00,Impression,Tablet,SMS,,0
CUS-007725,CMP-0027,2023-05-03 21:42:00,Impression,Mobile,SMS,,0
CUS-008014,CMP-0027,2023-05-03 21:45:00,Click,Desktop,SMS,,0
CUS-011237,CMP-0016,2023-05-03 21:45:00,Conversion,Desktop,SMS,,0
CUS-007323,CMP-0016,2023-05-03 22:30:00,Impression,Desktop,SMS,,0
CUS-008846,CMP-0016,2023-05-03 22:42:00,Product View,Tablet,SMS,,0
CUS-001998,CMP-0027,2023-05-03 22:45:00,Product View,Mobile,SMS,,0
CUS-010466,CMP-0016,2023-05-03 23:03:00,Open,Desktop,SMS,,0
CUS-008680,CMP-0016,2023-05-03 23:12:00,Product View,Mobile,SMS,,0
CUS-010550,CMP-0027,2023-05-03 23:34:00,Product View,Desktop,SMS,,0
CUS-000352,CMP-0016,2023-05-03 23:52:00,Add To Cart,Tablet,SMS,,0
CUS-006330,CMP-0027,2023-05-03 23:55:00,Add To Cart,Tablet,SMS,,0
CUS-002771,CMP-0027,2023-05-04 00:03:00,Product View,Desktop,SMS,,0
CUS-009782,CMP-0016,2023-05-04 00:44:00,Product View,Mobile,SMS,,0
CUS-003982,CMP-0027,2023-05-04 01:10:00,Impression,Desktop,SMS,,0
CUS-005298,CMP-0016,2023-05-04 01:30:00,Impression,Tablet,SMS,,0
CUS-010323,CMP-0016,2023-05-04 02:15:00,Impression,Mobile,SMS,,0
CUS-011912,CMP-0027,2023-05-04 02:26:00,Impression,Desktop,SMS,,0
CUS-004534,CMP-0027,2023-05-04 03:26:00,Click,Mobile,SMS,,0
CUS-004170,CMP-0016,2023-05-04 03:46:00,Product View,Desktop,SMS,,0
CUS-009721,CMP-0027,2023-05-04 03:50:00,Product View,Mobile,SMS,,0
CUS-007465,CMP-0027,2023-05-04 04:22:00,Click,Tablet,SMS,,0
CUS-001759,CMP-0027,2023-05-04 04:45:00,Open,Desktop,SMS,,0
CUS-002041,CMP-0016,2023-05-04 07:04:00,Click,Tablet,SMS,,0
CUS-001198,CMP-0027,2023-05-04 07:56:00,Impression,Tablet,SMS,,0
CUS-009076,CMP-0027,2023-05-04 08:49:00,Product View,Desktop,SMS,,0
CUS-007113,CMP-0016,2023-05-04 08:50:00,Impression,Mobile,SMS,,0
CUS-001427,CMP-0027,2023-05-04 09:07:00,Impression,Mobile,SMS,,0
CUS-005452,CMP-0027,2023-05-04 09:23:00,Impression,Desktop,SMS,,0
CUS-004743,CMP-0027,2023-05-04 10:26:00,Impression,Tablet,SMS,,0
CUS-003043,CMP-0016,2023-05-04 11:22:00,Impression,Desktop,SMS,,0
CUS-008129,CMP-0027,2023-05-04 11:32:00,Open,Tablet,SMS,,0
CUS-006059,CMP-0027,2023-05-04 12:40:00,Impression,Desktop,SMS,,0
CUS-004129,CMP-0016,2023-05-04 12:54:00,Impression,Mobile,SMS,,0
CUS-004004,CMP-0016,2023-05-04 14:39:00,Impression,Desktop,SMS,,0
CUS-002681,CMP-0016,2023-05-04 15:06:00,Product View,Mobile,SMS,,0
CUS-001628,CMP-0016,2023-05-04 15:36:00,Impression,Tablet,SMS,,0
CUS-006632,CMP-0016,2023-05-04 16:14:00,Open,Desktop,SMS,,0
CUS-004893,CMP-0016,2023-05-04 16:43:00,Impression,Desktop,SMS,,0
CUS-011529,CMP-0016,2023-05-04 16:44:00,Impression,Mobile,SMS,,0
CUS-001360,CMP-0016,2023-05-04 16:58:00,Product View,Desktop,SMS,,0
CUS-003911,CMP-0016,2023-05-04 18:06:00,Product View,Tablet,SMS,,0
CUS-006660,CMP-0027,2023-05-04 18:07:00,Product View,Mobile,SMS,,0
CUS-009987,CMP-0016,2023-05-04 18:48:00,Impression,Desktop,SMS,,0
CUS-009445,CMP-0027,2023-05-04 19:12:00,Click,Mobile,SMS,,0
CUS-005792,CMP-0016,2023-05-04 19:12:00,Open,Mobile,SMS,,0
CUS-000367,CMP-0027,2023-05-04 19:54:00,Impression,Tablet,SMS,,0
CUS-008689,CMP-0016,2023-05-04 20:55:00,Conversion,Tablet,SMS,,0
CUS-004286,CMP-0027,2023-05-04 21:41:00,Click,Mobile,SMS,,0
CUS-003138,CMP-0016,2023-05-04 21:45:00,Impression,Mobile,SMS,,0
CUS-006753,CMP-0016,2023-05-04 22:29:00,Conversion,Desktop,SMS,,0
CUS-002422,CMP-0016,2023-05-04 22:35:00,Add To Cart,Tablet,SMS,,0
CUS-009236,CMP-0027,2023-05-04 23:11:00,Impression,Tablet,SMS,,0
CUS-011282,CMP-0027,2023-05-04 23:40:00,Product View,Mobile,SMS,,0
CUS-002413,CMP-0016,2023-05-04 23:58:00,Conversion,Desktop,SMS,,0
CUS-001967,CMP-0016,2023-05-05 00:05:00,Open,Tablet,SMS,,0
CUS-005978,CMP-0027,2023-05-05 00:19:00,Impression,Desktop,SMS,,0
CUS-003835,CMP-0016,2023-05-05 01:35:00,Impression,Mobile,SMS,,0
CUS-000576,CMP-0016,2023-05-05 01:39:00,Product View,Desktop,SMS,,0
CUS-009840,CMP-0027,2023-05-05 01:58:00,Product View,Mobile,SMS,,0
CUS-002838,CMP-0027,2023-05-05 02:00:00,Click,Mobile,SMS,,0
CUS-005238,CMP-0027,2023-05-05 02:51:00,Product View,Tablet,SMS,,0
CUS-007403,CMP-0027,2023-05-05 03:20:00,Impression,Desktop,SMS,,0
CUS-008428,CMP-0016,2023-05-05 03:41:00,Impression,Mobile,SMS,,0
CUS-006706,CMP-0027,2023-05-05 04:06:00,Impression,Tablet,SMS,,0
CUS-003201,CMP-0027,2023-05-05 05:55:00,Open,Tablet,SMS,,0
CUS-008574,CMP-0027,2023-05-05 06:05:00,Impression,Mobile,SMS,,0
CUS-000134,CMP-0027,2023-05-05 06:46:00,Impression,Desktop,SMS,,0
CUS-006652,CMP-0016,2023-05-05 08:14:00,Impression,Desktop,SMS,,0
CUS-005541,CMP-0027,2023-05-05 08:14:00,Open,Tablet,SMS,,0
CUS-004669,CMP-0027,2023-05-05 08:17:00,Add To Cart,Mobile,SMS,,0
CUS-006903,CMP-0027,2023-05-05 09:03:00,Product View,Desktop,SMS,,0
CUS-001466,CMP-0016,2023-05-05 09:43:00,Add To Cart,Tablet,SMS,,0
CUS-000234,CMP-0027,2023-05-05 10:15:00,Product View,Tablet,SMS,,0
CUS-003804,CMP-0016,2023-05-05 11:06:00,Product View,Desktop,SMS,,0
CUS-001992,CMP-0027,2023-05-05 11:48:00,Open,Tablet,SMS,,0
CUS-009321,CMP-0027,2023-05-05 11:59:00,Open,Desktop,SMS,,0
CUS-004404,CMP-0027,2023-05-05 12:02:00,Product View,Desktop,SMS,,0
CUS-006660,CMP-0016,2023-05-05 12:24:00,Impression,Desktop,SMS,,0
CUS-011418,CMP-0027,2023-05-05 13:16:00,Product View,Desktop,SMS,,0
CUS-006868,CMP-0027,2023-05-05 13:34:00,Impression,Mobile,SMS,,0
CUS-011420,CMP-0027,2023-05-05 13:51:00,Impression,Mobile,SMS,,0
CUS-008681,CMP-0016,2023-05-05 14:06:00,Click,Mobile,SMS,,0
CUS-007754,CMP-0027,2023-05-05 15:51:00,Impression,Desktop,SMS,,0
CUS-000149,CMP-0016,2023-05-05 15:59:00,Product View,Desktop,SMS,,0
CUS-010044,CMP-0016,2023-05-05 16:09:00,Impression,Mobile,SMS,,0
CUS-007422,CMP-0027,2023-05-05 16:14:00,Impression,Desktop,SMS,,0
CUS-001692,CMP-0027,2023-05-05 16:21:00,Open,Tablet,SMS,,0
CUS-007447,CMP-0016,2023-05-05 16:40:00,Impression,Mobile,SMS,,0
CUS-008802,CMP-0027,2023-05-05 17:36:00,Open,Mobile,SMS,,0
CUS-001248,CMP-0027,2023-05-05 17:38:00,Open,Desktop,SMS,,0
CUS-011486,CMP-0027,2023-05-05 17:47:00,Product View,Desktop,SMS,,0
CUS-009442,CMP-0027,2023-05-05 18:22:00,Product View,Desktop,SMS,,0
CUS-004253,CMP-0027,2023-05-05 18:48:00,Open,Desktop,SMS,2023-05-18,1
CUS-008021,CMP-0016,2023-05-05 19:27:00,Open,Tablet,SMS,,0
CUS-006162,CMP-0016,2023-05-05 19:29:00,Product View,Mobile,SMS,,0
CUS-011233,CMP-0016,2023-05-05 19:36:00,Product View,Tablet,SMS,,0
CUS-009692,CMP-0027,2023-05-05 19:41:00,Click,Tablet,SMS,,0
CUS-003049,CMP-0016,2023-05-05 21:29:00,Product View,Tablet,SMS,,0
CUS-010977,CMP-0016,2023-05-05 21:53:00,Add To Cart,Desktop,SMS,,0
CUS-008752,CMP-0016,2023-05-06 01:21:00,Product View,Tablet,SMS,,0
CUS-010466,CMP-0027,2023-05-06 01:28:00,Open,Mobile,SMS,,0
CUS-008425,CMP-0016,2023-05-06 01:35:00,Click,Mobile,SMS,,0
CUS-010704,CMP-0016,2023-05-06 01:45:00,Product View,Mobile,SMS,,0
CUS-003348,CMP-0016,2023-05-06 01:51:00,Impression,Tablet,SMS,,0
CUS-011748,CMP-0016,2023-05-06 02:09:00,Conversion,Tablet,SMS,,0
CUS-006816,CMP-0027,2023-05-06 02:18:00,Conversion,Desktop,SMS,,0
CUS-010025,CMP-0027,2023-05-06 02:38:00,Product View,Tablet,SMS,,0
CUS-006541,CMP-0027,2023-05-06 02:40:00,Impression,Tablet,SMS,,0
CUS-007976,CMP-0027,2023-05-06 02:41:00,Impression,Desktop,SMS,,0
CUS-000384,CMP-0016,2023-05-06 02:42:00,Conversion,Mobile,SMS,,0
CUS-004893,CMP-0027,2023-05-06 02:54:00,Open,Mobile,SMS,,0
CUS-007284,CMP-0016,2023-05-06 04:47:00,Impression,Tablet,SMS,,0
CUS-008515,CMP-0016,2023-05-06 05:31:00,Impression,Tablet,SMS,,0
CUS-009533,CMP-0027,2023-05-06 06:23:00,Click,Desktop,SMS,,0
CUS-011948,CMP-0016,2023-05-06 07:21:00,Product View,Desktop,SMS,,0
CUS-003902,CMP-0027,2023-05-06 07:58:00,Impression,Desktop,SMS,,0
CUS-001492,CMP-0027,2023-05-06 08:31:00,Product View,Desktop,SMS,,0
CUS-001265,CMP-0027,2023-05-06 08:48:00,Impression,Mobile,SMS,,0
CUS-002645,CMP-0027,2023-05-06 09:08:00,Open,Desktop,SMS,,0
CUS-007732,CMP-0027,2023-05-06 09:18:00,Impression,Mobile,SMS,,0
CUS-005821,CMP-0027,2023-05-06 09:21:00,Product View,Desktop,SMS,,0
CUS-007409,CMP-0016,2023-05-06 10:21:00,Add To Cart,Mobile,SMS,,0
CUS-008820,CMP-0027,2023-05-06 11:26:00,Impression,Mobile,SMS,,0
CUS-000924,CMP-0027,2023-05-06 13:25:00,Conversion,Tablet,SMS,,0
CUS-005527,CMP-0027,2023-05-06 13:42:00,Product View,Mobile,SMS,,0
CUS-003476,CMP-0027,2023-05-06 14:22:00,Open,Desktop,SMS,,0
CUS-001026,CMP-0027,2023-05-06 15:58:00,Impression,Tablet,SMS,,0
CUS-005036,CMP-0016,2023-05-06 16:42:00,Product View,Mobile,SMS,,0
CUS-005182,CMP-0016,2023-05-06 16:53:00,Open,Mobile,SMS,,0
CUS-001128,CMP-0016,2023-05-06 17:00:00,Add To Cart,Tablet,SMS,,0
CUS-003127,CMP-0016,2023-05-06 17:49:00,Conversion,Tablet,SMS,,0
CUS-008379,CMP-0027,2023-05-06 20:52:00,Conversion,Mobile,SMS,,0
CUS-007081,CMP-0016,2023-05-06 22:05:00,Add To Cart,Tablet,SMS,,0
CUS-005992,CMP-0016,2023-05-06 23:06:00,Product View,Mobile,SMS,,0
CUS-005128,CMP-0016,2023-05-06 23:13:00,Impression,Desktop,SMS,2023-05-18,1
CUS-009570,CMP-0016,2023-05-06 23:33:00,Add To Cart,Mobile,SMS,,0
CUS-002460,CMP-0016,2023-05-06 23:37:00,Impression,Tablet,SMS,,0
CUS-007837,CMP-0027,2023-05-07 01:45:00,Impression,Mobile,SMS,,0
CUS-010820,CMP-0027,2023-05-07 01:48:00,Impression,Mobile,SMS,,0
CUS-001550,CMP-0027,2023-05-07 02:06:00,Product View,Desktop,SMS,,0
CUS-006278,CMP-0027,2023-05-07 03:02:00,Add To Cart,Tablet,SMS,,0
CUS-010454,CMP-0016,2023-05-07 03:07:00,Impression,Desktop,SMS,,0
CUS-011661,CMP-0027,2023-05-07 03:31:00,Conversion,Mobile,SMS,,0
CUS-004215,CMP-0027,2023-05-07 04:07:00,Add To Cart,Desktop,SMS,,0
CUS-010263,CMP-0027,2023-05-07 04:58:00,Impression,Mobile,SMS,,0
CUS-000505,CMP-0027,2023-05-07 05:49:00,Impression,Mobile,SMS,,0
CUS-000110,CMP-0027,2023-05-07 07:34:00,Impression,Mobile,SMS,,0
CUS-010747,CMP-0016,2023-05-07 08:28:00,Impression,Mobile,SMS,,0
CUS-007228,CMP-0027,2023-05-07 09:37:00,Impression,Tablet,SMS,,0
CUS-010755,CMP-0016,2023-05-07 09:54:00,Impression,Desktop,SMS,,0
CUS-008019,CMP-0016,2023-05-07 10:41:00,Product View,Mobile,SMS,,0
CUS-009197,CMP-0016,2023-05-07 10:56:00,Product View,Desktop,SMS,,0
CUS-002253,CMP-0016,2023-05-07 11:22:00,Add To Cart,Desktop,SMS,,0
CUS-007980,CMP-0027,2023-05-07 11:32:00,Impression,Desktop,SMS,,0
CUS-011400,CMP-0027,2023-05-07 12:27:00,Add To Cart,Mobile,SMS,,0
CUS-002868,CMP-0016,2023-05-07 13:24:00,Product View,Tablet,SMS,,0
CUS-001512,CMP-0016,2023-05-07 13:48:00,Add To Cart,Desktop,SMS,,0
CUS-002807,CMP-0016,2023-05-07 15:57:00,Impression,Desktop,SMS,,0
CUS-004182,CMP-0016,2023-05-07 18:43:00,Conversion,Desktop,SMS,,0
CUS-006966,CMP-0016,2023-05-07 18:53:00,Product View,Desktop,SMS,,0
CUS-010613,CMP-0027,2023-05-07 19:16:00,Impression,Desktop,SMS,,0
CUS-001978,CMP-0027,2023-05-07 19:23:00,Product View,Tablet,SMS,,0
CUS-003311,CMP-0027,2023-05-07 20:29:00,Product View,Tablet,SMS,,0
CUS-007856,CMP-0027,2023-05-07 20:44:00,Product View,Tablet,SMS,,0
CUS-010588,CMP-0016,2023-05-07 21:33:00,Add To Cart,Mobile,SMS,,0
CUS-007990,CMP-0027,2023-05-07 21:35:00,Product View,Mobile,SMS,,0
CUS-009894,CMP-0016,2023-05-07 22:14:00,Impression,Mobile,SMS,,0
CUS-008200,CMP-0016,2023-05-07 22:18:00,Impression,Desktop,SMS,,0
CUS-009308,CMP-0027,2023-05-07 22:19:00,Conversion,Tablet,SMS,,0
CUS-002540,CMP-0016,2023-05-07 22:35:00,Impression,Mobile,SMS,,0
CUS-002406,CMP-0016,2023-05-07 22:56:00,Open,Tablet,SMS,2023-05-11,1
CUS-002126,CMP-0016,2023-05-07 23:32:00,Product View,Desktop,SMS,2023-05-10,1
CUS-007040,CMP-0027,2023-05-08 00:25:00,Product View,Desktop,SMS,,0
CUS-011738,CMP-0016,2023-05-08 00:44:00,Product View,Desktop,SMS,,0
CUS-003987,CMP-0016,2023-05-08 01:40:00,Impression,Tablet,SMS,,0
CUS-004721,CMP-0016,2023-05-08 01:44:00,Impression,Tablet,SMS,,0
CUS-006920,CMP-0016,2023-05-08 01:45:00,Impression,Mobile ,SMS,,0
CUS-006633,CMP-0027,2023-05-08 01:53:00,Open,Desktop,SMS,,0
CUS-010219,CMP-0016,2023-05-08 02:01:00,Click,Tablet,SMS,,0
CUS-010328,CMP-0016,2023-05-08 05:33:00,Impression,tablet,SMS,,0
CUS-003307,CMP-0016,2023-05-08 06:29:00,Conversion,Tablet,SMS,,0
CUS-007518,CMP-0027,2023-05-08 07:50:00,Impression,Desktop,SMS,,0
CUS-008683,CMP-0016,2023-05-08 08:13:00,Click,Tablet,SMS,,0
CUS-001415,CMP-0016,2023-05-08 09:39:00,Product View,Mobile,SMS,,0
CUS-006554,CMP-0016,2023-05-08 10:30:00,Open,Desktop,SMS,,0
CUS-000189,CMP-0027,2023-05-08 10:47:00,Impression,Tablet,SMS,,0
CUS-002969,CMP-0016,2023-05-08 10:50:00,Product View,Desktop,SMS,,0
CUS-011022,CMP-0016,2023-05-08 11:45:00,Impression,Desktop,SMS,,0
CUS-005103,CMP-0027,2023-05-08 12:29:00,Conversion,Mobile,SMS,,0
CUS-002909,CMP-0027,2023-05-08 12:54:00,Click,Mobile,SMS,,0
CUS-003209,CMP-0016,2023-05-08 13:01:00,Product View,Tablet,SMS,,0
CUS-001404,CMP-0027,2023-05-08 13:19:00,Add To Cart,Mobile,SMS,,0
CUS-010582,CMP-0027,2023-05-08 13:21:00,Product View,Mobile,SMS,,0
CUS-004062,CMP-0016,2023-05-08 13:37:00,Impression,Mobile,SMS,,0
CUS-005495,CMP-0027,2023-05-08 13:47:00,Product View,Tablet,SMS,,0
CUS-010169,CMP-0016,2023-05-08 14:08:00,Impression,Mobile,SMS,,0
CUS-005613,CMP-0016,2023-05-08 14:37:00,Conversion,Tablet,SMS,,0
CUS-002536,CMP-0027,2023-05-08 14:38:00,Open,Desktop,SMS,,0
CUS-003830,CMP-0027,2023-05-08 15:30:00,Add To Cart,Mobile,SMS,,0
CUS-002346,CMP-0027,2023-05-08 17:03:00,Open,Mobile,SMS,,0
CUS-009579,CMP-0027,2023-05-08 18:00:00,Impression,Tablet,SMS,,0
CUS-003119,CMP-0027,2023-05-08 18:04:00,Impression,Tablet,SMS,,0
CUS-002830,CMP-0027,2023-05-08 18:17:00,Product View,Desktop,SMS,,0
CUS-001734,CMP-0027,2023-05-08 18:20:00,Impression,Mobile,SMS,,0
CUS-005503,CMP-0016,2023-05-08 19:45:00,Click,Tablet,SMS,,0
CUS-004092,CMP-0027,2023-05-08 20:05:00,Click,Tablet,SMS,,0
CUS-004394,CMP-0016,2023-05-08 20:16:00,Impression,Tablet,SMS,,0
CUS-008244,CMP-0016,2023-05-08 20:28:00,Product View,Tablet,SMS,,0
CUS-002291,CMP-0016,2023-05-08 21:11:00,Impression,Tablet,SMS,,0
CUS-004891,CMP-0027,2023-05-08 21:23:00,Add To Cart,Desktop,SMS,,0
CUS-011358,CMP-0027,2023-05-08 21:40:00,Conversion,Tablet,SMS,,0
CUS-005922,CMP-0027,2023-05-08 22:55:00,Product View,Desktop,SMS,,0
CUS-011520,CMP-0027,2023-05-08 22:57:00,Add To Cart,Desktop,SMS,,0
CUS-004732,CMP-0027,2023-05-08 23:23:00,Product View,Mobile,SMS,,0
CUS-011154,CMP-0016,2023-05-09 01:20:00,Product View,Tablet,SMS,,0
CUS-001278,CMP-0027,2023-05-09 01:56:00,Impression,Mobile,SMS,,0
CUS-007718,CMP-0016,2023-05-09 02:06:00,Product View,Mobile,SMS,,0
CUS-002504,CMP-0027,2023-05-09 03:27:00,Click,Desktop,SMS,,0
CUS-005305,CMP-0027,2023-05-09 03:59:00,Product View,Desktop,SMS,,0
CUS-002441,CMP-0027,2023-05-09 04:19:00,Product View,Desktop,SMS,,0
CUS-006100,CMP-0027,2023-05-09 04:43:00,Impression,Mobile,SMS,,0
CUS-001116,CMP-0027,2023-05-09 04:44:00,Click,Mobile,SMS,,0
CUS-009440,CMP-0027,2023-05-09 04:59:00,Impression,Desktop,SMS,,0
CUS-004427,CMP-0027,2023-05-09 05:46:00,Product View,Tablet,SMS,,0
CUS-010957,CMP-0027,2023-05-09 05:59:00,Product View,Mobile,SMS,,0
CUS-006420,CMP-0027,2023-05-09 06:36:00,Impression,Desktop,SMS,,0
CUS-003885,CMP-0016,2023-05-09 06:50:00,Click,Mobile,SMS,,0
CUS-011489,CMP-0027,2023-05-09 06:55:00,Click,Mobile,SMS,,0
CUS-007941,CMP-0027,2023-05-09 07:09:00,Product View,Mobile,SMS,,0
CUS-006516,CMP-0016,2023-05-09 07:32:00,Product View,Tablet,SMS,,0
CUS-002976,CMP-0016,2023-05-09 08:25:00,Click,Tablet,SMS,,0
CUS-007590,CMP-0016,2023-05-09 08:34:00,Add To Cart,Mobile,SMS,,0
CUS-006615,CMP-0027,2023-05-09 08:36:00,Impression,Mobile,SMS,,0
CUS-004887,CMP-0027,2023-05-09 08:36:00,Impression,Mobile,SMS,,0
CUS-001643,CMP-0027,2023-05-09 09:23:00,Impression,Tablet,SMS,,0
CUS-004941,CMP-0016,2023-05-09 09:25:00,Add To Cart,Mobile,SMS,,0
CUS-010219,CMP-0027,2023-05-09 11:44:00,Product View,Desktop,SMS,,0
CUS-000791,CMP-0027,2023-05-09 11:51:00,Product View,Tablet,SMS,,0
CUS-006232,CMP-0027,2023-05-09 13:01:00,Impression,Mobile,SMS,,0
CUS-010854,CMP-0016,2023-05-09 13:02:00,Product View,Mobile,SMS,,0
CUS-006728,CMP-0027,2023-05-09 13:09:00,Add To Cart,Tablet,SMS,,0
CUS-000852,CMP-0027,2023-05-09 13:12:00,Add To Cart,Desktop,SMS,,0
CUS-007412,CMP-0027,2023-05-09 13:32:00,Product View,Tablet,SMS,,0
CUS-006140,CMP-0027,2023-05-09 14:06:00,Impression,Tablet,SMS,,0
CUS-006288,CMP-0016,2023-05-09 14:30:00,Add To Cart,Desktop,SMS,,0
CUS-002043,CMP-0027,2023-05-09 14:34:00,Click,Desktop,SMS,,0
CUS-005488,CMP-0027,2023-05-09 14:55:00,Product View,Tablet,SMS,,0
CUS-007245,CMP-0027,2023-05-09 16:30:00,Add To Cart,Desktop,SMS,,0
CUS-007132,CMP-0027,2023-05-09 16:46:00,Add To Cart,Desktop,SMS,,0
CUS-007548,CMP-0016,2023-05-09 17:03:00,Open,Desktop,SMS,,0
CUS-001043,CMP-0016,2023-05-09 17:42:00,Impression,Mobile,SMS,,0
CUS-000443,CMP-0027,2023-05-09 17:48:00,Add To Cart,Mobile,SMS,,0
CUS-000430,CMP-0027,2023-05-09 18:26:00,Open,Desktop,SMS,,0
CUS-008384,CMP-0016,2023-05-09 18:33:00,Open,Tablet,SMS,,0
CUS-002858,CMP-0027,2023-05-09 18:42:00,Product View,Mobile,SMS,,0
CUS-005181,CMP-0027,2023-05-09 18:47:00,Click,Tablet,SMS,,0
CUS-005280,CMP-0016,2023-05-09 19:40:00,Open,Tablet,SMS,,0
CUS-008264,CMP-0027,2023-05-09 21:55:00,Product View,Mobile,SMS,,0
CUS-009625,CMP-0016,2023-05-09 22:47:00,Impression,Mobile,SMS,,0
CUS-008459,CMP-0016,2023-05-10 00:19:00,Conversion,Tablet,SMS,,0
CUS-004759,CMP-0027,2023-05-10 01:50:00,Impression,Mobile,SMS,,0
CUS-000324,CMP-0016,2023-05-10 02:05:00,Impression,Mobile,SMS,,0
CUS-009789,CMP-0027,2023-05-10 02:34:00,Conversion,Mobile,SMS,,0
CUS-001495,CMP-0027,2023-05-10 02:40:00,Impression,Tablet,SMS,,0
CUS-001645,CMP-0016,2023-05-10 02:57:00,Product View,Mobile,SMS,,0
CUS-000081,CMP-0016,2023-05-10 03:03:00,Click,Tablet,SMS,,0
CUS-011449,CMP-0027,2023-05-10 03:05:00,Conversion,Desktop,SMS,,0
CUS-006462,CMP-0016,2023-05-10 03:07:00,Add To Cart,Desktop,SMS,,0
CUS-001379,CMP-0027,2023-05-10 04:10:00,Open,Tablet,SMS,,0
CUS-006571,CMP-0016,2023-05-10 04:21:00,Click,Desktop,SMS,,0
CUS-007454,CMP-0016,2023-05-10 04:58:00,Conversion,Desktop,SMS,,0
CUS-005279,CMP-0016,2023-05-10 06:01:00,Product View,Tablet,SMS,,0
CUS-004282,CMP-0016,2023-05-10 06:29:00,Product View,Mobile,SMS,,0
CUS-005587,CMP-0027,2023-05-10 07:43:00,Add To Cart,Mobile,SMS,,0
CUS-005001,CMP-0027,2023-05-10 07:54:00,Impression,Desktop,SMS,,0
CUS-004442,CMP-0027,2023-05-10 08:14:00,Click,Tablet,SMS,,0
CUS-002165,CMP-0016,2023-05-10 08:31:00,Conversion,Mobile,SMS,,0
CUS-009738,CMP-0016,2023-05-10 08:35:00,Product View,Desktop,SMS,,0
CUS-005969,CMP-0016,2023-05-10 08:38:00,Impression,Mobile,SMS,,0
CUS-000391,CMP-0027,2023-05-10 08:43:00,Product View,Tablet,SMS,,0
CUS-002685,CMP-0027,2023-05-10 09:34:00,Impression,Mobile,SMS,,0
CUS-008058,CMP-0027,2023-05-10 10:02:00,Impression,Tablet,SMS,,0
CUS-003466,CMP-0016,2023-05-10 10:36:00,Product View,Tablet,SMS,,0
CUS-009912,CMP-0027,2023-05-10 11:43:00,Impression,Mobile,SMS,,0
CUS-004331,CMP-0016,2023-05-10 12:28:00,Add To Cart,Tablet,SMS,,0
CUS-011898,CMP-0016,2023-05-10 12:53:00,Open,Mobile,SMS,,0
CUS-000016,CMP-0027,2023-05-10 13:27:00,Impression,Tablet,SMS,,0
CUS-001728,CMP-0027,2023-05-10 13:41:00,Open,Desktop,SMS,,0
CUS-006702,CMP-0016,2023-05-10 13:46:00,Click,Mobile,SMS,,0
CUS-006349,CMP-0016,2023-05-10 13:49:00,Conversion,Mobile,SMS,,0
CUS-009036,CMP-0016,2023-05-10 14:04:00,Click,Tablet,SMS,,0
CUS-004006,CMP-0027,2023-05-10 14:21:00,Product View,Mobile,SMS,,0
CUS-008272,CMP-0027,2023-05-10 14:45:00,Click,tablet,SMS,,0
CUS-008102,CMP-0016,2023-05-10 15:00:00,Impression,Tablet,SMS,,0
CUS-006217,CMP-0016,2023-05-10 15:22:00,Impression,Mobile,SMS,,0
CUS-007411,CMP-0016,2023-05-10 15:42:00,Impression,Mobile,SMS,,0
CUS-002239,CMP-0027,2023-05-10 15:52:00,Impression,Desktop,SMS,,0
CUS-010854,CMP-0027,2023-05-10 15:54:00,Click,Desktop,SMS,,0
CUS-010803,CMP-0027,2023-05-10 16:00:00,Click,Mobile,SMS,,0
CUS-004777,CMP-0027,2023-05-10 16:36:00,Conversion,Tablet,SMS,,0
CUS-011740,CMP-0016,2023-05-10 16:41:00,Impression,Mobile,SMS,,0
CUS-007012,CMP-0016,2023-05-10 16:58:00,Impression,Tablet,SMS,,0
CUS-004671,CMP-0016,2023-05-10 17:21:00,Add To Cart,Desktop,SMS,,0
CUS-006867,CMP-0016,2023-05-10 17:34:00,Add To Cart,Mobile,SMS,,0
CUS-009992,CMP-0027,2023-05-10 17:58:00,Add To Cart,Mobile,SMS,,0
CUS-001103,CMP-0027,2023-05-10 18:22:00,Impression,Mobile,SMS,,0
CUS-006463,CMP-0027,2023-05-10 18:30:00,Product View,Desktop,SMS,,0
CUS-006345,CMP-0027,2023-05-10 18:55:00,Impression,Tablet,SMS,,0
CUS-000768,CMP-0027,2023-05-10 18:59:00,Conversion,Desktop,SMS,,0
CUS-002052,CMP-0027,2023-05-10 19:03:00,Click,tablet,SMS,,0
CUS-003048,CMP-0016,2023-05-10 19:13:00,Click,Desktop,SMS,,0
CUS-011358,CMP-0016,2023-05-10 19:17:00,Impression,Desktop,SMS,,0
CUS-002715,CMP-0027,2023-05-10 20:20:00,Open,Mobile,SMS,,0
CUS-002095,CMP-0027,2023-05-10 21:00:00,Open,Tablet,SMS,,0
CUS-011054,CMP-0027,2023-05-10 21:06:00,Add To Cart,Desktop,SMS,,0
CUS-003475,CMP-0016,2023-05-10 21:09:00,Product View,Desktop,SMS,,0
CUS-009551,CMP-0027,2023-05-10 21:17:00,Impression,Desktop,SMS,,0
CUS-007908,CMP-0027,2023-05-10 21:46:00,Impression,Desktop,SMS,,0
CUS-010948,CMP-0016,2023-05-10 21:59:00,Product View,Tablet,SMS,,0
CUS-003666,CMP-0027,2023-05-10 23:26:00,Add To Cart,Desktop,SMS,,0
CUS-002281,CMP-0027,2023-05-10 23:28:00,Product View,Desktop,SMS,,0
