return_id,order_item_id,customer_id,return_request_date,return_received_date,return_reason,return_condition,refund_amount,refund_status,return_channel
RET-00002312,ITM-000031099,CUS-005023,2020-11-19,2020-12-02,,Opened,84.16,Pending,Store
RET-00002313,ITM-000031104,CUS-005488,2020-12-07,2020-12-08,Changed Mind,Opened,30.06,Pending,Courier
RET-00002314,ITM-000031128,CUS-007497,2026-01-10,2026-01-21,Size/Fit,Defective,109.6,Pending,Store
RET-00002315,ITM-000031129,CUS-004143,2022-10-17,2022-10-22,Size/Fit,Damaged,61.3,Pending,Store
RET-00002316,ITM-000031137,CUS-001191,2020-12-30,2021-01-03,Size/Fit,Resellable,46.27,Approved,Store
RET-00002317,ITM-000031175,CUS-004579,2025-11-01,2025-11-13,Size/Fit,Damaged,30.16,Pending,Courier
RET-00002318,ITM-000031224,CUS-010743,2026-04-30,2026-05-08,Not as Described,Opened,106.36,Processed,Store
RET-00002319,ITM-000031250,CUS-000753,2022-09-27,2022-10-10,Wrong Item,Opened,17.25,Pending,Courier
RET-00002320,ITM-000031257,CUS-010046,2021-12-16,2021-12-20,Changed Mind,Damaged,26.86,Approved,Courier
RET-00002321,ITM-000031258,CUS-003375,2025-02-03,2025-02-16,Defective Product,Resellable,113.88,Pending,Store
RET-00002322,ITM-000031287,CUS-010265,2020-03-28,2020-04-06,Changed Mind,Defective,14.23,Approved,Store
RET-00002323,ITM-000031293,CUS-004802,2024-08-24,2024-09-03,Changed Mind,Defective,53.56,Approved,Store
RET-00002324,ITM-000031315,CUS-003258,2020-12-15,2020-12-23,,Resellable,23.79,Approved,Courier
RET-00002325,ITM-000031319,CUS-003709,2024-01-20,2024-02-01,Damaged Delivery,Defective,183.44,Approved,Store
RET-00002326,ITM-000031325,CUS-010595,2025-04-18,2025-04-24,Defective Product,Defective,89.81,Processed,Courier
RET-00002327,ITM-000031344,CUS-002963,2022-05-04,2022-05-09,Defective Product,Damaged,120.1,Approved,Store
RET-00002328,ITM-000031350,CUS-008333,2023-06-01,2023-06-09,Not as Described,Defective,46.78,Approved,Store
RET-00002329,ITM-000031360,CUS-000907,2023-04-11,2023-04-19,Changed Mind,Resellable,122.19,Approved,Courier
RET-00002330,ITM-000031384,CUS-011098,2025-04-05,2025-04-08,Changed Mind,Opened,193.44,Pending,Courier
RET-00002331,ITM-000031392,CUS-003835,2025-11-06,2025-11-19,Not as Described,Damaged,127.12,Processed,Store
RET-00002332,ITM-000031427,CUS-006685,2022-01-30,2022-02-09,Defective Product,Damaged,107.09,Approved,Store
RET-00002333,ITM-000031488,CUS-009146,2023-10-15,2023-10-18,Damaged Delivery,Defective,54.87,Pending,Store
RET-00002334,ITM-000031509,CUS-005643,2024-03-05,2024-03-05,Changed Mind,Damaged,32.13,Pending,Store
RET-00002335,ITM-000031515,CUS-004675,2025-11-10,2025-11-16,Defective Product,Opened,46.76,Processed,Courier
RET-00002336,ITM-000031523,CUS-006039,2024-06-30,2024-07-08,Not as Described,Damaged,402.06,Processed,Store
RET-00002337,ITM-000031529,CUS-000436,2023-05-22,2023-05-31,Defective Product,Opened,80.25,Approved,Store
RET-00002338,ITM-000031538,CUS-008349,2024-05-05,2024-05-15,Changed Mind,Damaged,360.1,Approved,Store
RET-00002339,ITM-000031546,CUS-008905,2021-05-05,2021-05-14,Defective Product,Opened,98.64,Pending,Store
RET-00002340,ITM-000031563,CUS-009304,2026-08-28,2026-08-30,Wrong Item,Damaged,31.24,Approved,Courier
RET-00002341,ITM-000031580,CUS-011903,2026-09-06,2026-09-18,Defective Product,Resellable,21.8,Pending,Store
RET-00002342,ITM-000031584,CUS-003418,2020-06-06,2020-06-09,Damaged Delivery,Opened,44.73,Processed,Courier
RET-00002343,ITM-000031603,CUS-004660,2021-07-23,2021-08-02,Size/Fit,Resellable,65.6,Pending,Courier
RET-00002344,ITM-000031605,CUS-003776,2023-05-10,2023-05-22,Damaged Delivery,Resellable,64.72,Processed,Store
RET-00002345,ITM-000031622,CUS-011302,2025-09-05,2025-09-13,Not as Described,Opened,70.5,Approved,Courier
RET-00002346,ITM-000031628,CUS-006355,2026-06-04,2026-06-14,Damaged Delivery,Damaged,72.4,Pending,Courier
RET-00002347,ITM-000031631,CUS-003357,2021-03-27,2021-03-28,Not as Described,Damaged,17.04,Approved,Courier
RET-00002348,ITM-000031632,CUS-003481,2025-09-17,2025-09-30,Changed Mind,Opened,28.77,Pending,Courier
RET-00002349,ITM-000031641,CUS-009148,2025-07-09,2025-07-11,Wrong Item,Opened,85.05,Approved,Courier
RET-00002350,ITM-000031666,CUS-009984,2025-03-06,2025-03-07,Size/Fit,Resellable,76.85,Approved,Courier
RET-00002351,ITM-000031675,CUS-005995,2021-04-09,2021-04-12,Changed Mind,Opened,221.44,Approved,Courier
RET-00002352,ITM-000031677,CUS-005995,2021-04-12,2021-04-15,Not as Described,Opened,58.41,Approved,Store
RET-00002353,ITM-000031681,CUS-002913,2025-06-06,2025-06-18,Size/Fit,Opened,287.46,Processed,Courier
RET-00002354,ITM-000031686,CUS-005617,2021-08-22,2021-09-02,Defective Product,Resellable,44.7,Processed,Courier
RET-00002355,ITM-000031707,CUS-003982,2024-03-26,2024-03-31,Other,Defective,91.25,Pending,Store
RET-00002356,ITM-000031720,CUS-002124,2022-10-08,2022-10-20,Defective Product,Defective,66.74,Approved,Store
RET-00002357,ITM-000031725,CUS-007376,2023-09-06,2023-09-18,Defective Product,Defective,34.85,Approved,Store
RET-00002358,ITM-000031730,CUS-006650,2020-12-08,2020-12-13,Not as Described,Resellable,21.82,Processed,Courier
RET-00002359,ITM-000031732,CUS-006650,2020-11-16,2020-11-21,,Opened,109.12,Approved,Store
RET-00002360,ITM-000031734,CUS-001739,2020-11-04,2020-11-08,Size/Fit,Defective,51.14,Processed,Store
RET-00002361,ITM-000031759,CUS-000855,2023-08-04,2023-08-13,Size/Fit,Resellable,245.8,Pending,Store
RET-00002362,ITM-000031771,CUS-004895,2023-06-15,2023-06-25,Not as Described,Opened,76.85,Approved,Courier
RET-00002363,ITM-000031782,CUS-000267,2021-11-26,2021-12-02,Size/Fit,Opened,74.47,Approved,Store
RET-00002364,ITM-000031784,CUS-005078,2024-05-25,2024-05-25,Damaged Delivery,Resellable,199.7,Pending,Store
RET-00002365,ITM-000031874,CUS-009521,2023-02-12,2023-02-15,Changed Mind,Opened,109.12,Approved,Store
RET-00002366,ITM-000031905,CUS-009405,2020-12-01,2020-12-14,,Opened,32.17,Processed,Store
RET-00002367,ITM-000031914,CUS-001661,2021-06-10,2021-06-16,Damaged Delivery,Opened,81.95,Approved,Courier
RET-00002368,ITM-000031918,CUS-007980,2022-09-29,2022-10-08,Changed Mind,Opened,195.96,Approved,Courier
RET-00002369,ITM-000031944,CUS-008824,2026-05-11,2026-05-11,Defective Product,Damaged,229.5,Pending,Courier
RET-00002370,ITM-000031956,CUS-011140,2026-07-12,2026-07-14,Damaged Delivery,Defective,56.9,Processed,Store
RET-00002371,ITM-000031975,CUS-008765,2024-03-31,2024-04-13,Changed Mind,Opened,410.8,Approved,Courier
RET-00002372,ITM-000032052,CUS-010995,2026-04-14,2026-04-20,Defective Product,Defective,461.48,Approved,Courier
RET-00002373,ITM-000032060,CUS-009224,2023-12-06,2023-12-16,Size/Fit,Defective,131.84,Approved,Store
RET-00002374,ITM-000032069,CUS-007380,2024-05-12,2024-05-22,Defective Product,Opened,22.54,Pending,Courier
RET-00002375,ITM-000032077,CUS-003301,2023-11-15,2023-11-20,Size/Fit,Resellable,27.7,Pending,Store
RET-00002376,ITM-000032078,CUS-004017,2024-02-03,2024-02-11,Defective Product,Resellable,119.79,Approved,Courier
RET-00002377,ITM-000032107,CUS-005719,2024-01-27,2024-01-28,Wrong Item,Damaged,20.73,Processed,Courier
RET-00002378,ITM-000032114,CUS-009236,2023-10-22,2023-10-30,Size/Fit,Resellable,228.82,Pending,Courier
RET-00002379,ITM-000032127,CUS-003983,2026-08-14,2026-08-21,Size/Fit,Opened,97.0,Processed,Courier
RET-00002380,ITM-000032151,CUS-005136,2020-03-02,2020-03-10,,Damaged,30.66,Processed,Courier
RET-00002381,ITM-000032168,CUS-007922,2026-09-03,2026-09-06,Size/Fit,Resellable,38.34,Approved,Courier
RET-00002382,ITM-000032171,CUS-006511,2026-06-01,2026-06-07,Wrong Item,Opened,60.99,Approved,Courier
RET-00002383,ITM-000032174,CUS-000996,2022-08-23,2022-08-27,Defective Product,Resellable,22.12,Processed,Courier
RET-00002384,ITM-000032181,CUS-004516,2020-08-24,2020-09-04,Wrong Item,Damaged,80.75,Processed,Store
RET-00002385,ITM-000032196,CUS-004075,2025-01-16,2025-01-23,Changed Mind,Opened,74.83,Approved,Courier
RET-00002386,ITM-000032221,CUS-008377,2025-06-23,2025-06-30,Damaged Delivery,Resellable,54.77,Processed,Courier
RET-00002387,ITM-000032223,CUS-006489,2022-06-04,2022-06-08,Defective Product,Defective,93.71,Processed,Courier
RET-00002388,ITM-000032235,CUS-010666,2026-04-04,2026-04-09,Size/Fit,Opened,29.26,Pending,Courier
RET-00002389,ITM-000032238,CUS-000202,2024-05-14,2024-05-24,Size/Fit,Resellable,98.89,Pending,Store
RET-00002390,ITM-000032240,CUS-000202,2024-05-04,2024-05-14,Changed Mind,Damaged,9.61,Processed,Courier
RET-00002391,ITM-000032313,CUS-004326,2022-03-09,2022-03-21,Size/Fit,Resellable,59.31,Processed,Courier
RET-00002392,ITM-000032357,CUS-009885,2023-06-17,2023-06-29,Not as Described,Resellable,119.28,Pending,Courier
RET-00002393,ITM-000032362,CUS-003873,2020-12-05,2020-12-09,,Resellable,175.86,Pending,Courier
RET-00002394,ITM-000032370,CUS-008517,2025-03-29,2025-04-07,Defective Product,Resellable,46.76,Approved,Courier
RET-00002395,ITM-000032383,CUS-007265,2020-11-10,2020-11-21,Changed Mind,Damaged,114.01,Approved,Store
RET-00002396,ITM-000032395,CUS-009473,2024-02-03,2024-02-08,Changed Mind,Defective,211.59,Processed,Courier
RET-00002397,ITM-000032407,CUS-011363,2025-09-02,2025-09-06,Changed Mind,Opened,163.55,Approved,Store
RET-00002398,ITM-000032409,CUS-011363,2025-08-05,2025-08-13,Defective Product,Resellable,76.54,Approved,Courier
RET-00002399,ITM-000032423,CUS-002425,2020-05-11,2020-05-11,Not as Described,Opened,14.7,Pending,Courier
RET-00002400,ITM-000032445,CUS-005203,2025-09-19,2025-09-28,Damaged Delivery,Damaged,111.73,Approved,Courier
RET-00002401,ITM-000032455,CUS-011344,2022-02-11,2022-02-14,,Damaged,174.44,Approved,Store
RET-00002402,ITM-000032464,CUS-011174,2021-11-11,2021-11-19,Size/Fit,Defective,277.78,Processed,Courier
RET-00002403,ITM-000032472,CUS-003228,2023-09-17,2023-09-29,,Resellable,40.42,Processed,Store
RET-00002404,ITM-000032477,CUS-004453,2024-08-31,2024-09-06,Not as Described,Defective,49.91,Approved,Courier
RET-00002405,ITM-000032480,CUS-008374,2026-02-05,2026-02-08,Damaged Delivery,Opened,163.9,Processed,Store
RET-00002406,ITM-000032488,CUS-006944,2021-08-22,2021-08-28,,Opened,190.4,Approved,Store
RET-00002407,ITM-000032491,CUS-006308,2023-05-26,2023-06-05,Not as Described,Opened,37.76,Pending,Courier
RET-00002408,ITM-000032508,CUS-004938,2025-02-18,2025-02-28,Changed Mind,Opened,58.19,Approved,Courier
RET-00002409,ITM-000032518,,2024-03-04,2024-03-15,Damaged Delivery,Resellable,227.67,Approved,Courier
RET-00002410,ITM-000032538,CUS-011259,2021-05-31,2021-06-09,Changed Mind,Resellable,132.36,Processed,Courier
RET-00002411,ITM-000032563,CUS-003006,2024-02-02,2024-02-08,Changed Mind,Defective,24.9,Pending,Courier
RET-00002412,ITM-000032566,CUS-006331,2024-12-22,2025-01-01,Not as Described,Defective,54.73,Approved,Store
RET-00002413,ITM-000032569,CUS-011176,2021-02-25,2021-03-05,,Damaged,16.93,Processed,Courier
RET-00002414,ITM-000032585,CUS-005101,2022-06-18,2022-06-19,Changed Mind,Defective,36.89,Approved,Courier
RET-00002415,ITM-000032586,CUS-007614,2023-08-22,2023-09-02,Not as Described,Resellable,21.87,Pending,Store
RET-00002416,ITM-000032595,CUS-002820,2023-09-12,2023-09-24,Size/Fit,Opened,139.86,Processed,Courier
RET-00002417,ITM-000032613,CUS-010239,2023-11-01,2023-11-05,Defective Product,Damaged,352.8,Approved,Courier
RET-00002418,ITM-000032618,CUS-011924,2024-12-04,2024-12-06,Changed Mind,Defective,112.58,Processed,Store
RET-00002419,ITM-000032625,CUS-001419,2024-02-04,2024-02-17,Size/Fit,Defective,112.53,Processed,Store
RET-00002420,ITM-000032645,CUS-002234,2021-04-21,2021-04-29,Defective Product,Opened,74.45,Pending,Store
RET-00002421,ITM-000032653,CUS-011098,2023-11-19,2023-11-26,Changed Mind,Damaged,45.9,Pending,Store
RET-00002422,ITM-000032709,CUS-006693,2025-06-28,2025-07-05,Changed Mind,Defective,102.32,Pending,Store
RET-00002423,ITM-000032714,CUS-009783,2022-08-24,2022-09-01,Defective Product,Defective,60.87,Processed,Courier
RET-00002424,ITM-000032742,CUS-000531,2024-12-15,2024-12-18,,Opened,32.27,Approved,Courier
RET-00002425,ITM-000032749,CUS-011059,2023-05-21,2023-05-27,Changed Mind,Opened,54.16,Processed,Store
RET-00002426,ITM-000032757,CUS-003541,2021-11-27,2021-12-03,,Opened,34.11,Approved,Courier
RET-00002427,ITM-000032760,CUS-010662,2020-08-27,2020-09-07,Other,Resellable,46.56,Approved,Store
RET-00002428,ITM-000032779,,2026-03-26,2026-03-28,Size/Fit,Defective,191.64,Approved,Store
RET-00002429,ITM-000032809,CUS-002659,2024-10-15,2024-10-16,Changed Mind,Defective,70.53,Processed,Courier
RET-00002430,ITM-000032837,CUS-004712,2025-10-14,2025-10-16,Damaged Delivery,Damaged,96.44,Processed,Courier
RET-00002431,ITM-000032842,CUS-009129,2023-12-22,2023-12-25,Damaged Delivery,Opened,22.64,Approved,Courier
RET-00002432,ITM-000032880,CUS-003098,2022-09-27,2022-10-10,Not as Described,Damaged,70.22,Processed,Courier
RET-00002433,ITM-000032894,CUS-009127,2020-02-22,2020-02-25,Wrong Item,Damaged,167.49,Approved,Courier
RET-00002434,ITM-000032896,CUS-000637,2020-07-22,2020-07-22,Defective Product,Defective,108.13,Approved,Courier
RET-00002435,ITM-000032897,CUS-000637,2020-07-21,2020-08-01,,Opened,315.86,Pending,Store
RET-00002436,ITM-000032905,CUS-000083,2022-01-10,2022-01-22,,Resellable,75.94,Pending,Store
RET-00002437,ITM-000032907,CUS-000394,2022-12-19,2023-01-01,Wrong Item,Opened,26.99,Processed,Store
RET-00002438,ITM-000032958,CUS-006406,2026-04-02,2026-04-11,Changed Mind,Defective,120.3,Processed,Courier
RET-00002439,ITM-000032975,CUS-010455,2022-01-01,2022-01-06,,Defective,43.15,Approved,Store
RET-00002440,ITM-000033004,CUS-001876,2023-06-02,2023-06-09,Defective Product,Defective,58.02,Approved,Courier
RET-00002441,ITM-000033019,CUS-004514,2021-08-04,2021-08-12,Damaged Delivery,Damaged,117.8,Pending,Courier
RET-00002442,ITM-000033046,CUS-003765,2025-08-11,2025-08-12,Changed Mind,Defective,108.61,Pending,Store
RET-00002443,ITM-000033052,CUS-007142,2021-03-03,2021-03-04,Changed Mind,Opened,70.29,Processed,Courier
RET-00002444,ITM-000033053,CUS-007142,2021-03-11,2021-03-21,Damaged Delivery,Resellable,114.87,Approved,Store
RET-00002445,ITM-000033068,CUS-001580,2026-05-13,2026-05-25,Changed Mind,Damaged,117.24,Processed,Store
RET-00002446,ITM-000033071,CUS-011891,2024-01-01,2024-01-10,Size/Fit,Defective,76.68,Processed,Store
RET-00002447,ITM-000033111,CUS-008583,2020-07-15,2020-07-15,Changed Mind,Defective,33.55,Pending,Courier
RET-00002448,ITM-000033112,CUS-010459,2021-09-07,2021-09-13,,Opened,91.67,Pending,Store
RET-00002449,ITM-000033115,CUS-009819,2025-05-30,2025-06-06,Not as Described,Damaged,45.45,Processed,Courier
RET-00002450,ITM-000033116,CUS-001876,2024-07-23,2024-07-30,Size/Fit,Opened,130.03,Approved,Courier
RET-00002451,ITM-000033121,CUS-007656,2025-02-22,2025-02-26,Changed Mind,Defective,181.71,Approved,Courier
RET-00002452,ITM-000033126,CUS-004097,2022-03-03,2022-03-14,Defective Product,Opened,46.51,Approved,Courier
RET-00002453,ITM-000033143,CUS-008188,2025-07-04,2025-07-09,Size/Fit,Defective,48.18,Pending,Store
RET-00002454,ITM-000033151,CUS-002471,2024-11-10,2024-11-19,Defective Product,Defective,14.78,Pending,Store
RET-00002455,ITM-000033172,CUS-002305,2025-10-03,2025-10-03,Wrong Item,Damaged,46.98,Approved,Courier
RET-00002456,ITM-000033190,CUS-003470,2021-03-12,2021-03-20,Wrong Item,Resellable,227.6,Processed,Courier
RET-00002457,ITM-000033210,CUS-003260,2026-04-09,2026-04-15,Not as Described,Opened,59.28,Pending,Courier
RET-00002458,ITM-000033215,CUS-002608,2025-11-30,2025-12-12,Size/Fit,Resellable,62.67,Processed,Store
RET-00002459,ITM-000033257,CUS-009227,2020-05-20,2020-06-01,,Defective,146.45,Processed,Courier
RET-00002460,ITM-000033277,CUS-010510,2021-01-06,2021-01-13,Not as Described,Defective,17.02,Processed,Store
RET-00002461,ITM-000033288,CUS-001733,2020-11-02,2020-11-06,Size/Fit,Resellable,19.63,Processed,Courier
RET-00002462,ITM-000033313,CUS-005423,2023-03-20,2023-03-26,Size/Fit,Opened,111.53,Processed,Courier
RET-00002463,ITM-000033321,CUS-005860,2022-05-26,2022-06-02,Changed Mind,Damaged,295.03,Pending,Store
RET-00002464,ITM-000033326,CUS-004931,2021-12-24,2022-01-06,Size/Fit,Resellable,55.01,Approved,Courier
RET-00002465,ITM-000033376,CUS-008635,2022-11-07,2022-11-13,Not as Described,Defective,51.86,Approved,Courier
RET-00002466,ITM-000033409,CUS-004301,2023-12-03,2023-12-13,Changed Mind,Opened,150.74,Approved,Courier
RET-00002467,ITM-000033411,CUS-001905,2025-01-25,2025-02-06,Changed Mind,Resellable,66.18,Processed,Courier
RET-00002468,ITM-000033472,CUS-005888,2023-03-29,2023-04-06,Size/Fit,Damaged,106.29,Approved,Store
RET-00002469,ITM-000033493,CUS-002336,2022-06-01,2022-06-12,,Damaged,217.88,Processed,Store
RET-00002470,ITM-000033503,CUS-010436,2022-09-11,2022-09-23,Changed Mind,Defective,19.91,Pending,Store
RET-00002471,ITM-000033511,CUS-003544,2025-11-08,2025-11-20,Not as Described,Defective,51.58,Approved,Courier
RET-00002472,ITM-000033513,CUS-003335,2021-04-11,2021-04-12,,Defective,164.5,Approved,Courier
RET-00002473,ITM-000033514,CUS-003335,2021-03-17,2021-03-26,Not as Described,Resellable,85.53,Approved,Store
RET-00002474,ITM-000033521,CUS-005740,2021-09-24,2021-10-04,Size/Fit,Defective,60.48,Processed,Courier
RET-00002475,ITM-000033522,CUS-006515,2025-08-10,2025-08-17,Defective Product,Damaged,272.07,Approved,Courier
RET-00002476,ITM-000033530,CUS-008487,2024-02-24,2024-02-24,Defective Product,Resellable,145.89,Pending,Courier
RET-00002477,ITM-000033538,CUS-004460,2025-07-01,2025-07-10,Size/Fit,Opened,230.74,Approved,Courier
RET-00002478,ITM-000033555,CUS-003310,2026-07-10,2026-07-22,Not as Described,Defective,93.56,Approved,Courier
RET-00002479,ITM-000033570,CUS-009787,2026-06-12,2026-06-25,Damaged Delivery,Defective,75.83,Processed,Store
RET-00002480,ITM-000033574,CUS-001971,2024-02-25,2024-03-06,Defective Product,Opened,39.83,Processed,Courier
RET-00002481,ITM-000033592,CUS-007465,2021-02-01,2021-02-13,Changed Mind,Damaged,82.08,Approved,Courier
RET-00002482,ITM-000033600,CUS-006244,2025-03-25,2025-03-26,Wrong Item,Opened,44.81,Approved,Courier
RET-00002483,ITM-000033620,CUS-005910,2021-09-28,2021-10-05,Size/Fit,Resellable,52.83,Pending,Courier
RET-00002484,ITM-000033639,CUS-008292,2023-04-09,2023-04-10,Changed Mind,Resellable,23.02,Processed,Courier
RET-00002485,ITM-000033669,CUS-006763,2023-08-27,2023-08-29,Defective Product,Defective,119.22,Processed,Courier
RET-00002486,ITM-000033693,CUS-009232,2026-09-24,2026-10-07,Not as Described,Defective,166.97,Approved,Store
RET-00002487,ITM-000033708,CUS-004779,2022-01-24,2022-01-30,Size/Fit,Opened,23.37,Processed,Courier
RET-00002488,ITM-000033720,CUS-006243,2024-09-16,2024-09-25,Defective Product,Resellable,11.53,Pending,Store
RET-00002489,ITM-000033732,CUS-003082,2021-07-26,2021-07-28,,Defective,64.27,Processed,Courier
RET-00002490,ITM-000033739,CUS-000989,2022-01-18,2022-01-19,Damaged Delivery,Defective,34.83,Approved,Store
RET-00002491,ITM-000033764,,2026-01-16,2026-01-20,Defective Product,Opened,39.68,Processed,Store
RET-00002492,ITM-000033795,CUS-006980,2026-04-27,2026-04-29,Changed Mind,Opened,69.44,Pending,Store
RET-00002493,ITM-000033827,CUS-004013,2026-08-29,2026-08-31,Changed Mind,Opened,46.83,Pending,Courier
RET-00002494,ITM-000033835,CUS-003475,2026-04-29,2026-05-05,,Defective,187.42,Processed,Courier
RET-00002495,ITM-000033844,CUS-008257,2023-05-30,2023-06-09,Changed Mind,Damaged,98.68,Pending,Courier
RET-00002496,ITM-000033848,CUS-006171,2022-10-13,2022-10-21,Not as Described,Resellable,75.95,Pending,Courier
RET-00002497,ITM-000033854,CUS-001787,2024-12-30,2025-01-12,Not as Described,Defective,32.86,Approved,Store
RET-00002498,ITM-000033857,CUS-003805,2021-09-26,2021-09-30,Changed Mind,Damaged,9.72,Pending,Courier
RET-00002499,ITM-000033858,CUS-002931,2026-08-10,2026-08-16,Changed Mind,Damaged,41.72,Processed,Courier
RET-00002500,ITM-000033871,CUS-005803,2020-06-21,2020-06-24,Size/Fit,Resellable,96.32,Processed,Courier
RET-00002501,ITM-000033885,CUS-001826,2023-12-13,2023-12-19,Changed Mind,Damaged,63.68,Pending,Courier
RET-00002502,ITM-000033889,CUS-011644,2020-05-02,2020-05-13,Defective Product,Damaged,177.41,Approved,Courier
RET-00002503,ITM-000033903,CUS-007746,2026-07-27,2026-08-03,Changed Mind,Resellable,95.98,Approved,Courier
RET-00002504,ITM-000033915,CUS-001066,2020-01-27,2020-02-08,Wrong Item,Opened,113.44,Processed,Courier
RET-00002505,ITM-000033918,CUS-006118,2026-07-19,2026-07-22,Not as Described,Resellable,24.49,Pending,Courier
RET-00002506,ITM-000033922,CUS-004985,2023-03-28,2023-04-03,Size/Fit,Resellable,268.72,Processed,Courier
RET-00002507,ITM-000033945,CUS-008671,2021-06-02,2021-06-07,Changed Mind,Defective,85.03,Approved,Courier
RET-00002508,ITM-000033954,CUS-007414,2024-02-11,2024-02-17,Changed Mind,Opened,28.8,Pending,Store
RET-00002509,ITM-000033961,CUS-007433,2025-06-26,2025-07-08,Size/Fit,Defective,43.93,Approved,Courier
RET-00002510,ITM-000033963,CUS-007638,2023-06-17,2023-06-20,Defective Product,Damaged,30.51,Pending,Courier
RET-00002511,ITM-000033966,CUS-010975,2026-09-19,2026-10-02,Defective Product,Damaged,93.56,Processed,Courier
RET-00002512,ITM-000033980,CUS-003826,2020-05-08,2020-05-20,Defective Product,Opened,146.61,Pending,Courier
RET-00002513,ITM-000034051,CUS-003294,2024-02-02,2024-02-08,Size/Fit,Damaged,14.33,Pending,Courier
RET-00002514,ITM-000034053,CUS-000888,2024-03-22,2024-03-25,Defective Product,Opened,26.44,Processed,Courier
RET-00002515,ITM-000034103,CUS-002265,2021-07-08,2021-07-20,Not as Described,Resellable,18.2,Processed,Store
RET-00002516,ITM-000034113,CUS-010511,2024-07-02,2024-07-10,Defective Product,Defective,29.31,Processed,Courier
RET-00002517,ITM-000034120,CUS-008892,2021-09-27,2021-09-28,Not as Described,Opened,52.02,Approved,Courier
RET-00002518,ITM-000034177,CUS-010077,2020-05-23,2020-05-28,Wrong Item,Damaged,84.11,Pending,Courier
RET-00002519,ITM-000034178,CUS-010077,2020-06-01,2020-06-03,Not as Described,Damaged,48.5,Approved,Courier
RET-00002520,ITM-000034183,CUS-011791,2020-02-16,2020-02-26,Changed Mind,Defective,82.32,Pending,Courier
RET-00002521,ITM-000034189,CUS-005384,2022-08-05,2022-08-07,Changed Mind,Opened,13.27,Approved,Store
RET-00002522,ITM-000034206,CUS-006233,2026-06-02,2026-06-09,Wrong Item,Resellable,141.29,Pending,Store
RET-00002523,ITM-000034218,CUS-004987,2025-06-19,2025-06-25,Wrong Item,Damaged,85.63,Pending,Store
RET-00002524,ITM-000034254,CUS-002751,2020-12-23,2020-12-28,Wrong Item,Damaged,10.9,Pending,Courier
RET-00002525,ITM-000034255,CUS-011470,2020-12-25,2020-12-26,Changed Mind,Damaged,58.19,Processed,Store
RET-00002526,ITM-000034257,CUS-004085,2024-07-22,2024-07-30,Changed Mind,Resellable,65.02,Processed,Courier
RET-00002527,ITM-000034268,CUS-008118,2022-05-20,2022-05-20,Other,Opened,182.13,Pending,Store
RET-00002528,ITM-000034269,,2024-12-30,2025-01-08,Not as Described,Resellable,181.71,Pending,Store
RET-00002529,ITM-000034274,CUS-006908,2022-03-01,2022-03-06,Size/Fit,Opened,1126.3,Approved,Courier
RET-00002530,ITM-000034277,CUS-003498,2022-09-17,2022-09-25,Changed Mind,Defective,117.24,Approved,Store
RET-00002531,ITM-000034278,CUS-003498,2022-09-18,2022-09-29,Changed Mind,Damaged,59.78,Approved,Courier
RET-00002532,ITM-000034282,CUS-007625,2022-05-23,2022-05-27,Defective Product,Opened,10.46,Pending,Courier
RET-00002533,ITM-000034284,CUS-007672,2022-03-22,2022-03-29,Not as Described,Defective,7.69,Approved,Courier
RET-00002534,ITM-000034288,CUS-000365,2021-11-04,2021-11-15,Damaged Delivery,Defective,23.0,Pending,Courier
RET-00002535,ITM-000034291,CUS-010086,2020-09-13,2020-09-20,,Resellable,130.16,Pending,Store
RET-00002536,ITM-000034294,CUS-005339,2025-11-23,2025-12-01,Defective Product,Opened,31.24,Pending,Store
RET-00002537,ITM-000034333,CUS-002154,2020-07-23,2020-07-31,Not as Described,Damaged,94.42,Processed,Courier
RET-00002538,ITM-000034359,CUS-003976,2021-12-22,2022-01-03,Damaged Delivery,Resellable,155.41,Pending,Store
RET-00002539,ITM-000034362,CUS-009468,2023-05-08,2023-05-09,Defective Product,Damaged,26.28,Approved,Courier
RET-00002540,ITM-000034366,CUS-004143,2024-01-24,2024-01-31,Not as Described,Defective,105.94,Approved,Courier
RET-00002541,ITM-000034367,CUS-004143,2024-01-03,2024-01-14,Not as Described,Opened,578.52,Approved,Courier
RET-00002542,ITM-000034378,CUS-009209,2023-02-22,2023-03-03,Not as Described,Opened,237.12,Pending,Courier
RET-00002543,ITM-000034385,CUS-010879,2024-03-07,2024-03-18,Damaged Delivery,Damaged,44.71,Processed,Store
RET-00002544,ITM-000034391,CUS-009359,2022-06-09,2022-06-18,Defective Product,Opened,29.16,Approved,Courier
RET-00002545,ITM-000034401,CUS-007723,2024-12-02,2024-12-05,Changed Mind,Damaged,47.3,Processed,Store
RET-00002546,ITM-000034427,CUS-003162,2020-08-06,2020-08-11,Wrong Item,Resellable,19.97,Approved,Store
RET-00002547,ITM-000034428,CUS-003162,2020-09-10,2020-09-15,Damaged Delivery,Defective,47.13,Approved,Store
RET-00002548,ITM-000034431,CUS-009878,2026-06-14,2026-06-15,Changed Mind,Resellable,128.64,Processed,Courier
RET-00002549,ITM-000034438,CUS-006206,2022-08-12,2022-08-24,Size/Fit,Defective,113.75,Pending,Store
RET-00002550,ITM-000034444,CUS-009880,2026-07-03,2026-07-03,Changed Mind,Defective,85.2,Pending,Store
